	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0268461	0.0153328	0.0126794	0.0152163	0.00909293	0.00614303	0.00365501	0.00293136	0.00136139	0.00140453	0.000868429	0.000642476	0.000184602	0.000795496	0.000408146	0.000305503	0.000407325	0.000305385	0
d2_1	0.0228239	0.0107994	0.00646566	0.00947078	0.00800579	0.00540013	0.00710357	0.0050028	0.00386949	0.00420519	0.0032926	0.00414194	0.00158252	0.0027346	0.00102147	0.000713886	0.00112044	0.00132436	0.000916585	0
d2_2	0.00764825	0.00428573	0.00644026	0.00714747	0.00548799	0.00576905	0.00674458	0.00404631	0.0057777	0.0037831	0.00417461	0.00339146	0.00331344	0.00255804	0.00183561	0.00201661	0.00275126	0.000458952	0.000407735	0.000407909
d2_3	0.00318971	0.00364628	0.00226268	0.00254142	0.00455619	0.00327099	0.00355172	0.00455167	0.00305581	0.00444922	0.00432777	0.00543438	0.00314169	0.00367127	0.00324117	0.00410435	0.00162946	0.00117122	0.00234145	0.000916238
d2_4	0.00324375	0.00256869	0.00136615	0.00244551	0.0019686	0.00222887	0.00360857	0.00393187	0.00424482	0.00364987	0.00406949	0.00467221	0.00238718	0.00197098	0.00387222	0.00315744	0.00349368	0.00188378	0.00259688	0.000305352
d2_5	0.00165348	0.00181273	0.000568309	0.00128019	0.000563091	0.00095301	0.00315284	0.00263276	0.0015325	0.00222377	0.00249966	0.0023452	0.00244724	0.00249804	0.00451305	0.0029038	0.00274953	0.00203666	0.00213806	0.000610705
d2_6	0.0013319	0.000730458	8.6806e-05	8.41658e-05	0.000490272	0.00082868	0.000969509	0.00176534	0.00163271	0.00166243	0.0017859	0.0011214	0.00249599	0.00171161	0.0026481	0.00157913	0.00188503	0.000815309	0.00274948	0.000610705
d2_7	0.00140583	0.000618113	0.000186693	0.00040982	0.000613644	6.59972e-07	0.000102625	0.000967602	0.000663162	0.000780236	0.00135606	0.00239383	0.00157969	0.00193627	0.0019364	0.00208877	0.00249473	0.0036147	0.00213833	0.000712716
d2_8	0.000463053	0.000733906	0.000239051	0.000764741	0.000643385	0.000438778	0.00079562	0.000560573	0.000306112	0.000693127	0.000408198	0.000968224	0.00142545	0.000204133	0.00102	0.0026165	0.00109956	0.00122247	0.00132349	0.000916057
d2_9	7.27821e-05	6.04129e-05	0.000308561	1.57667e-06	6.04822e-07	0.00125308	0.000460059	0.000713051	0.000102095	1.14968e-08	0.000947528	0.00117128	0.000713116	0.00081538	0.000917044	0.00101843	0.00091679	0.000916057	0.000916057	0.000916494
