	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d1_0	0	0.0165706	0.00484591	0.00227875	0.00191758	0.000895733	0.000937579	0.000638492	0.00142485	0.000530974	0.000317784	0.00016205	0.000865714	0.000636848	0.0012267	0.00267744	0.00151663	0.00275957	0.0023141
d1_1	0.0394599	0.00880983	0.00266792	0.000941574	0.00156756	0.00177042	0.000926244	0.000752407	0.00234977	0.000163849	0.000745546	0.00100075	0.00204073	0.00177837	0.00228696	0.00366598	0.00621791	0.00881565	0.00412005
d1_2	0.0237029	0.00736989	0.0016272	0.00114895	0.000714744	0.000629304	0.000846759	0.000503146	0.000681773	0.000482493	0.000688704	0.00185969	0.000241641	0.00226628	0.00232937	0.00322962	0.0063428	0.00772148	0.00402324
d1_3	0.0248944	0.00768651	0.00304184	0.00155811	0.000470934	0.000313738	0.000575229	0.000365404	0.00112076	0.000605713	0.00101964	0.000553344	0.000345885	0.000885864	0.00145306	0.00569553	0.00509524	0.00875783	0.00666743
d1_4	0.0252421	0.00924891	0.00268382	0.000429887	0.000240957	0.00176156	0.000829969	1.34056e-06	0.00124441	0.000884015	0.000574569	0.000448893	0.00102033	0.000778675	0.00298766	0.00294662	0.00552623	0.0077655	0.00689518
d1_5	0.0168896	0.00716344	0.00316092	0.00211751	0.00101733	0.000623598	5.77492e-07	5.34929e-05	0.00020832	0.000466679	0.00077758	0.000654074	0.00114023	0.000933518	0.000914295	0.00279086	0.00578541	0.00707645	0.00731588
d1_6	0.0159843	0.00971883	0.00526408	0.00114413	0.000571019	0.00218612	0.000415386	0.00021872	0.000239185	4.59194e-07	0.000136152	0.000209007	0.000882325	0.000260406	0.00176145	0.00268579	0.00503697	0.00407271	0.00462029
d1_7	0.011759	0.00874483	0.00376701	0.0033486	0.00108958	0.000260367	3.14731e-05	0.00036377	0.000103697	8.7808e-07	0.000622268	6.91417e-07	0.00057096	0.00156983	0.000259791	0.00259104	0.00438116	0.00749071	0.00372814
d1_8	0.0118189	0.00774012	0.00321748	0.00112276	0.00145081	5.22436e-05	0.000103997	8.42302e-05	0.000569705	0.00108788	0.000207676	0.000104389	1.28537e-06	0.000797389	0.00274304	0.00253762	0.00383471	0.00481531	0.00831545
d1_9	0.0100535	0.00552985	0.0035038	0.00324309	0.000787959	0.000311076	0.000260091	0.000310482	0.000103552	0.000518206	0.000414088	0.000724899	0.000310482	0.000517896	0.000828538	0.00309716	0.00429943	0.0043294	0.00605655
d1_10	0.010348	0.00612356	0.00477063	0.0035869	0.000724849	0.000600679	0.000963405	0.000776739	0.000310482	0.000310828	0.000207394	0.000415211	0	0.00036295	0.000414029	0.0024853	0.00310609	0.00417219	0.006212
d1_11	0.0113928	0.00752946	0.00378285	0.00290196	0.00336611	0.000983945	0	0.000103494	0	0.00119083	0.000310671	8.6396e-08	0.000103555	0.000550316	0.00155278	0.000414341	0.00258909	0.00440062	0.00650065
d1_12	0.00456885	0.00746202	0.00611194	0.0021246	2.79713e-07	0.0011387	0.000465977	7.81713e-08	0.000310522	3.12316e-05	5.2232e-05	0.000414436	0	0.000414479	0.000518229	0.0025884	0.00289938	0.00417277	0.00522793
d1_13	0.00545794	0.00485327	0.00483128	0.00166829	0.00196841	2.55644e-07	0.000725154	0.000155936	0.000103494	1.0799e-07	0.000103874	3.5198e-07	0.000517469	0.00142835	0	0.000414133	0.00331274	0.00512375	0.00672815
d1_14	0.00808525	0.00636346	0.00538579	0.00202038	0.000570565	0.000725001	0.000724457	0.00054873	0.000621215	0.000310482	0.000103703	5.18964e-05	0.000103659	0.000413982	0.000724585	0.0010868	0.002278	0.00367547	0.00745212
d1_15	0.00557431	0.00733282	0.00385268	0.00238168	0.00282721	0.000413975	0.000310482	0.000310489	0.000155645	0.000724527	0.00103504	0.000311179	0.000828	0.00134564	9.59899e-08	4.9172e-07	0.00165691	0.00496899	0.0117476
d1_16	0.00549018	0.00686583	0.00308633	0.00372644	0.000983925	0.000621215	0	0	0.000879865	0.000310482	0.000828735	0.000258735	0.000103494	0.00031057	0.000413975	0.00139801	0.00176022	0.00362247	0.0101428
d1_17	0.0034698	0.00491869	0.00367614	0.00165692	0.00124229	0.00134547	0	0.001139	0.000310482	0	0.000413975	0.000310725	0.000310482	0.000310482	0.000310482	0.000828215	0.000724643	0.00279433	0.00776274
d1_18	0.00227739	0.00621299	0.00393483	0.00238085	0.00150088	0.000620963	0.00134567	0.000724457	0.000310482	0	0.00165609	0.000310482	0.000724457	0.00062115	0.000310482	0.000310628	0.00113915	0.00424329	0.0131444
d1_19	0.00134602	0.00155279	0.0011391	0.0016559	0.000620963	0.000310482	0.00062102	0	0.000310909	0.000310482	0.000620963	0.000310482	0.000310482	0.000620979	0.000620976	0.000621446	0.00124193	0.00527906	0.00931445
