	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0219625	0.00493576	0.000996097	4.11915e-06	3.35834e-07	6.69006e-08	1.26122e-07	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0708167	0.0265786	0.00790669	0.00219663	0.000335946	1.0369e-06	1.30026e-07	8.32809e-09	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.0434899	0.0277749	0.00824445	0.00353825	0.00149173	1.45595e-06	5.63646e-05	3.21389e-08	2.41226e-08	0	0	0	0	0	0	0	0	0	0
d2_3	0.0303048	0.021103	0.0120086	0.00509732	0.00132877	0.000312492	5.92325e-07	3.2011e-08	1.51195e-08	2.16767e-08	0	0	0	0	0	0	0	0	0
d2_4	0.0203482	0.0215905	0.0114522	0.0061986	0.00182282	0.000772719	2.01537e-06	2.74649e-07	1.32901e-07	6.11976e-08	0	0	0	0	0	0	0	0	0
d2_5	0.0119536	0.0118149	0.0100601	0.00591938	0.00370349	0.000168734	0.0002775	0.000440616	1.67196e-07	4.54037e-09	0	0	0	0	0	0	0	0	0
d2_6	0.00497477	0.008643	0.00719739	0.00436555	0.000997964	0.00247833	0.000112651	0.000330564	1.88313e-07	2.48113e-07	1.72003e-07	0	0	0	0	0	0	0	0
d2_7	0.00583869	0.00723958	0.00609174	0.00377855	0.00323022	0.000994752	0.000806858	1.82909e-06	9.0159e-07	8.72626e-08	5.53423e-05	0	0	0	0	0	0	0	0
d2_8	0.00269278	0.00363191	0.0041731	0.00344478	0.00183281	0.00181995	0.000454787	1.36428e-06	9.01105e-07	1.0021e-07	0.000110592	0	0	0	0	0	0	0	0
d2_9	0.000770727	0.00250876	0.00192814	0.00148996	0.00366678	0.000334991	0.0012666	0.000551574	0.000331127	5.02229e-07	0.000329399	5.46994e-08	1.60148e-08	0	0	0	0	0	0
d2_10	0.000440031	0.00274861	0.00163058	0.00159965	0.00132406	0.00190674	0.000279453	0.000660615	0.000166588	1.44782e-06	0.000110739	0	0.000439552	0	0	0	0	0	0
d2_11	2.2762e-07	5.62895e-05	0.000826807	0.00165327	0.001537	0.000114502	0.00141042	0.000113272	0.000583939	5.74419e-05	0.000494979	3.30598e-08	5.55035e-05	0	0	0	0	0	0
d2_12	2.32778e-08	0.000768809	0.000805687	0.000937625	0.00117989	0.00201492	0.000882825	0.000113059	0.00121199	5.64282e-05	5.59461e-05	1.38584e-07	1.92075e-07	3.91993e-09	0	0	0	0	0
d2_13	2.47926e-08	1.07298e-06	0.000934147	0.000826011	3.74377e-05	0.000828647	0.000497874	0.000125424	2.65444e-06	0.000858292	0.000528744	0.000111217	0.000109785	2.81498e-07	0	0	0	0	0
d2_14	1.71394e-07	4.10041e-07	0.000330535	0.000441726	3.113e-06	0.000530281	0.000861613	0.000496983	0.00138833	5.7551e-05	0.000660227	2.54628e-08	5.60238e-07	4.53137e-09	8.21165e-10	0	0	0	0
d2_15	0	1.91807e-07	0.000330013	0.000144512	0.000441791	0.00102518	0.00082596	0.00049841	0.000222835	0.000111627	0.000770227	0.000232742	0.000385222	5.55236e-05	0	0	0	0	0
d2_16	0	0	3.32809e-07	0.000824077	1.97429e-06	0.000198918	0.000134612	0.00135497	0.00154064	0.000441282	0.000255268	8.37769e-07	1.14104e-07	0	0.000439125	0	0	0	0
d2_17	1.21564e-08	1.14286e-07	4.64616e-07	7.01445e-07	0.000990498	0.00113273	0.000770418	0.000608692	0.0011327	0.000717099	0.000255423	2.22078e-06	7.98672e-07	0.000132185	0	1.0817e-07	0	0	0
d2_18	0	8.57585e-08	1.41173e-08	0.000329752	0.000528405	0.000330198	0.000256847	0.0001685	0.000495339	0.000330624	0.000440705	0.000167826	0.000111307	0.000165535	3.20824e-08	0	0	0	0
d2_19	0	7.90508e-07	5.50652e-08	0.000165255	8.32752e-07	0.000329777	0.000329941	0.00140802	0.000496141	0.00137749	0.00044136	0.000113043	0.000330143	0.000615945	3.42669e-08	2.6777e-08	0	0	0
d2_20	0	0.000329352	0	4.33692e-07	5.52479e-07	5.02895e-07	7.06585e-07	3.62805e-05	2.1862e-06	3.01804e-06	0.000332922	1.30062e-06	1.14566e-06	0.000549977	9.54735e-07	4.31779e-08	0	0	0
d2_21	0	0	0	0	0.000165426	0.000549852	8.67002e-07	5.73925e-05	0.000220305	2.65421e-06	0.000277468	0.000144539	5.63185e-05	0.000276447	2.14734e-07	8.87149e-05	4.73334e-08	0.000329677	0
d2_22	0	0	0	0	0.000110424	0.000494745	0.00044089	1.05896e-06	0.000441604	0.00132079	0.000386404	0.0012092	0.000694968	0.000440408	4.69996e-07	0.000110114	4.95852e-09	0	0
d2_23	0	0	0	0	7.67711e-08	0.000166103	5.61553e-05	6.82358e-07	0.000528362	0.000441494	0.000694912	5.68042e-05	1.66888e-06	0.00049562	0.000329976	0.000494553	2.41282e-07	2.66187e-08	0
