	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0329337	0.0164181	0.0140961	0.00977186	0.00894357	0.00504624	0.00300296	0.00272774	0.00190327	0.00100595	0.000650625	0.00141489	0.000409583	5.24922e-05	0	0	0	0	0
d2_1	0.0156088	0.0120322	0.00999424	0.00889875	0.00825666	0.00935898	0.00904319	0.00533728	0.00312064	0.00200002	0.0040361	0.00196334	0.00102526	0.00148691	0.000819888	0.000205439	0.000513088	8.43248e-07	0.000306491	0
d2_2	0.00907023	0.00430413	0.00434839	0.00609624	0.00631802	0.0062549	0.00471603	0.0046741	0.00521827	0.00419159	0.00343195	0.00556824	0.00241049	0.00141166	0.00141405	0.00133182	0.00223453	0.00143423	0.000921522	0
d2_3	0.00405593	0.004196	0.00338632	0.00194394	0.00384102	0.00558494	0.00700263	0.00408953	0.00220685	0.00454874	0.00611871	0.00298939	0.00430441	0.00278168	0.00302211	0.00168838	0.00102408	0.00102255	0.000306491	0.000306491
d2_4	0.00168557	0.00139848	0.00150962	0.00274339	0.00290315	0.00263981	0.00347631	0.00245019	0.00331353	0.00378954	0.00337163	0.00367046	0.00266356	0.00218498	0.00230602	0.00276662	0.00204741	0.00107456	0.00122789	0
d2_5	0.00155131	0.00325571	0.000765999	0.00147093	0.00213767	0.0027538	0.00366406	0.00300081	0.00104245	0.00121695	0.00270392	0.00162307	0.00380893	0.0027141	0.00521927	0.0016395	0.00143459	0.000717178	0.000920408	0.000103318
d2_6	0.00170307	0.00139126	0.000678332	0.00102939	0.00062065	0.00206753	0.00192814	0.00101325	0.00213668	0.00138578	0.00367305	0.00461512	0.00304911	0.00281978	0.00243926	0.00210023	0.00291721	0.00179229	0.000817309	0.000408654
d2_7	0.00128003	0.000868968	0.00137016	0.00073322	0.000291177	0.00198055	0.000976019	0.000720222	0.00138462	0.00244106	0.000413246	0.00133179	0.00378623	0.00197623	0.00200694	0.00158483	0.00166929	0.00347751	0	0
d2_8	0.00139037	0.000260773	0.00014178	0.0010582	0.000156461	0.000822124	0.0012808	0.000409468	0.00159001	0.000563991	0.00228641	0.0023553	0.00112969	0.00122827	0.00286463	0.0013813	0.00245504	0.00153341	0.000820266	0.000306491
d2_9	0.00017239	0.000228745	0.00085943	0.000219606	0.000208228	0.000125165	0.000769652	0.000205812	0.000769673	0.000410112	0.000564737	0.0019965	0.000564262	0.00230197	0.00161845	0.00179202	0.00102164	0.00112696	0	0.000612982
d2_10	0.000210943	0.000584192	0.00108294	0.00082395	0.000462928	0.000105201	1.50813e-06	8.53981e-05	0.00141305	0.000258719	0.000306643	0.000409942	0.000155325	0.000409793	0.000512743	0.0019961	0.000513058	0.000612982	0.000408654	0
d2_11	0.00032589	0.000199301	0.000882702	3.34574e-06	0.000258168	5.14318e-05	0.000422477	0.000337407	0.000358662	0.000409757	8.26849e-05	0.000306708	0.00107295	0.000666429	0.000614147	0.000820701	0.000613255	0.00102309	0.00010324	0
d2_12	0.000147383	0.000310122	0.000343658	0.00026296	1.01876e-06	0.000307234	1.1619e-06	7.71159e-07	0.00046148	0.00095302	1.7213e-08	0.000358775	0.000818418	0.000103375	0.000921624	0.000870327	0.000818225	0.000612982	0.000306491	0
d2_13	0.000658882	0.000844787	0.000172358	2.38923e-06	5.32205e-05	0.000102825	0.000307004	1.45246e-06	0.000306543	8.28017e-08	0.00010313	5.54369e-08	0.000409703	0.000102826	0	0.000306491	5.84892e-08	0.0010237	0.000103113	0.000306491
d2_14	0.000531095	0.000199695	5.95626e-06	1.57028e-06	2.57351e-06	8.83557e-07	1.38662e-06	0.00030719	0	0.000103771	0.000338145	0.00010327	0.000205483	4.52719e-08	0.000612982	0.00107362	0.00112496	0.000410648	0	0
d2_15	9.47779e-06	0.00022574	0.000172023	4.145e-06	0.000617762	0.000156935	0.000155466	0.00041101	0.000510818	5.26409e-05	5.32898e-08	2.55911e-07	0	5.10818e-05	0.000306491	0.000306491	0.000307552	0.000306551	0.000306491	0
d2_16	0.000192433	0.000194907	0.000415645	0.000157533	3.45192e-05	0.000513475	0.000461198	0.000268089	2.88915e-07	2.89077e-07	5.98075e-07	0	0.000307207	0	0.00030725	0	0.000408654	0.000306491	0.000307448	0
d2_17	6.99213e-06	0.000268601	6.84037e-06	3.70632e-06	0.000493823	0.000135817	0.000102953	0.000408693	5.20819e-05	4.33728e-07	5.97638e-08	1.21542e-07	0.000408873	2.23918e-07	0.000408654	0	0.000103165	0	0	0
d2_18	8.72193e-05	0.000143679	0.000571353	2.58462e-06	4.62617e-06	8.63807e-07	1.16522e-06	1.83206e-08	3.68827e-07	1.13957e-08	5.11806e-05	3.34022e-07	2.3895e-07	4.25585e-07	0.000306491	5.10818e-05	0	0	0.000307244	0
d2_19	4.15438e-06	0.000190782	0.000293209	5.76647e-05	7.01802e-07	0.000186929	2.17705e-05	0.00041055	2.25441e-07	0.000409016	0	5.20934e-05	0.000102164	8.90312e-08	0.000408654	0.000408654	0	0	0	0
