	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0217014	0.0120611	0.0078405	0.00317293	0.00394866	0.0027884	0.0030872	0.00180845	0.000846686	0.000557733	0.00115063	0.000982432	0.00172507	0.000723128	0.000420383	0.000794865	0.000792868	0.000633463	0.000770302	0.000614405	0.00184499	0.000296636	0.000486429	0.00115386	0.00104155	0.00199782	0.00179312	0.00260449	0.00329437	0.00413631	0.00260822	0.00463794	0.0058523	0.00757036	0.00837865	0.00576437	0.00863297	0.00467518	0.00320173	0.00068394	0
d3_1	0.0173176	0.00620419	0.00206548	0.00285037	0.00210554	0.000573347	0.00172921	0.000376818	0.000183649	0.000250553	0.000799572	0.000163534	0.000110452	0.000316624	3.62641e-05	0.000635964	8.85142e-05	4.64913e-06	3.70725e-06	2.73914e-06	0.000192349	9.05717e-05	0.000772243	0.000195036	0.000108451	0.000213914	0.000563566	0.000475858	0.000688717	0.00130166	0.000721635	0.00294993	0.00153353	0.00243829	0.00189104	0.00583504	0.00603989	0.00177607	0.00277796	0.00147794	0.000789493	5.26523e-05
d3_2	0.0110402	0.0073859	0.00217627	0.00228763	0.00106531	0.000427614	0.000108897	0.000215256	0.000437578	0.000424002	1.31384e-06	1.39219e-06	2.32323e-06	0.000159838	1.99526e-06	2.38828e-06	1.71179e-06	3.71562e-06	0.000194039	1.40101e-06	3.48282e-05	2.36605e-05	0.000477327	0.000107313	0.000265891	0.000455672	0.000161064	0.000560889	0.00015973	0.00031606	0.000738141	0.000528256	0.00185756	0.00195681	0.00132144	0.00193034	0.000959087	0.00180484	0.00272085	0.000769776	0.000158438	0.000105487
d3_3	0.00598908	0.00670766	0.00421963	0.00215865	0.00109651	0.000879177	0.000532079	0.00105682	0.000370253	0.000530396	0.00058317	3.25915e-05	0.00015947	1.01837e-06	6.66564e-07	4.81849e-07	0.000895452	5.7095e-07	2.65864e-07	6.95682e-07	7.51984e-07	0.000159128	6.41704e-05	0.000720196	1.09475e-06	4.18269e-07	1.63983e-06	0.000191661	5.42971e-05	0.000107576	0.00079207	0.000106738	0.000859119	0.00210899	0.00219392	0.00284889	0.00126464	0.00316299	0.00115942	0.00347625	0.00122539	0.00021144
d3_4	0.00865169	0.00801538	0.00448466	0.00164954	0.00181801	0.00198769	0.00016173	0.00045682	0.00121334	5.43806e-05	0.000843616	5.48309e-05	1.1408e-06	9.09386e-07	9.48551e-07	0.000161582	8.65339e-05	0.000107214	6.6902e-07	1.35452e-06	1.31225e-06	1.34726e-06	0.000192301	5.81758e-07	0.000106494	0.00031708	0.000213121	4.44757e-08	0.000105857	0.000580116	0.000580406	0.000844511	0.00085545	0.000527527	0.00195098	0.00256341	0.00287747	0.00347821	0.00258445	0.000737005	0.000422053	0.000315603
d3_5	0.00574558	0.00776609	0.0058263	0.00449603	0.000174729	0.00101044	0.00185076	0.00145861	0.000106008	1.61336e-06	0.00121243	0.000505569	1.27605e-06	3.68939e-07	8.05149e-07	2.26917e-05	0.000191347	8.95471e-07	1.12707e-06	8.74068e-07	2.34554e-07	3.51403e-07	0.000160004	0.000158067	1.02849e-06	0.000526216	0.000106665	7.60341e-07	0.000527713	0.00152962	8.52456e-05	0.0006332	0.00200272	0.00242508	0.00147639	0.00163373	0.000949182	0.00274021	0.0019479	0.00208569	0.000505435	0.000369138
d3_6	0.00724197	0.00459216	0.00496088	0.00335056	0.00435934	0.00204952	0.0021559	0.000580333	0.000422299	0.000394309	0.000193205	3.18476e-05	4.35966e-08	1.13373e-06	0.000316013	0.000505605	1.03096e-06	0.000138351	5.21191e-07	2.22171e-07	9.34755e-07	3.3055e-05	0.000105242	3.20045e-07	5.39662e-07	2.20839e-08	0.000315969	0.000315603	5.34302e-07	0.000980243	0.000507059	3.60356e-07	0.001161	0.0026116	0.00235383	0.00189644	0.00173825	0.00322298	0.00147444	0.00184239	0.00110616	0.000421802
d3_7	0.0027006	0.00655273	0.00412126	0.00191162	0.00107756	0.00203969	0.00199126	0.000689022	0.0012462	0.00136856	0.000527191	8.49963e-05	2.32294e-07	2.86268e-07	2.57388e-07	3.89785e-07	3.41959e-07	0.000421374	5.04188e-07	3.57484e-07	4.25934e-09	3.8693e-08	0	5.36517e-05	1.26366e-06	0.000843056	0.000507405	3.11066e-07	0.000422693	5.3061e-05	0.000105586	0.000243797	0.000580382	0.00126302	0.00115952	0.00179053	0.00145455	0.00189576	0.00363212	0.00126446	0.000843384	0.000737488
d3_8	0.00224376	0.00479117	0.00408754	0.00405251	0.00100199	0.00177465	0.00126813	0.00124719	0.000315866	0.000105308	3.31114e-05	5.29538e-05	1.00241e-07	6.07608e-07	3.30983e-07	0.000159827	1.01248e-06	1.25155e-07	1.29406e-06	0.000474539	0.000107056	0.000211761	4.59977e-07	1.1278e-06	0.000347186	0.000105201	5.40288e-05	0.000106184	2.88086e-07	0.000105524	2.07259e-07	0.000455141	0.000527303	0.00134883	0.00136874	0.00110583	0.00221284	0.00152632	0.00294875	0.00210586	0.00105299	0.00115801
d3_9	0.0026566	0.00453236	0.00579056	0.00353626	0.00132447	0.00127057	0.00121469	0.000531585	0.000687687	0.000739961	1.28057e-06	0.000315755	0.000106257	4.89407e-07	0	5.39355e-07	1.29546e-07	5.36756e-05	5.00527e-07	0.000421823	3.61508e-08	0.000105201	5.26005e-05	2.07738e-07	0.000106379	2.54213e-07	5.4084e-05	0.000473424	0.000160024	1.55676e-08	5.29618e-05	0.000137141	0.000315603	0.000473974	0.0012639	0.000474325	0.000632843	0.00152715	0.00268508	0.00178933	0.0020012	0.000631206
