	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0465727	0.0148136	0.00356987	0.000554767	0.000111443	0.000207963	4.49142e-05	0.000621912	0.000221519	0.000509194	0.000820239	0.00142201	0.00197747	0.00515405	0.00905878	0.0125299	0.00988489	0.00503983
d3_1	0.0385956	0.0190191	0.00717824	0.00332994	0.000998465	0.000194493	0.000112824	3.41338e-06	4.41812e-06	4.16324e-06	7.06405e-06	0.000645696	0.00124102	0.00150258	0.00404689	0.00636096	0.00754348	0.009146	0.0049937
d3_2	0.017822	0.0119802	0.00594276	0.00108273	0.000162252	0.000107852	0.000160956	8.87786e-05	9.08219e-07	8.7008e-05	2.33321e-06	6.36e-07	0.000589883	0.00144628	0.00273685	0.00357367	0.00540416	0.00800813	0.00313499
d3_3	0.00982516	0.00784046	0.00365562	5.58389e-05	0.000800486	0.00062002	1.07148e-06	0.000141874	0.000268008	1.13175e-06	5.4046e-07	2.49244e-06	0.000321174	9.16118e-05	0.00199531	0.00331913	0.00534723	0.00667383	0.00357176
d3_4	0.00956097	0.00527996	0.00183552	0.00126083	0.000479842	6.91279e-07	0.000107744	6.16581e-07	0.00042649	4.95968e-07	0.000106867	1.3851e-06	0.000268457	0.00115294	0.000855807	0.00246855	0.00392911	0.00654018	0.000746069
d3_5	0.00927235	0.00649264	0.00353555	0.00301116	0.00104595	0.000374023	1.48064e-07	0	0.000320353	0.000160539	0.000481974	0.000108669	2.66976e-07	0.000692945	0.00307508	0.00103306	0.00307422	0.00397503	0.00197405
d3_6	0.00794007	0.00674153	0.00370619	0.000535334	0.000479348	0.000640927	4.91208e-07	0	5.42643e-05	0.000319427	0.000140731	6.09374e-08	0.0001067	1.97947e-06	0.00129405	0.00356676	0.00301096	0.00467297	0.00266351
d3_7	0.0102712	0.00856052	0.00266852	0.00318123	0.00072516	0.000747689	2.54143e-07	1.21232e-09	5.38382e-05	0	0.000586893	0.000139692	0.000426251	1.83979e-06	0.000801512	0.00203871	0.00287112	0.0013461	0.00330404
d3_8	0.00691301	0.00953603	0.00444391	0.00207998	5.55469e-09	4.7956e-08	1.72843e-08	2.13708e-07	0.000160546	1.12917e-07	4.83328e-08	0.000426811	0.000426731	0.000696283	0.00189898	0.00190346	0.00150549	0.00399755	0.00213203
d3_9	0.00584303	0.00767448	0.00297788	0.0019196	0.000799877	0.000319721	1.02443e-08	0	0	1.73226e-08	0	5.37033e-07	1.25017e-06	0.000480715	0.00131462	0.00175246	0.00262397	0.00528744	0.00370762
d3_10	0.00569357	0.00476703	0.00383307	0.00413901	0.000801555	0.000427014	0.000246546	0	0	0	5.49714e-08	5.32378e-05	1.03085e-06	0.000565494	0.000779386	0.00408252	0.003361	0.00266429	0.0031963
d3_11	0.00501968	0.00728655	0.00377646	0.00161027	0.00127961	0.000319916	0	5.41011e-05	0	3.70555e-07	2.46008e-08	5.43641e-05	0	0.000426975	0.00115103	0.00165399	0.00315444	0.00509362	0.00330171
d3_12	0.00484011	0.00571758	0.00184831	0.00194272	0.00133295	0.000511868	0.000319427	0.000319427	0	1.14048e-07	0	0	3.27618e-05	0	0.000183049	0.00189699	0.0036888	0.00660596	0.00382429
d3_13	0.00500904	0.00235588	0.00332205	0.00168432	0.000533162	0.000192457	0.000319427	0	0.000480243	0	0.000108073	0	2.20634e-05	0.00085277	0.0014393	0.00255796	0.00245134	0.00480439	0.00622925
d3_14	0.00525583	0.0057525	0.00284029	0.00298598	0.000800195	0	0	0	0	0.000479743	5.19811e-08	0	0	0.000373879	0.000426064	0.000757705	0.00237608	0.00410104	0.0037281
d3_15	0.00323599	0.00489425	0.00211523	0.000567976	0.0021643	0.000938051	0	5.32626e-05	0.000319427	0	0.000533221	0	0	0.000585616	0.000905367	0.00211095	0.00197054	0.00413237	0.00546453
d3_16	0.00224762	0.00677335	0.00394886	0.00163182	0.000320594	0.000746005	0.000107095	0	0	0	0.000319427	0	0	0	0.000373279	0.00133191	0.00123568	0.00399628	0.00362051
d3_17	0.00483393	0.00659611	0.00501425	0.00218552	0.0007454	1.4993e-08	0.000511276	0	0	0	0	0	0.000159713	0.000404744	0.000532378	0.000106724	0.00298265	0.00453823	0.00473894
d3_18	0.00299318	0.00585626	0.00508765	0.00306498	0.0016848	0.000905833	0.000319427	9.36684e-08	0.000107249	0	0	0	0	0	0.000106772	0.000692787	0.00432685	0.00722097	0.00732763
d3_19	0.00567266	0.0084491	0.00568231	0.00453136	0.00234635	0.000852603	0.000799155	0.000319894	0	0	0	3.26609e-05	0	5.32378e-05	0.000851881	0.00159849	0.00379239	0.0109165	0.0162509
d3_20	0.00465232	0.00704623	0.00805782	0.00543743	0.00271567	0.0010982	0.00085232	0.000319427	0.000319427	0	0.000479792	0	0	0	0.00042591	0.00202389	0.00679591	0.0203397	0.0405177
