	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0278373	0.00945562	0.00440498	0.00231527	0.00192551	0.000139847	0.00136504	0.000943644	0.00114548	0.000191987	0.000848456	0.000348728	2.64069e-05	0.00103603	0.000373974	0.000420735	0.000233216	0.00146045	0.000279169	9.54829e-06	6.095e-06	0.000576453	6.17196e-05	0.000169565	6.31643e-05	0.000898739	9.28186e-05	0.000433432	0.000112844	0.000900122	0.00129441	0.00162701	0.00150578	0.00156646	0.00599662	0.00313445	0.00495715	0.00700383	0.00225174	0.000574677	0.00158628
d3_1	0.0208496	0.00901751	0.00476012	0.00115845	0.000502797	0.000710056	0.000168651	0.000275067	0.000114034	6.32374e-06	6.09416e-05	0.00011154	0.000111597	0.000543312	0.000219931	6.76466e-06	0.000166466	2.94568e-06	0.000110913	3.3879e-06	3.66507e-06	0.000701488	0.000538871	0.000517092	9.1439e-05	0.000228643	3.96727e-06	0.000517875	0.00105173	5.71076e-05	0.000250642	0.000465802	0.000596489	0.00121748	0.00266154	0.00250251	0.00194894	0.00623211	0.00339487	0.00372615	0.00201757	0.000407448
d3_2	0.0164079	0.00849438	0.00678246	0.00240892	0.00161946	0.000310423	0.00016461	0.000514986	0.000429785	0.000484522	5.28509e-06	3.217e-06	2.92087e-06	2.50654e-06	0.000162337	2.39528e-06	2.37867e-06	2.1605e-06	2.30653e-06	2.24741e-06	0.00113713	2.90126e-06	0.00059429	0.000430083	8.94083e-05	0.00021784	1.25889e-06	8.86666e-07	0.000217712	0.000287406	0.00133962	0.000483787	0.000218646	0.00187884	0.00199427	0.00107604	0.00177266	0.00268195	0.00587315	0.00449843	0.00294028	0.000428065
d3_3	0.016051	0.00812874	0.00460684	0.00302607	0.000333206	0.000760014	0.000165063	0.000537665	0.000428091	3.06004e-06	0.000108562	0.000110087	5.70348e-05	0.000219403	3.43773e-05	1.31007e-06	0.000322792	0.000751607	0.000356574	1.52717e-06	0.000109474	0.000110606	0.000110927	0.000592288	3.34961e-07	1.5725e-06	0.000697054	2.62738e-06	2.60591e-07	8.75979e-05	0.000621286	0.00075063	0.000142034	0.00114097	0.00188156	0.00161574	0.0039208	0.00191311	0.00396729	0.00262589	0.000537302	0.000216456
d3_4	0.0104521	0.00979977	0.00435334	0.00269316	0.00151916	0.000699324	0.000322705	0.000512644	3.47771e-05	2.09134e-06	0.000481848	1.28507e-06	5.6672e-05	0.00058828	6.15739e-07	1.0794e-06	2.56406e-06	0.000430595	0.000217369	5.53118e-05	0.000162711	1.1866e-06	9.11582e-07	1.39917e-06	0.000749718	1.85415e-06	0.000162474	1.11214e-06	2.50111e-06	1.97397e-06	0.000943381	0.000590864	0.000752239	0.000484852	0.000807209	0.00143038	0.00381157	0.00408077	0.00390721	0.00217319	0.00224373	0.00171296
d3_5	0.00549288	0.00711761	0.00601468	0.00211218	0.00185947	0.00078985	1.09986e-06	0.000480367	8.03327e-07	7.4835e-07	0.000321003	7.87992e-07	5.98593e-07	5.56555e-05	0.00010825	5.39795e-07	0.000161757	1.87591e-07	0.000108837	5.93569e-08	2.1295e-07	0.000482417	7.75945e-07	1.43373e-06	3.53889e-07	0.000482634	2.80712e-07	0.000480892	9.65352e-07	3.91057e-07	6.96781e-07	0.00123062	0.00112653	0.000644124	0.000320154	0.00185696	0.0037466	0.00423247	0.0027274	0.00308896	0.00395544	0.000910393
d3_6	0.00682678	0.00796573	0.00519423	0.00347942	0.00139727	0.00156832	0.000248824	0.00064492	0.000160879	6.31431e-07	0.000480816	9.721e-07	8.20829e-07	4.95541e-07	0.00016188	0.00042724	0.000161789	0.000106614	0.000800962	0.000428374	4.20915e-07	0.000536154	0.000161523	9.65486e-08	0.000426965	0.000108257	5.16091e-07	0.000192676	0.000961652	5.5202e-05	0.000141918	0.000215751	4.79997e-07	0.000216147	0.000727575	0.00224626	0.00230244	0.00262143	0.00380985	0.00278541	0.00277586	0.000639629
d3_7	0.00826409	0.00647756	0.00442091	0.00308046	0.00220295	0.000703296	0.000913507	0.000620295	4.93178e-07	4.01682e-07	2.37269e-07	5.51775e-05	1.1596e-06	7.66103e-07	6.77161e-07	0.000267028	2.30149e-05	1.96261e-07	0	0.000161925	1.32165e-07	0.000269449	7.26377e-08	0.000161929	0.000268586	0.000320726	1.26979e-07	5.54005e-05	4.44526e-07	0.000427813	2.61651e-07	3.3409e-05	0.000513451	0.000536091	0.00101751	0.00138774	0.00128385	0.00251436	0.00340562	0.00267242	0.00281662	0.0013354
d3_8	0.00592674	0.00646911	0.0029541	0.00396901	0.00179514	0.000646451	0.000908705	0.000642362	5.51357e-05	0.000162624	5.44633e-05	1.60718e-08	5.93194e-07	5.48598e-05	3.13247e-07	8.69106e-05	0.000298642	3.43264e-08	0.000323271	0.000320936	2.43873e-07	0.000319815	9.64499e-10	1.02941e-07	0.000108228	3.10067e-07	4.06423e-07	3.94535e-07	0.000426616	0.000161793	0	0.000427718	1.06584e-07	0.00042642	0.000161316	0.000675366	0.00329528	0.00356682	0.0035558	0.00517855	0.00138952	0.00149813
d3_9	0.00398044	0.00587609	0.005906	0.00495987	0.00293483	0.00144985	0.00110713	5.5274e-05	2.83023e-07	0.000427864	0.000269561	5.09056e-07	5.79209e-08	2.81902e-07	2.2187e-07	0.000321483	5.62301e-07	0.000214477	0.00042796	5.45166e-05	2.66851e-09	3.9033e-07	0.000320145	5.45047e-05	0	4.86603e-07	0.00031982	0	5.50242e-05	0	0.000428174	0.000107886	0.000106605	0.00042642	0.00181472	0.00085436	0.00144733	0.00430686	0.00270761	0.00267333	0.00128434	0.00138622
