	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0235143	0.0206632	0.00641433	0.00953502	0.00638342	0.00169862	0.00138436	0.00178527	3.30939e-07	0	0.000326092	0	0	0	0	0	0	0	0
d3_1	0.0129072	0.0137209	0.011074	0.00991772	0.00613458	0.00375871	0.00460772	0.0032276	0.00174599	0.000638828	0.000761016	0.000874896	0	0	0	0	0	0	0	0
d3_2	0.00605178	0.00995433	0.00761619	0.00994847	0.0103634	0.00685373	0.00753535	0.00391273	0.00315118	0.00105746	0.00081989	0	0	2.84006e-07	0	0	0	0	0	0
d3_3	0.00456466	0.00604653	0.00817159	0.00849645	0.00812007	0.0095261	0.00416152	0.00624971	0.00107753	0.000658846	0.000222581	0.000872996	0	0	0	0	0	0	0	0
d3_4	0.000725475	0.00446562	0.00705159	0.00584855	0.00713295	0.00808383	0.0077235	0.00482512	0.00408325	0.00315547	0.000985523	0.00130956	0.00152596	5.28274e-07	0.000436045	0	0	0	0	0
d3_5	0.00144468	0.00242101	0.00322324	0.00526566	0.00663625	0.00593812	0.00582128	0.00563954	0.00462999	0.00386177	0.00287277	0.000801112	0.00109054	0.00125187	0	0	0	0	0	0
d3_6	1.45957e-05	0.000874557	0.00176801	0.00403761	0.00703347	0.00826949	0.00665446	0.00595869	0.00511182	0.00322066	0.00300687	0.0024507	0.00152629	0.00123811	0.000818532	0	0	0	0	0
d3_7	5.88503e-05	0.00221535	0.00208069	0.00260224	0.00421351	0.00490379	0.00566647	0.00689385	0.00572638	0.00413141	0.00290616	0.00316559	0.000872123	0.00168608	0	0	1.85999e-07	0	0	0
d3_8	0.000169297	3.53647e-06	0.00128018	0.00131263	0.00398355	0.0041758	0.00529142	0.00530584	0.00562754	0.00476344	0.00412593	0.00453179	0.00107239	0.00250602	0.00119973	0.000652539	0	0.000760881	0	0
d3_9	1.61144e-06	0.000497429	0.000442934	0.00268153	0.00173897	0.00377833	0.0057249	0.006013	0.00604439	0.00506341	0.00374853	0.00572699	0.00349158	6.92819e-07	0.000926409	0.000762986	0.000546217	0	0	0
d3_10	0	1.22632e-06	0.000474386	0.00195381	0.00123012	0.00334515	0.00377567	0.00239818	0.00828433	0.00627039	0.00630637	0.00733435	0.00245439	0.00392158	0.00244852	0.000326526	0.000978276	0	0	0
d3_11	0	5.52369e-05	9.06937e-07	0.000549425	0.00106229	0.000987638	0.000556745	0.00414162	0.00567496	0.00397006	0.00415223	0.00543295	0.00466661	0.00359126	0.00217531	0.00065368	0.00163046	0.000326092	0.000326092	0
d3_12	0	9.33067e-07	0.00081755	0.000278029	0.00118085	0.00158622	0.00355316	0.00160442	0.00446458	0.00447734	0.00443449	0.00463354	0.00277844	0.00435641	0.00256196	0.00239377	0.000434789	0.000326092	0	0
d3_13	0	0	0	3.60678e-07	0.000167692	1.69523e-07	0.00229776	0.00113009	0.00311176	0.00295138	0.00439754	0.00376199	0.0052631	0.00390642	0.00255977	0.00305464	0.00081523	0.000979578	0.00108697	0
d3_14	0	0	4.49758e-07	0	1.74816e-07	0.000818405	0.000763966	0.00192736	0.00294855	0.00260111	0.00347171	0.00435828	0.00441414	0.0043553	0.00598784	0.00337193	0.00217549	0.001087	0.000108697	0
d3_15	0	0	0	0	4.0553e-07	0.000166191	0.00125383	0.00120185	0.000656428	0.00272791	0.00349029	0.0040151	0.00472385	0.00425018	0.00403063	0.0034081	0.00217646	0.00163407	0.00108746	0.000653717
d3_16	0	0	0	4.27984e-07	0	0.000326304	0.000111412	0.00147732	0.00141723	0.00071291	0.00286769	0.00412538	0.00292086	0.00602451	0.00555841	0.004195	0.00304482	0.00293606	0.00272176	0
d3_17	0	0	0	0	0	0	3.65376e-08	1.21391e-06	0.00109102	0.000385359	0.00065423	0.00156439	0.00428038	0.0029979	0.0056632	0.00441286	0.00495282	0.00342714	0.00260979	0.00206525
d3_18	0	0	0	0	0	0	0	3.06663e-07	1.45305e-06	0.000652336	0.000981385	0.00239673	0.00335578	0.00527997	0.00424354	0.00691508	0.00522129	0.00380757	0.0041321	0.00206525
d3_19	0	0	0	0	0	0	0	0	0.00076278	0.000762101	0.000436966	0.001307	0.00277565	0.0040346	0.00169258	0.00381431	0.00511776	0.00451314	0.00511248	0.00522002
d3_20	0	0	0	0	0	0	0	8.20676e-07	0.000435363	0	0	0.00108899	0.000434789	0.00108817	0.00359559	0.0056608	0.00294055	0.0110996	0.00799557	0.0100039
