	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0483853	0.00793944	0.00195321	0.00109878	0.00239635	0.000876586	0.00136464	0.00191281	0.00219646	0.000832103	0.00173046	0.000754479	0.00364954	0.00332172	0.00981514	0.0114033	0.0180029	0.00419291
d3_1	0.0152926	0.0111839	0.00298401	0.000721093	0.000532464	0.000499242	0.000554655	0.000199745	0.000831898	0.000332826	0.000587951	0.00156402	0.00100947	0.00171935	0.00069894	0.00408207	0.00483013	0.00743198	0.00493606
d3_2	0.0173597	0.0068402	0.00220769	0.00216298	0.000144237	0.000665575	0.000166427	1.62408e-08	0.000221885	2.49606e-08	4.58291e-08	3.3315e-05	0.000166426	0.000488133	0.00230721	0.00320573	0.00711032	0.00966119	0.00318351
d3_3	0.0132754	0.00718334	0.00409317	0.00184126	0.000332775	7.20065e-09	0.000166413	0.000221874	0.00049916	2.65791e-08	7.83488e-09	0.000332778	0.000166435	0.000643414	0.0028951	0.00327221	0.00600099	0.00714334	0.00277307
d3_4	0.0143288	0.00986267	0.00159748	8.87705e-05	0.000366065	0.000110935	3.33134e-05	0.000277347	0.000887362	0.000698818	0.000443705	3.32803e-05	0.000499161	0.000199714	0.00147535	0.00164168	0.00533527	0.00820817	0.00250691
d3_5	0.0172821	0.00821293	0.00429292	0.00199652	0.00053242	0.000610065	2.34273e-08	9.32383e-09	0.000310599	8.87564e-05	0.0003328	0.000332766	0.000110943	0.000166423	0.000920683	0.00230729	0.00402016	0.00626702	0.00260658
d3_6	0.0111772	0.00552504	0.0039824	0.00042156	0.000388214	0.000776443	0.000443663	4.28653e-09	5.98186e-09	1.74454e-08	0.000166402	0.000610079	0.000166408	0.000587894	0.000554643	0.00236268	0.00291724	0.00591201	0.00511338
d3_7	0.00962051	0.00775929	0.00319459	0.000532429	1.69304e-08	0.000443689	7.1339e-05	6.1321e-09	0.000554599	0.0005546	2.85152e-09	5.22265e-09	0.00031057	0.00072096	0.000499155	0.0019744	0.00718761	0.0057789	0.00258439
d3_8	0.00804402	0.00683384	0.00250696	0.00144202	0.000610057	5.54703e-05	0.000698787	0.000499122	2.03473e-08	0.000166393	7.39088e-09	0.000332746	0.00033275	0.000443699	0.000255159	0.00289504	0.00225168	0.00321665	0.00435909
d3_9	0.00877655	0.00600161	0.00339448	0.00180799	0.00049914	0.000110925	0.000665523	2.05215e-09	7.73629e-09	5.03755e-09	5.50941e-09	4.01642e-09	1.77809e-09	0.000443685	0.000665514	0.00107599	0.00450332	0.00424822	0.00449218
d3_10	0.00756716	0.00653372	0.00254025	0.00177474	0.000499146	0.000166386	2.21839e-05	0.000110925	0.000332748	4.82688e-09	0.000443678	8.26449e-10	0.000110956	5.54817e-05	0.000732069	0.00171922	0.00136438	0.00530194	0.00389317
d3_11	0.00712277	0.0049192	0.00590581	0.00103163	0.00088734	0.000332746	1.50041e-09	2.19935e-09	2.7636e-09	4.00288e-09	1.4858e-09	1.06338e-08	0.000443662	0	0.000499119	0.00110917	0.00240694	0.00431475	0.00526852
d3_12	0.00664565	0.00544676	0.00269551	0.00249564	1.28322e-08	0.000554613	0.000610058	0.000532419	1.02892e-10	2.19026e-10	0.000110918	0.000443678	0.000499126	0.000110915	0.000332746	0.00110923	0.00247348	0.00476943	0.00471399
d3_13	0.00459359	0.00674434	0.00644445	0.00188561	0.000499158	0.000332746	6.8523e-09	0	1.54445e-09	0.000332758	0.000776461	0.000110922	0.000199672	0.000443685	0.000255128	0.000332772	0.00282841	0.00382661	0.00543488
d3_14	0.00695552	0.00767643	0.00403755	0.0018302	0.00049915	0.000499131	1.24971e-08	0.000366026	5.71829e-12	1.12445e-09	0.000110916	5.23053e-10	0.000332745	0.000776414	0.000499174	0.000277319	0.00227383	0.00385996	0.00521306
d3_15	0.00474808	0.00773618	0.0036049	0.00219624	0.000998266	4.17605e-10	0.000499146	0.000443661	7.46635e-10	1.48977e-10	6.93283e-11	4.30025e-10	0.000366042	0.000332746	0.000332768	0.00178579	0.00321658	0.00526851	0.0082965
d3_16	0.00331685	0.00824159	0.00393765	0.00171931	0.000776406	3.90648e-11	0.000332746	2.57338e-10	0.000554576	0.000332746	0.00077641	0.000166383	6.27309e-09	0.000277316	0.000499158	0.000477016	0.000776422	0.00587858	0.00654402
d3_17	0.0030617	0.00707678	0.00513565	0.00299477	0.00221833	0.000332754	0	0.000332761	2.53601e-10	0.000166383	0.000499139	0	1.8006e-10	0	0	0.00180795	0.00275073	0.00371567	0.00748683
d3_18	0.00296178	0.00882928	0.00569022	0.00202981	0.00166376	0	5.20171e-10	5.54581e-05	0	1.84923e-10	3.32861e-05	5.54775e-05	0	0.000532413	0	0.00188556	0.0014419	0.00397079	0.0081523
d3_19	0.00424829	0.00560147	0.00327216	0.00297263	1.01065e-08	0.00110917	0.000776424	0.00122007	0.000443661	2.03161e-10	0.000831864	0.000110915	0.000610057	0.000554577	0.000332745	0.000332767	0.00171921	0.00648858	0.00693225
d3_20	0.00347177	0.0133101	0.00691021	0.00626675	0.00155285	0.00166375	0.00044367	0.00110918	0.000499137	0.00116461	0.00110915	0.000388203	0.000332745	0.00110915	0.000332745	0.000998261	0.00404842	0.0204085	0.0347165
