	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d1_0	0	0.0473077	0.0070943	0.00109014	0.00127682	0.00102361	0.000319342	0.000330265	0.000935316	0.00113337	0.0012434	0.000418137	4.74769e-08	0.000616201	0.000330151	0.00144146	0.0012654	0.00207963	0.000440113
d1_1	0.0253	0.0146822	0.00459986	0.00232179	0.000759311	0.000495206	4.88005e-08	0.000220138	8.81027e-05	0.000363186	1.92615e-08	0.000528156	0.000110068	0.000473245	0.00180927	0.00110035	0.000814349	0.00218969	0.00115534
d1_2	0.0332684	0.0123101	0.00462182	0.0022556	0.000495168	0.000418152	0.00115533	0.000110084	1.19322e-08	0.000198111	3.82702e-08	0.000143058	0.000165106	0.00146341	0.00100141	0.00223364	0.00239248	0.00210162	0.00157349
d1_3	0.0184909	0.0130356	0.00450075	0.00166158	0.00154043	0.000660261	0.000224858	0.000616225	0.000550166	0.000770267	0.000385186	0.000308122	0.000374192	0.000550151	0.000693231	0.000660206	0.00213468	0.00349907	0.00144138
d1_4	0.018973	0.0130441	0.00724042	0.0020906	0.000880257	0.000660208	0.000253115	0.000110047	0.000440134	0.000110048	0.000550147	0.000880254	0.000110091	0.00149644	0.000220103	0.00202463	0.00380723	0.0042142	0.00239859
d1_5	0.0187527	0.0156746	0.00497368	0.00473126	0.000836251	0.000990274	0.000605168	1.50503e-08	0.00104529	0.00104528	3.01335e-08	5.50853e-05	1.03691e-08	0.000319211	0.00182655	0.00229973	0.0024696	0.00456626	0.000671267
d1_6	0.0125773	0.00929862	0.0075481	0.00144151	0.00104526	0.000330102	3.40549e-08	0.000935242	0.00125909	3.43716e-08	1.82925e-08	1.40413e-08	0.00011005	0.0010233	0.000748242	0.00140847	0.00653587	0.00556757	0.00374099
d1_7	0.00771736	0.0106957	0.00706862	0.00363093	0.000385129	0.000440139	0.000330097	0.00044012	1.83448e-08	0.000165052	0.000495151	1.21461e-08	0.000341167	0.00111136	0.00090235	0.00412618	0.00398315	0.00741601	0.00335584
d1_8	0.0074565	0.00885813	0.00464342	0.00239866	0.000715219	0.000110048	0.000660152	0.000693197	1.40247e-08	1.53354e-08	1.20183e-08	0.000605167	0.00107827	0.000913309	0.00058318	0.00320196	0.00485241	0.00671175	0.00298182
d1_9	0.00515108	0.0122182	0.00538057	0.00258569	0.000220086	5.50346e-05	0.0011333	0.00044013	0.000330082	2.69137e-08	0.000275122	0.000550154	0.000550173	0.000495161	0.00155151	0.00333403	0.00793315	0.00818625	0.00715176
d1_10	0.00798928	0.00777933	0.00703086	0.00225558	0.00093523	6.50456e-09	0.000528142	0.000330076	0.000110038	0.00027512	0.000440125	0.000330101	0.000825228	1.49325e-08	0.000165081	0.00305891	0.00509439	0.0113771	0.0033669
d1_11	0.0034118	0.00781214	0.00426908	0.00305875	0.000550148	0.000440118	0.00082519	0.000385109	0.000275092	0.000110029	5.50406e-05	0.000638164	0.00104532	0.000473161	0.000781298	0.00315788	0.00432419	0.00610657	0.00442316
d1_12	0.00486387	0.00606272	0.00366405	0.00319075	0.000660175	0.000880234	0.000275068	0.00011004	0.000440127	1.10632e-08	0.000110057	0.000495131	4.97897e-09	0.000495135	0.00127645	0.00353038	0.00703097	0.00792204	0.00426912
d1_13	0.00488538	0.00503937	0.00489625	0.000440099	0.000330078	0.000660159	1.3261e-08	0.000110038	0.000110037	6.77715e-09	0.000935251	0.000660148	0.000165057	0.000330079	0.000968267	0.00124336	0.00660166	0.00701986	0.00624956
d1_14	0.000836388	0.00393901	0.00115532	0.00170541	0.00104524	0.000110033	6.72011e-09	0.000110032	0.000110026	0.000660148	0.000803189	3.30255e-05	0.000550142	0.000770214	0.000693203	0.0043241	0.00401611	0.00971533	0.0118058
d1_15	0.00301489	0.003851	0.00187043	0.00151838	1.15125e-09	0.00143036	2.28872e-08	0.000770178	0.000528144	0.000165048	0.000605155	5.5021e-05	0.000110028	0.000440115	0.000825243	0.00168346	0.0049513	0.00949542	0.00916522
d1_16	0.00157347	0.00256372	0.00187049	0.000495129	0.0004401	0.000440099	1.36499e-09	0.000198078	0.000110029	0.000330073	0.000440102	0.000385101	7.15793e-09	0.000495118	0.00110029	0.00192558	0.00300377	0.00698669	0.00825185
d1_17	0.00126534	0.00137534	0.00214551	0.00132033	0.000110035	0.00110025	1.21611e-09	0	6.48235e-10	1.41374e-09	3.06414e-09	1.04179e-09	0.000660151	0.00102327	0.000693201	0.00181541	0.00278367	0.00820803	0.017472
d1_18	0.000660151	0.00143034	0.000440111	0.000770179	0.00165039	0	0	0.000330073	0	0	0	0.000110024	0	0.000330073	0.000440122	0.00154034	0.00253062	0.0078118	0.0106724
d1_19	0.000330073	0.00132029	0.000660146	0.000880207	0.000110024	0.000330073	0	0.000440097	0.000660146	0.000660146	0.000660146	0	0.000165036	0.000330073	0.000660146	1.28087e-08	0.00368586	0.0213448	0.0317421
