	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0187595	0.0194862	0.0113282	0.0109063	0.0102061	0.00721337	0.00770758	0.0052796	0.00852325	0.00424274	0.00416464	0.00353933	0.00229365	0.00267209	0.00136949	5.56935e-05	0.000701453	0	0.000111328
d3_1	0.0115829	0.00245577	0.00641551	0.00473357	0.00579512	0.00440321	0.00405297	0.00237181	0.00200426	0.00324004	0.00189289	0.00271671	0.00145864	0.00287243	0.00209308	0.000723703	8.91047e-05	0.000868397	0.000445322	0
d3_2	0.0101915	0.00563222	0.00390977	0.00292927	0.00304041	0.00359657	0.00319592	0.00470968	0.0020377	0.00273884	0.00522154	0.00124707	0.00189274	0.00100204	0.00205967	0.00116902	0.000667968	0.000556641	0.000334001	0
d3_3	0.00658923	0.00619405	0.00571806	0.00224994	0.00257244	0.00329585	0.00504848	0.00277238	0.00164789	0.00507692	0.00192622	0.000556702	0.00183703	0.00194834	0.00144737	0.000334059	0.000423197	0.000723653	0	0.000667966
d3_4	0.00796398	0.00409996	0.00213912	0.00284003	0.00315153	0.00338504	0.00505486	0.00381889	0.00420856	0.00179255	0.00267218	0.00118018	0.00233807	0.00103542	0.000890683	0.00103547	3.01346e-09	0.000834994	0.00033399	0
d3_5	0.00471669	0.00323091	0.00382505	0.00408697	0.00461309	0.0033849	0.00256096	0.00359619	0.00209315	0.00192626	0.00167011	0.0028613	0.00287241	0.00122471	0.00303935	0.00194835	0.00114676	0.00122462	0.000556638	0
d3_6	0.0027872	0.00238442	0.00273987	0.00230537	0.00390822	0.00337383	0.00368532	0.00210446	0.00254966	0.00140299	0.00212653	0.00172574	0.00217101	0.000668029	0.0014807	0.000667983	0.00278322	0.00133594	0.000779299	0.000278359
d3_7	0.00247881	0.00274011	0.0046434	0.00223205	0.00301756	0.00380151	0.00420871	0.0018705	0.0035007	0.00262751	0.0013917	0.00270537	0.00181472	0.000500999	0.00103545	0.0011133	2.70553e-09	0.00114674	0.000111328	0.00100197
d3_8	0.00301257	0.00179341	0.0020654	0.00335167	0.00213795	0.00175928	0.00116915	0.00141411	0.00195953	0.00259409	0.00320636	0.0015364	0.00122467	0.000946342	0.00194828	0.00211529	0.00211527	0.000500978	0.000222676	0
d3_9	0.00188255	0.00223862	0.00159261	0.00153682	0.00276134	0.00102467	0.00125829	0.00167001	0.00134721	0.00281677	0.00125814	0.00211536	0.00301709	0.00217094	0.00179246	0.00237137	0.00222667	0.00273871	0.000667966	0.000333983
d3_10	0.00122558	0.00230517	0.00128086	0.00286156	0.0041641	0.00195968	0.00150313	0.000456553	0.00178138	0.00292812	0.00268317	0.00150295	0.000278386	0.000868364	0.00136941	0.00239356	0.00200391	0.00044531	0.000946304	0.000333983
d3_11	0.000980211	0.00144147	0.00301758	0.00257201	0.00233813	0.0023493	0.00236033	0.0040018	0.00175917	0.000868372	0.00242701	0.00114676	0.00133598	0.0012024	0.000222662	0.00200394	0.00100199	0.00100196	0.0014473	0.000890626
d3_12	0.000757582	0.000445732	0.00140322	0.00237158	0.00283919	0.00244941	0.00111342	0.00120246	0.00178134	0.00415269	0.00259404	0.00200398	0.000779393	0.000501042	0.000979711	0.00144736	0.00244927	0.0014473	0.00128028	0.00166992
d3_13	0.00165923	0.000111647	0.00105797	0.000757273	0.00171479	0.00159223	0.00134736	0.00234919	0.00228229	0.00161437	0.00200398	0.00233795	0.00139165	0.00328427	0.00244925	0.00189261	0.00122463	0.00270531	0.00178128	0.00161425
d3_14	0.000222858	0.00175933	0.00167023	0.00354062	0.00105782	0.00236044	0.000868469	0.00211539	0.00207086	0.00178136	0.00133601	0.00172563	0.00178135	0.00287233	0.0022266	0.00266089	0.00139163	0.00233796	0.000779299	0.000779293
d3_15	5.57697e-05	0.000812932	0.00161446	0.0012916	0.00194841	0.00422435	0.00100204	0.00301708	0.00295039	0.00172569	0.00183699	0.00150295	0.00359602	0.00172564	0.00200391	0.00281663	0.00155861	0.00250491	0.00183691	0.00194823
d3_16	0.000200505	0.000501036	0.00100205	5.57657e-05	0.00100217	0.000612399	0.000790551	0.00250502	0.00159206	0.00183699	0.00105775	0.00339555	0.00348467	0.00384088	0.00194826	0.00178127	0.0022266	0.000556644	0.00178124	0.00456444
d3_17	0.00100202	2.51828e-08	0.00047876	0.000278404	0.000389739	0.00226011	0.00205968	0.00167004	0.000757086	0.00172566	0.0044087	0.0011133	0.002171	0.00370729	0.00194824	0.00139164	0.00150297	0.00367385	0.0036182	0.00356248
d3_18	5.09642e-08	0.000445362	0.000645795	0.00105769	0.00112447	0.00155863	0.00109112	0.00131378	0.000868447	0.00478714	0.00226006	0.00170344	0.00300591	0.00200395	0.00248267	0.00192599	0.00120239	0.00239357	0.00272753	0.00484277
d3_19	0	0.000333983	0.00148077	0.000167038	0.000835055	0.00172567	0.00278328	0.000445318	0.00192607	0.00133595	0.00155866	0.00172561	0.00166998	0.00267188	0.00339555	0.00423053	0.00222658	0.00328419	0.000890632	0.00500976
d3_20	0	0	0.000501008	0.000167011	0.000890621	0.00226004	0.00183695	0.00211525	0.00261627	0.00272762	0.00473147	0.00367386	0.00415261	0.0037852	0.00539942	0.00556646	0.00467582	0.00946288	0.0085166	0.0371279
