	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0306731	0.0131291	0.00753543	0.00387148	0.00325214	0.00131045	0.0025495	0.00146984	8.02272e-05	0.00143281	0.000807466	0.00120735	0.000275873	0.00074859	0.00149258	0.00143844	0.00136608	6.2209e-05	0.00203655	1.04652e-05	0.000482734	0.0007597	0.000896622	0.00113368	0.000191854	0.000690618	0.0020104	0.00151435	0.00140104	0.00139276	0.00227871	0.0036543	0.00489726	0.00542341	0.00534236	0.00713011	0.00466327	0.00584433	0.000830141	0.00101402	0
d3_1	0.0192172	0.00694254	0.00399334	0.00227735	0.00161463	0.00140263	0.000420924	0.000433783	0.00120291	0.000107845	3.23767e-06	0.000294503	0.000211099	3.4847e-05	0.000314063	5.51056e-05	0.000127241	2.42532e-06	0.000395486	1.97774e-06	0.000105657	0.000311231	0.000105865	0.000310467	0.000156552	0.000983142	0.000136763	0.000260208	0.000571233	0.000415947	0.00111813	0.000881334	0.000188909	0.0018977	0.00460583	0.00366328	0.00272209	0.00212107	0.00237925	0.00266739	0.0011382	0.00077501
d3_2	0.01329	0.00732128	0.00626284	0.000842631	0.00172334	0.000626271	3.32989e-05	2.49948e-06	1.74248e-06	0.000260297	0.000880603	5.42993e-05	1.01115e-06	0.000497886	0.000498175	0.00031124	1.12469e-06	1.77315e-06	0.000104311	0.0001041	0.000104745	1.90417e-06	2.19766e-06	0.000414521	1.97328e-07	0.000270946	0.000156047	0.000756596	0.000155985	0.00132428	0.00150055	0.00101593	0.000725356	0.00186403	0.00163711	0.0029483	0.00330068	0.0025653	0.00320679	0.00215008	0.000310305	0.000186513
d3_3	0.0104567	0.00605952	0.0050525	0.00306769	0.00228182	0.000677313	0.00122385	0.000157413	0.000363547	5.71701e-07	0.000105183	0.000466276	7.69346e-07	3.31534e-05	0.000497245	0.000104374	0.000413968	0.0005687	0.000580535	5.27599e-05	5.69945e-07	1.45434e-06	2.02178e-06	5.37888e-05	0.000445696	5.99777e-07	0.00013572	0.00020755	5.33221e-05	0.000466279	0.000342281	0.00175757	0.00201821	0.000932387	0.00306126	0.00158357	0.00336217	0.00332005	0.00253347	0.00341074	0.000879392	0.000103721
d3_4	0.0068025	0.00531775	0.00282698	0.00327708	0.00229627	0.00024322	0.000136307	0.000498893	0.000219455	0.000569083	0.000413617	1.12383e-06	0.000466321	7.91096e-07	1.49653e-06	0.000496688	0.000413674	2.16987e-05	1.77894e-07	8.14439e-07	6.67958e-07	0.000570275	0.000932146	5.25194e-05	0.000466328	0.000310481	0.000518266	0.000517638	0.00046585	0.000497421	0.000481422	0.000775646	0.000673138	0.00155165	0.00269893	0.000963857	0.00129387	0.00437306	0.00335961	0.000723258	0.0015298	0.000516884
d3_5	0.00809197	0.00712393	0.00387109	0.00264648	0.00181709	0.0003852	0.000550639	0.000707934	0.000568986	0.000497346	0.000465408	0.000103991	0.00031065	4.19564e-07	2.40478e-07	0.000186901	0.000103937	0.000724457	5.20745e-05	0.00056902	0.000103476	5.25495e-05	0.000879003	0.000103738	0.000531993	3.18766e-05	5.31657e-05	8.33154e-05	0.00080727	0.000259321	8.3452e-05	0.00025987	0.00139593	0.00142587	0.00242944	0.00204682	0.00237931	0.00371184	0.00299692	0.00196274	0.00113701	0.000103716
d3_6	0.00689476	0.00450253	0.00593711	0.00377018	0.00129928	0.00228689	0.000620881	9.31284e-07	0.000413694	0.000466249	1.57277e-07	6.58993e-07	5.72019e-07	0.000186704	4.68409e-07	2.91924e-07	8.30327e-05	0.00015567	3.94083e-07	0.000309998	5.01298e-07	7.23585e-07	0.000413872	7.38686e-07	0.00015532	0.000362007	2.73706e-07	4.58773e-09	0.000414137	5.21779e-05	0.000104011	0.000465217	0.00116761	0.00082744	0.00118905	0.000777012	0.00220386	0.00170744	0.00271773	0.000878788	0.00258222	0.000309793
d3_7	0.00541547	0.00499241	0.001892	0.00156096	0.0035643	0.00150316	0.00274086	0.000207918	0.000258283	0.00101315	5.17561e-05	0.000155159	0.000413576	5.17845e-05	3.72404e-07	2.27955e-07	3.22093e-07	0.000465051	7.34366e-08	0	3.18977e-05	0	1.66248e-07	8.44817e-08	1.36334e-07	9.99801e-08	0.000413704	0.000103844	0.000517669	0.000465624	0.000671818	0.000723348	0.000600702	0.00158332	0.000724266	0.0032352	0.00197557	0.00438944	0.002997	0.00189197	0.00103383	0.000413374
d3_8	0.00177177	0.00289454	0.00382241	0.00301935	0.00339684	0.00236088	0.000291259	0.000620901	0.000187117	0.000103271	0.000465209	0.000104186	0.000228492	0.000155181	2.72562e-07	0.000723169	0.000185894	4.54128e-08	0.000103494	6.47999e-07	3.30774e-07	1.49194e-08	1.44573e-07	1.36369e-07	0.000155449	0.000651943	0	0.000103506	0.000104091	0.000445068	8.56941e-07	3.43318e-07	0.000207509	0.00067189	0.0019956	0.000931837	0.00312138	0.00400898	0.0025312	0.00335807	0.00216972	0.000413625
d3_9	0.00379619	0.00467903	0.00371636	0.00320026	0.00262215	0.000807363	0.000807225	0.000103339	0.000259097	0.00031023	0.000103409	5.24263e-05	0.000619703	3.40189e-07	3.24118e-09	1.00897e-07	5.87893e-08	0	0.000413073	0.000155173	5.75232e-08	0	5.19026e-05	0.000620707	1.04239e-07	1.08456e-07	0	0	0.000309838	1.17734e-07	0	0.0003101	0.000621659	0.000259875	0.000930311	0.000362925	0.00302754	0.00124048	0.00258319	0.00170513	0.00154934	0.00206627
d3_10	0.00336342	0.00290067	0.00537755	0.00408977	0.00282675	0.00120113	0.00178954	0.00101421	0.00103409	0.000619937	0.000465275	8.32868e-05	0.000289628	5.90369e-08	3.08615e-07	5.21968e-05	0.000309793	0.00018636	2.13737e-05	4.16392e-07	0	8.37508e-11	0	3.00307e-07	1.48696e-07	0.000413057	0	0	1.62282e-08	0	1.70554e-08	0.000600189	0.000413611	0.000672258	0.000723434	0.00171686	0.000723548	0.00216986	0.00335705	0.0036156	0.00129177	0.00216855
d3_11	0.00231464	0.00315716	0.0032928	0.00437926	0.00154352	0.00337201	0.000260784	0.00149975	1.49455e-08	0.000310267	0.000361569	0.000103626	0.000155282	0.000413132	0.000103582	0.000155225	0	0.000103264	0.000309801	2.32709e-07	0	0.000258504	2.40431e-07	0.000309793	0	4.47181e-08	3.63675e-08	0.0001553	0	0.000310107	6.28285e-08	8.26968e-05	0.000671469	0.00015551	8.26588e-05	0.000413793	0.000413284	0.00147751	0.0013442	0.00163233	0.00222033	0.00123917
d3_12	0.00114343	0.00363755	0.00425435	0.0031701	0.00499749	0.00323641	0.000982195	0.00144691	0.000466003	1.1664e-08	0.000103264	0.000155504	0.000309793	8.30185e-05	7.26938e-08	2.34808e-07	0.000309834	0.000103668	3.51199e-07	8.26115e-05	0.000103514	0	1.71436e-08	0	0	0	0.000723016	2.73148e-08	0	2.28339e-07	0.000362007	0.000413057	3.01418e-07	0.000103445	0.00030989	0.000103264	0.00139504	0.0023754	0.00165292	0.00232587	0.000309793	0.000619586
d3_13	0.000623548	0.00164224	0.00278796	0.00298033	0.0055322	0.00222308	0.00284322	0.000858063	0.000982697	0.000465506	0.000620324	0.0010133	0.000516656	0.000309848	0	0.000413057	0	0	7.79979e-08	0	2.32787e-09	1.01749e-07	0	0	0.000309925	0	7.84475e-08	1.07751e-07	0	0.000309793	0	2.7297e-08	0.00072285	0.000103765	2.30537e-07	0.00216922	0.000888998	0.00227285	0.0011368	0.000826429	0.00315108	0.00227202
d3_14	0.000859563	0.00325725	0.00119395	0.0030555	0.00194867	0.00238009	0.000725487	0.00149921	0.000723298	0.000981496	0.000465364	0.000103264	7.89165e-08	0.000309962	0	3.11975e-05	0.000464689	1.29428e-07	2.78323e-07	0.000309793	0	0	0.00041321	0	1.53396e-07	0.000103264	4.46957e-08	0	0	1.01236e-07	0	0.000206529	2.89934e-07	0.000413057	0.000103717	0.000309793	0.00123917	0.0007233	0.00196247	0.00351301	0.00191039	0.00345987
d3_15	0.000136984	0.001378	0.00238146	0.00347542	0.00313273	0.00197548	0.00222334	0.00242817	0.000774695	0.00170549	4.01338e-07	2.51786e-08	1.51069e-07	0.000309793	1.9177e-07	0	0	0.000465306	5.17813e-05	0.000619935	0	0	0.000309793	0	0.000878826	4.00031e-08	0	0	0	0.000413057	1.22741e-08	0.00051703	0.000413107	0.000309793	0.000309793	0	0.000206994	0.00124022	0.000826115	0.00186011	0.00351161	0.0037178
d3_16	0.000414183	0.00186433	0.00187485	0.00289648	0.00426981	0.00165627	0.000621105	0.0017566	0.00144638	0.000309844	0.000465061	0.000310003	0.000548354	0.000413057	0.000361764	0.000309793	0.000413057	0.000309793	0	0.00072285	0.000413057	0.000207022	9.53376e-08	0	4.59404e-08	0.000464882	0.000413057	0	0.000103429	0.000309793	0.000206824	0.000309793	0.000309868	4.75047e-07	0.000413256	0	0.000362363	0.000929379	0.00232418	0.0010845	0.00175549	0.00232385
