	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0222948	0.00248795	0.00275048	0.00234001	0.00132579	0.00158495	0.00131773	0.000618529	0.000749432	0.00102535	0.00040189	0.00137305	0.00173077	0.00408901	0.00441757	0.0111705	0.00771545	0.0045322
d3_1	0.0323816	0.00880933	0.00164509	0.000216726	0.000569833	0.000559821	0.000922062	0.000837935	0.000988549	0.000168816	0.000205801	0.00243654	0.00140477	0.00138904	0.00327118	0.00980737	0.00851228	0.00908315	0.00561051
d3_2	0.0249819	0.00884341	0.00159959	0.000606805	0.0010338	0.000954265	0.000505562	0.00040323	0.00130519	0.000334811	0.000601648	0.000463668	0.000505306	0.000903926	0.000857583	0.00565803	0.00858068	0.00734043	0.00288191
d3_3	0.0187123	0.0100609	0.00312887	0.000952928	0.000601894	3.38921e-05	0.000452124	0.000852462	8.37961e-05	0.000413445	0.000850839	0.00100345	0.000313254	0.00225172	0.00351012	0.00448406	0.00732171	0.00492989	0.00370074
d3_4	0.0179624	0.00860011	0.00415728	0.00140465	0.000133175	6.46389e-07	1.23428e-06	0.000282489	0.000501808	0.000101949	0.000301271	0.000829452	5.17372e-05	8.43482e-05	0.000804283	0.00512449	0.00801087	0.00356276	0.00340827
d3_5	0.0158529	0.00754088	0.00246727	0.000884685	0.00045057	0.000799839	0.000131573	0.000150489	0.000101653	0.000331469	0.000499548	3.16334e-05	0.000352077	0.00105032	0.00172452	0.00378236	0.00512492	0.00252989	0.00364796
d3_6	0.0151243	0.0079801	0.0021417	0.00163055	0.000449575	0.00015114	0.000149966	0.000100246	4.69772e-07	0.000549737	3.04236e-05	0.000450716	0.000379974	0.000580622	0.000978688	0.00255715	0.00632261	0.0054751	0.00339573
d3_7	0.012434	0.00952234	0.00619358	0.00110347	0.000630712	0.000449992	5.08254e-07	0.0010485	3.67565e-07	0.000479733	0.000149938	0.00039998	0.00084936	0.000729836	0.000581138	0.00310706	0.00447578	0.00634166	0.00329535
d3_8	0.00978492	0.010158	0.00438478	0.00176222	0.000199991	0.000449897	4.49622e-07	1.91039e-08	0.000101116	0.000499591	0.000200542	0.000231401	6.08816e-07	0.000200831	0.000651255	0.00102957	0.00407358	0.00447473	0.002947
d3_9	0.00931851	0.00746462	0.00540624	0.00183014	0.00114973	0.000479642	6.25863e-08	6.75726e-08	0.000180508	0.000449379	9.9785e-05	1.80034e-07	0.000499755	0.000548756	0.000498832	0.00195797	0.00369216	0.00718691	0.0035469
d3_10	0.0111233	0.00974558	0.00492399	0.00165936	0.000950838	0.000301476	5.04395e-05	0	0	8.39696e-08	0	4.31728e-07	4.24578e-07	0	0.000979255	0.00114793	0.0021466	0.00589945	0.00713723
d3_11	0.00680551	0.0102073	0.00504432	0.00287917	0.000450929	0.000299489	0.000648444	2.3479e-07	0.000149826	0.000299683	1.85199e-07	1.22481e-07	1.4471e-06	0.00044977	0.00089786	0.00157713	0.00369208	0.00332336	0.00443988
d3_12	0.00470059	0.00512889	0.00523058	0.0015018	0.000629145	0.000100193	4.72857e-07	3.52055e-08	0	0.000299282	5.42957e-08	0.000199833	0	0.000548798	0.000100589	0.000598753	0.00284475	0.00551745	0.00519006
d3_13	0.00501334	0.00843472	0.00661247	0.00312721	0.000499567	0.000848475	0.000648633	0.000299282	0.000149778	0.000299282	0.000149641	0.000598563	0.000150337	0.000299282	0.000448922	0.000599464	0.0040904	0.00414179	0.00518861
d3_14	0.00431204	0.00704095	0.00642359	0.00319522	0.00059955	0.000498803	5.87416e-08	0.000549361	9.99275e-05	0.000448922	0	0	0	0	0.000399165	0.00129769	0.00109825	0.00417198	0.0068343
d3_15	0.00417706	0.00295403	0.00584484	0.00279646	0.000998307	0.000748204	0.00029951	0.000200082	0.000299325	0.000100491	0	9.97605e-05	5.22617e-08	0.000848227	0.000299282	0.000648866	0.000997605	0.00239425	0.00698522
d3_16	0.00369985	0.00366114	0.00720019	0.00384499	0.000500163	0.000149796	0.000100878	0.0008784	0.000299402	0	0.000399042	0	9.98109e-05	0	0.000200768	0.000698324	0.00199521	0.00389066	0.00663429
d3_17	0.00314539	0.00495894	0.00599079	0.00324583	0.00229509	0.00149686	0	0.000748382	0.000598563	0	0	0.000299584	0.000299282	0	0.000399047	0.000598563	0.00179596	0.00448927	0.0079818
d3_18	0.00264519	0.00477309	0.00567057	0.00344277	0.000599573	0.000399084	0.000399483	0	0.000299282	9.97605e-05	0.000997697	0.000299282	0.000299282	0.000598563	0.000598563	0.000399042	0.000598563	0.00334218	0.00887873
d3_19	0.00424262	0.0062407	0.00454386	0.00683839	0.0019467	0.000399261	0.000698578	0.00149705	0	0	0.000598563	0.000299282	0.000498876	0.000399293	0.000299282	0	0.000698452	0.00404054	0.0110736
d3_20	0.00279463	0.00369213	0.00498939	0.00209567	0.00249579	0.000598651	0.00069895	0	0.000299282	0	0.000399541	0.000299282	0.000898031	0.000598563	0.00139665	0.00129715	0.000399042	0.00458898	0.0108743
