	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.042112	0.00726235	0.00186873	0.00135124	0.00112971	0.0011503	0.000383257	0.000891032	0.000297828	0.000294101	0.00100136	0.000931259	0.000187763	0.000577659	0.000334215	3.94275e-05	0.0011539	0.00028256	0.000463525	0.000699214	0.000394228	0.000199353	0.000616785	0.000180984	2.67298e-06	0.000588837	0.000647246	0.000130953	3.26526e-05	0.000248621	0.000783512	0.000538546	0.00107489	0.0033724	0.00469488	0.00531831	0.00579198	0.00607686	0.00356613	0.000828681	9.76833e-05
d3_1	0.0192515	0.0140913	0.00474924	0.0021261	0.000523689	0.000910513	5.06358e-06	0.000102718	4.06025e-06	3.37733e-05	0.000150654	0.000375515	0.00029629	0.000781986	7.44928e-05	0.000227374	0.000179287	0.000587302	0.000547225	5.16815e-05	0.000440597	3.1635e-05	0.000517932	0.000731581	1.33824e-06	4.27626e-06	0.000548545	0.000440514	0.000855968	0.000586758	0.000130899	0.00185829	0.000617088	0.00179243	0.00404111	0.00591054	0.00539656	0.00345449	0.00706455	0.00540646	0.00136511	9.7001e-05
d3_2	0.0143376	0.0123768	0.00571575	0.000644773	0.00175561	0.000246663	1.85409e-06	3.3759e-06	0.00090647	0.00077835	0.00082801	7.99009e-05	0.000147539	2.22461e-06	9.86473e-05	2.45279e-06	7.97144e-05	0.000389984	0.000100223	0.000390811	1.26283e-06	7.05202e-05	0.000321922	0.000487506	4.96049e-07	4.59444e-07	0.000827057	3.92442e-07	1.8257e-06	0.000390432	0.000257219	0.000401779	0.00131578	0.00123032	0.0013979	0.0031427	0.00470986	0.00383948	0.00604194	0.00233709	0.00080803	0
d3_3	0.010493	0.0125738	0.00336737	0.00288569	0.00121267	0.00140985	5.05118e-05	1.42656e-06	0.000128481	1.83609e-06	9.87188e-07	8.00184e-05	0.000534244	6.28676e-07	9.77127e-05	1.1857e-06	1.814e-06	0.000146565	0.000535938	0.000633222	3.63406e-07	0.000468149	8.34607e-07	3.40459e-07	0.000583769	0.000730376	0.00136118	0.00014863	0.000224701	4.04189e-07	0.000613107	0.00173117	0.000468051	0.000904044	0.00211985	0.00302636	0.00338549	0.003931	0.00299598	0.00412297	0.000923653	0
d3_4	0.00799872	0.00890145	0.00605008	0.00474866	0.00162977	0.000856982	0.000465921	6.19451e-07	9.82875e-05	0.000438024	9.88933e-05	1.76577e-07	4.42308e-07	7.85333e-05	8.76479e-07	0.000437791	0.000594909	5.2454e-07	3.07359e-07	4.95941e-05	9.90201e-05	2.61658e-07	3.82154e-07	4.37178e-07	4.94676e-05	5.02193e-05	0.000437073	5.01624e-07	9.32981e-07	0.000437443	0.000245382	0.000176111	0.000196549	0.000808432	0.00122987	0.0022747	0.00134482	0.00554502	0.00406182	0.00231358	0.00168155	0.00038877
d3_5	0.00570531	0.00885884	0.00478499	0.00458466	0.00163946	0.000323598	0.000126999	0.000389545	0.000339885	2.93112e-05	1.8266e-07	1.1553e-07	9.71504e-05	4.63149e-07	4.62233e-07	7.51349e-07	9.25312e-07	7.61371e-07	0.000145976	1.27642e-07	3.0196e-05	0.000534302	0.000146573	0.000292134	9.87531e-05	3.01952e-05	0.000291625	0.000146182	2.01786e-07	0.000273161	0.000321687	4.96915e-05	0.000243623	0.000633565	0.000371762	0.00199449	0.00267271	0.00522926	0.00142055	0.0030215	0.00126101	4.91709e-05
d3_6	0.00475003	0.00708606	0.00512122	0.00430113	0.00207414	0.00136245	0.00140874	1.38429e-07	5.136e-08	7.44464e-09	0.000534441	7.31998e-09	3.88696e-08	3.53558e-07	7.48055e-08	6.58845e-07	9.70585e-05	2.11339e-07	1.602e-07	2.03845e-07	2.91703e-05	0	0.000679499	7.8452e-05	9.80248e-05	4.85623e-05	1.07635e-06	0.000291845	4.04417e-07	9.70917e-05	0.000419049	9.79668e-05	0.00010796	2.99176e-05	0.000583732	0.00111715	0.00502927	0.00274864	0.00300936	0.00323264	0.0015544	0.00111721
d3_7	0.00539185	0.00881521	0.00670391	0.00442684	0.0015102	0.00138973	0.000158161	0.000806841	0.000145523	5.62629e-07	0.000436742	4.29221e-08	0.000582925	0.000145701	1.36033e-08	0	1.29028e-07	1.4897e-07	0.000388045	3.69672e-07	4.86893e-05	1.81724e-07	9.71232e-05	4.11325e-08	2.11779e-07	3.07719e-07	5.85738e-07	0.000563912	4.94683e-05	0.000436996	8.19233e-07	9.77985e-05	7.83278e-05	0.000496152	0.000922774	0.001943	0.00279833	0.00247661	0.00415603	0.00252497	0.00169835	0.00106701
d3_8	0.00492882	0.00456499	0.00511756	0.00472745	0.00252348	0.00209858	0.000727507	0.000146483	1.79205e-07	1.85163e-07	9.70656e-05	9.42973e-08	4.56015e-08	9.74268e-05	4.29693e-08	0.000437179	3.3918e-08	0.000970879	1.81994e-08	2.6307e-08	0.000195513	0	1.32849e-07	9.7001e-05	4.89103e-05	0.0001464	4.67979e-08	2.05058e-08	4.95602e-05	0.000175716	2.64601e-07	2.87281e-07	0.000146346	0.000243137	0.000534212	0.000485773	0.00121504	0.00132087	0.0017811	0.00271729	0.00315432	0.00126219
d3_9	0.00274441	0.00576429	0.00522176	0.00586716	0.00212351	0.0018771	0.000418081	0.000194466	2.43264e-07	5.79171e-07	0.000291003	9.72646e-05	0.000291116	0	0	4.85005e-05	0	0.000436558	0.000436969	4.49763e-08	0.000175472	7.51356e-08	0	0	1.43051e-07	0	1.49189e-07	0	0	9.7001e-05	9.71067e-05	0.000388004	0.000486055	0	0.000680699	0.000971583	0.0013589	0.00197061	0.00291318	0.00386181	0.00339703	0.000873577
d3_10	0.00335934	0.00697943	0.00508106	0.0044609	0.00306605	0.00248674	0.000534285	0.000922937	0.000388548	0.000145739	0.000291117	0.000145671	0	3.95538e-07	9.73522e-05	0	0	0	0	3.2824e-08	0	0	0	0	4.23663e-09	8.02432e-07	7.24984e-07	3.56105e-10	0	0	9.75376e-05	0.000321124	0.000146401	0.000436504	0.000582006	0.000291003	0.00133969	0.00213528	0.00318425	0.00271637	0.00364045	0.00194035
d3_11	0.00164236	0.00553745	0.00627783	0.00513183	0.0028492	0.00137105	0.00101896	0.00038874	2.41223e-08	0.000466295	0.00043673	0	0.000146023	4.91497e-05	1.40759e-07	0	0	0	0	5.62588e-07	0.000145785	7.77433e-09	9.46879e-08	0.000291003	0.000291522	2.17994e-08	7.68127e-08	2.04812e-08	0	0.000389532	0	0.000388057	0	0	0	0.000388004	0.00111573	0.000873845	0.00398864	0.00242538	0.00315288	0.00126101
d3_12	0.00230867	0.00399435	0.0040908	0.00185697	0.00222071	0.00131142	0.000592933	0.000340195	9.7265e-05	0	2.43713e-08	7.80596e-09	0	0	0	3.42316e-08	0	0	0	9.7001e-05	4.00856e-08	0	1.27082e-08	0	0.000679007	9.7001e-05	0.000291003	0	0	0	1.47609e-07	0.000145501	2.67971e-07	0.000145501	0	0.000679633	0.00201829	0.00145573	0.00257205	0.0027654	0.00179576	0.00213402
d3_13	0.00163763	0.00338838	0.00363403	0.00550288	0.00294545	0.0030586	0.00242688	0.000922612	0.000583071	8.56632e-08	1.73369e-07	0	0.000291003	0	0.000388004	0	0	0.000145634	0	0.000146179	0	0	0	0.000291003	0.000145501	0	0	0	0	0.000291003	1.21399e-07	0.000291003	0.000145587	4.85005e-05	0.000679007	0	0.000582006	0.000825141	0.0024258	0.00344436	0.00426876	0.00194066
d3_14	0.0014587	0.00190696	0.00426025	0.00435578	0.00345866	0.0046598	0.00067944	0.000291003	0.000194373	0	9.92582e-08	0	0	0	0.000631738	0	0.000145506	0	5.71167e-08	0.000291003	0	9.71633e-05	9.7001e-05	0	0	0	0	0	9.7001e-05	0	0	0.000291003	0	1.19167e-07	0	0.000970358	0.0010673	0.00140687	0.0033287	0.00276516	0.00232802	0.00116509
d3_15	0.00014989	0.0020417	0.00374051	0.00199585	0.00425124	0.00237872	0.00150534	0.00019457	0.000291003	0	0	0.000485568	9.72948e-05	0	1.99515e-07	0.000291045	0	9.70527e-05	0.000339633	9.7001e-05	0.000291003	0	9.77114e-05	0	0	9.7001e-05	0	6.49584e-08	0	5.0816e-08	1.84372e-07	0	0	0.00029136	0.000291057	0	0.000436504	0.00121372	0.00208552	0.00164935	0.00358943	0.00184302
d3_16	0.000631363	0.00170426	0.00248064	0.00548221	0.00412615	0.00104833	0.0019411	0.000679398	0.000388004	0	0	0	0.000291003	0	0.000126595	0.000582157	0	0	0	0	0	0	0	0	6.37753e-09	0.000388114	0.000291003	9.73991e-05	0	0	0.000194293	9.7001e-05	0.000291003	0	0	0.000291575	0.000291003	0.000873009	0.00223108	0.00291017	0.00324954	0.00261903
d3_17	3.20579e-07	0.000970688	0.0035282	0.0024767	0.00247583	0.00310704	0.00226341	0.00174744	0.000679246	0.000388508	0.00155263	0.000291003	0	0.000194309	0	0.000873009	0.000727681	0.000291003	0	0	0.000291003	2.94152e-07	0.000291003	0.000291003	0	0	0	0	0	0.000291003	0	0	0	0	0	9.70058e-05	0.00106701	0.000436552	0.00116401	0.00174628	0.00606291	0.00397763
d3_18	0.000175251	0.000535006	0.00218384	0.00459209	0.0021854	0.00281323	0.00213502	0.000582135	0.000582364	0.000873135	0	0	0.000291003	9.7001e-05	9.73044e-05	0.000582006	0	0	0.000291003	0	0	0	0.000291003	0	0.000388004	0	0	0	0	0	0	0.000679096	0.000582006	0.000582006	0	0	0	0.00101855	0.000485158	0.00242502	0.00397708	0.00494705
d3_19	2.21747e-07	0.00116527	0.00431995	0.00475668	0.00150535	0.00344729	0.00388319	0.00252321	0.000873073	0.000194551	0.00126126	0	0.000291628	0.000582006	0.000291003	0	0	0	0.000291003	0.000291003	0	0.000291003	0	0.000388004	0.000291003	0	0	9.72445e-05	0.000679007	0.000291075	0	0	0	0	0	0	0.000291003	0.000291003	0.00126114	0.00150352	0.00679007	0.00523849
d3_20	9.7442e-05	0.000291273	0.00189321	0.003299	0.00305601	0.00232825	0.00232932	0.00174672	0.000291003	0.000291003	0.000291003	0	0	0	0.000291003	0.000291612	0	0	0.000291003	0	0.000388489	0.000388185	0.000291003	0	0.000582006	0	0	0.000291003	0	0.000291003	0.000679007	0	0	0.000291003	0	0.000679007	0.000582006	0.000291003	0.000582006	0.00261928	0.00708145	0.0055291
