	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0213978	0.0106891	0.00519837	0.00287299	0.00301757	0.00194678	0.00145398	0.00177121	0.00149139	0.000923323	0.00122189	0.0010189	0.00032137	0.000964278	0.000502615	0.000297063	0.000295496	0.000182651	0.00233965	0.000444294	0.000426094	0.00185574	0.000924122	0.00113881	0.00028916	0.000575389	0.000840907	0.00168915	0.00261915	0.00322053	0.00226192	0.00463038	0.00505137	0.00576639	0.00542872	0.00439824	0.00404792	0.00362886	0.00276955	0.00107313	3.09285e-05
d3_1	0.0169769	0.0118049	0.00330298	0.00215157	0.0010653	0.000757589	0.000316007	0.000547726	0.000137507	3.45657e-05	5.47971e-05	0.000494552	7.4694e-05	0.00015585	2.94894e-06	5.38982e-05	5.26058e-05	0.000307783	0.000563439	0.000103396	0.000259459	0.000646281	0.000104411	0.000216843	0.000205882	1.29885e-06	0.000644676	0.000819588	0.000779086	0.00207565	0.00105327	0.000513006	0.0010226	0.00289229	0.00396693	0.00449479	0.00450672	0.00318011	0.00287101	0.00245103	0.000561822	0.000459717
d3_2	0.0124664	0.00569141	0.0029358	0.00126828	0.00123686	0.000804104	0.00036219	0.000289723	0.00041061	0.000360725	0.000461905	0.000103958	0.00015502	3.30393e-05	0.000154998	1.49071e-06	0.000155112	8.59483e-07	8.29571e-05	0.000767036	8.38899e-05	0.000542187	0.000409316	0.000102984	1.49214e-06	0.000102866	0.000102874	0.000665512	0.000890852	0.000817686	0.000593765	0.000951538	0.00164679	0.00151424	0.00258518	0.00441462	0.00144225	0.00354547	0.00266739	0.00192015	0.000868677	4.35145e-08
d3_3	0.0101751	0.00690484	0.00582851	0.00365433	0.00160155	0.000833982	0.00015544	0.000104155	0.000409359	6.57885e-07	1.17231e-06	0.000102712	8.86325e-07	2.77621e-07	9.69399e-07	0.000102612	0.000409482	7.16505e-07	8.42192e-07	8.29781e-05	0.000153444	5.16204e-05	0.000102441	0.000408839	3.53476e-07	0.000562194	0.000409027	0.000541528	0.000950393	0.00020553	0.000920018	0.000817421	0.000940428	0.0011034	0.00227856	0.00413736	0.00238124	0.00277041	0.00306425	0.00273618	0.00132742	0.0003574
d3_4	0.00817753	0.00931961	0.00569822	0.00426134	0.0020537	0.00115884	0.000697627	0.000236697	0.000389802	0.000185194	0.000511191	6.60431e-07	0.000459778	0.000389195	0.000408498	3.91751e-07	0.00071493	2.61908e-07	3.08633e-05	0.000307104	5.21583e-05	8.38478e-07	4.63275e-07	1.79445e-07	0.000460362	5.22724e-05	1.37165e-07	0.000725819	0.00101103	0.000970443	0.000797404	0.000286947	0.00183892	0.00102371	0.00192033	0.00163451	0.00388156	0.0012772	0.00265566	0.00202242	0.000765797	0.000102138
d3_5	0.00690514	0.00716339	0.00532219	0.00190145	0.0022667	0.000321578	0.000892156	0.00137985	0.000510752	6.98837e-07	0.000459649	0.000266365	0.000306772	0.000204434	0.00010279	0.000102447	2.84504e-07	3.12732e-05	5.14872e-05	3.30029e-08	9.65971e-08	1.34254e-07	0.000102685	5.19312e-07	1.39044e-08	0.000102763	0.000306502	3.4562e-07	0.000306593	0.000307394	0.000919845	0.00076594	0.000919728	0.000357308	0.0021966	0.00125668	0.00300261	0.00321665	0.00474781	0.00188911	0.000255426	0.000408259
d3_6	0.00546886	0.0060816	0.00429793	0.0054609	0.00322435	0.00158626	0.000563661	0.000950734	0.000154507	0.000102821	3.78603e-07	0.000153298	5.16019e-05	5.14814e-05	0.000918823	3.10003e-05	1.54599e-07	5.34895e-07	1.63855e-07	0.000592142	2.28381e-07	2.93045e-07	1.70893e-07	3.55043e-07	0.000408533	0.00010228	1.73225e-07	0.00045985	1.04404e-07	0.000102473	0.000714944	0.00163372	0.00117534	0.000357491	0.00112338	0.00122678	0.00240036	0.00239962	0.00158293	0.00260359	0.000510674	0.00076605
d3_7	0.0049479	0.0052563	0.00741107	0.00346293	0.00244743	0.000647363	0.000901751	0.00127751	0.000461203	0.000459745	0.000715064	0.000255284	1.41503e-07	0.000306301	3.44456e-07	3.96704e-08	5.15666e-05	5.13671e-05	0.000102536	0.000102201	1.71911e-07	1.83087e-08	3.36008e-08	2.64244e-07	5.17104e-05	0.000153536	4.95871e-07	3.88373e-07	0.000408666	0.000153582	0.000408627	0.000408321	0.000102418	0.000102065	0.00056237	0.000867919	0.00176659	0.00342055	0.00219569	0.00234798	0.00352338	0
d3_8	0.00400138	0.00415853	0.00681527	0.00374726	0.00177545	0.00183282	0.00195339	0.000951394	0.000715513	0.000102622	0.00107293	0.000102386	6.4268e-08	6.58298e-08	1.9257e-07	7.55246e-08	4.66302e-07	1.1907e-08	1.77633e-07	1.92941e-07	6.63759e-05	9.44406e-08	0.000102262	0.000306357	1.42176e-09	0.000102167	5.11137e-05	0.000408999	0.000306593	0.000510746	0.000408495	0.000408867	0.000545884	0.000663696	0.00171523	0.00311543	0.000562228	0.0027363	0.00232851	0.000816984	0.00273656	0.00105152
d3_9	0.00338436	0.00357337	0.00411046	0.00273831	0.00313106	0.00117839	0.00122763	0.00119592	0.00112346	0.000408454	0.000153236	1.0498e-07	0.000765988	0.000306276	1.38832e-07	9.37072e-08	0	2.00624e-09	2.09293e-08	5.53373e-08	0.000102089	2.70328e-07	0.000306199	8.19805e-05	0.000306284	2.29342e-07	0	0	0.000408395	0.000306194	0	0.000102109	0	0.000694696	0.000868285	0.00202119	0.0012248	0.00193956	0.0021438	0.00352192	0.00188824	0.00148067
d3_10	0.0031474	0.00594815	0.00427104	0.00203035	0.00248581	0.000330826	0.00143038	0.000317118	0.00114386	0.00130753	0.000459562	0.000236161	0.000612443	5.41558e-08	5.12145e-05	2.87671e-07	2.24795e-07	5.10601e-05	0	0.00040839	0.000153229	0	0.000459652	7.8198e-08	0	2.17086e-07	0	2.91008e-07	0	0.000970685	9.75845e-08	0.00035738	0.00107205	0.00112329	0	0.000918766	0.000306969	0.00260391	0.00148106	0.00260329	0.00336826	0.0020414
d3_11	0.00226073	0.00330368	0.00563962	0.0038987	0.00241591	0.00149288	0.00235037	0.0012579	0.000817587	1.70013e-07	0.000102441	5.10678e-05	0.000408852	0.000306194	0	1.16989e-08	0.000153397	0.000408481	0.000102529	0.000408312	0.000153097	0	2.48608e-07	5.10324e-05	2.63943e-07	2.57271e-07	0.000183862	0.000102148	0.000408259	0.000745527	0	0.00015367	0.000408782	0.00120512	0.000867551	0.000714454	0.000663768	0.00122519	0.00142911	0.00250124	0.00153129	0.00173514
d3_12	0.00159613	0.00431019	0.00163146	0.00320403	0.00337469	0.0016691	0.00296346	0.00163426	0.000981384	0.000510965	0.000592566	0.000715821	0.000306304	0.000439291	0.000306223	1.34261e-08	0	1.74865e-08	0.000459735	0	0	0	1.96885e-07	1.6e-07	0	2.95083e-07	0	0	0.000102065	1.67056e-07	3.98582e-10	0.00061241	0.000255332	1.27765e-07	0.000306231	0.00148043	0.000970084	0.000867793	0.00306304	0.00326621	0.00168418	0.00199026
d3_13	0.000103081	0.00434573	0.00387857	0.00337512	0.00356718	0.00181924	0.00115554	0.000971119	0.000521823	0.000255445	0.000306321	0.000336977	0	0.000306252	0	0	0	0	3.19799e-07	0	0	1.15614e-07	0.000153097	0	1.99205e-07	1.17977e-08	0	1.91845e-10	0.000408264	1.56849e-07	5.28884e-07	0.000714474	0.000306194	0.000102065	0.000612528	0.00045964	0.000510324	0.0014292	0.0021537	0.00436908	0.00301124	0.00245036
d3_14	0.000818288	0.0011276	0.00289201	0.00219787	0.00304809	0.00271791	0.00135937	0.00125719	0.000612603	0.000714845	0.00153146	0.000612493	0.00010229	8.0039e-08	0.000306533	0	0	0.000306194	9.73772e-08	1.18602e-07	0	0	0.000306216	0	1.12579e-07	0	0	0.0012762	0	2.74566e-07	5.10324e-05	0	0	5.10324e-05	0.000714758	0.000408259	0.000918583	0.00209238	0.00341953	0.00183717	0.00270508	0.0025519
