	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.015933	0.0148196	0.0107743	0.00905624	0.0090551	0.0048221	0.00248516	0.00155442	0.00123469	0.00191484	0.00109576	0.000563858	0.000510505	0.000616795	0.000903865	0.000563591	3.24148e-09	5.31637e-05	0
d2_1	0.0616444	0.0128741	0.0140259	0.0101386	0.0113009	0.0119117	0.00772183	0.00632823	0.00455666	0.00765043	0.00224412	0.00316893	0.0026798	0.00226495	0.00240313	0.000159562	0.000425371	0.0007975	0.000850632	0.000956949
d2_2	0.0128622	0.0075728	0.00936363	0.00803397	0.00757649	0.00528578	0.00640643	0.00666751	0.00612512	0.00274365	0.00448742	0.00439162	0.00423218	0.00362598	0.00106333	0.00191398	0.00215855	0.000691155	1.4998e-08	0
d2_3	0.00656239	0.00475356	0.0065188	0.00491293	0.00666581	0.00652918	0.00409399	0.0043703	0.00350928	0.0038387	0.0038918	0.00339202	0.00244574	0.00372159	0.00106332	0.00280715	0.000531729	0.00154179	0.000744292	0
d2_4	0.00383928	0.00174405	0.00306252	0.00187152	0.00137187	0.00516775	0.00439149	0.00298794	0.00339199	0.00536973	0.00451909	0.00281774	0.00306235	0.00260506	0.000372213	0.00189268	0.0010633	0.00143544	0.000265835	0.000744292
d2_5	0.00101069	0.00104215	0.00175451	0.00132914	0.00164817	0.00255202	0.00225425	0.00457219	0.00191392	0.0019671	0.00279645	0.00233927	0.00249875	0.00116962	0.00101015	0.00154179	0.000425316	0.000318991	0.00138228	0.00042531
d2_6	0.00125503	0.000302358	0.00114841	0.000584859	0.00130794	0.00101016	0.00047853	0.000404081	0.00101018	0.00148861	0.00244556	0.000638006	0.000531648	0.000212664	0.00111645	0.000106334	0.000637969	0.000637976	0.000318982	0.000318993
d2_7	5.34106e-05	0.000106393	0.000159528	0.000159517	0.00111649	0.000372166	0.000159501	0.000106345	0.00122278	0.000829374	0.0018395	0.000318986	0.000691168	0.000956955	0.000106337	0.000903805	0.000318983	0.000903799	0.000850634	0.000425311
d2_8	3.21115e-05	0.000510441	0.000478489	0.00026585	0.000531666	0.000669907	0.000319011	0.000106355	4.33873e-09	0.000425326	0.000425313	0.000531659	0.00111645	0.000318989	0.000106331	0.000478476	6.35824e-11	0	0	0
d2_9	1.53802e-07	0.00070182	2.34014e-08	1.18344e-08	0.000212694	0.000797481	5.31679e-05	0.00037217	0.000404071	0.000425332	0.000744308	0.000318988	0.000106336	1.53052e-09	0.000637967	6.68478e-10	0.000159504	0	0.000318982	0.000318982
d2_10	3.21025e-05	0.000372194	0.000425356	0.000159527	1.35864e-08	0.00111647	5.31917e-05	5.31979e-05	2.31267e-09	0.000159503	0.000318999	0.000563551	1.22239e-08	2.96389e-10	0	4.92568e-10	0.000106328	0	0	0.00042531
d2_11	0.000510507	2.28683e-08	1.49922e-08	0.000312982	0.000425329	6.28488e-09	0.000457234	1.58727e-08	5.21133e-09	8.56626e-09	0.000318988	5.31838e-05	0.000159502	2.87844e-09	0.000106332	0.000159491	3.85668e-10	7.0381e-10	0	0.000318982
d2_12	0.000404182	0.000191433	1.44042e-08	0.000106355	0.000478496	0.000425333	1.91125e-08	0.000425318	2.37486e-08	8.5088e-05	2.44437e-09	0.000265836	0.000478476	5.89823e-09	0.00042532	0.000318986	0	5.67204e-10	0	0
d2_13	0.000829513	0.000595495	1.58535e-08	1.36663e-08	1.55439e-08	5.31902e-05	1.52427e-08	0.000159497	4.26789e-09	0.000106341	2.05168e-09	6.82616e-09	0.00010635	3.84727e-09	6.65091e-11	0.000318985	6.28686e-10	0	0	0
d2_14	0.000319122	8.51134e-05	0.000138262	1.31137e-08	9.26731e-09	0.000159501	1.54863e-08	5.33433e-09	8.20492e-10	5.31873e-05	2.17045e-09	5.31869e-05	0.00021266	1.0181e-09	2.57541e-10	1.16107e-10	1.17996e-08	0.00010634	0	0
d2_15	0.000212745	0.000159555	0.000318999	7.44723e-05	1.8845e-08	9.34011e-09	0.000319022	0.000159503	0.000318985	5.66004e-09	1.76629e-09	0.000106338	1.95402e-09	0.000425311	1.03355e-10	0.000425335	0.000425311	8.04406e-10	0	0.000318982
d2_16	0.000138353	2.39492e-08	1.35702e-08	5.31864e-05	1.63249e-08	4.23676e-09	6.04689e-09	5.76935e-09	0.000159512	4.65613e-09	1.71797e-09	8.63635e-10	0.000159496	6.21382e-09	4.64684e-10	0.000106329	0.000744296	6.62433e-10	0	0.000637965
d2_17	0.000159547	8.50947e-05	1.33804e-08	7.9243e-09	0.000744326	0.000425313	0.000510413	5.77113e-09	4.18872e-09	5.31874e-05	0.000319007	0.000106328	5.39842e-09	2.50424e-09	9.69681e-10	6.36538e-10	3.1919e-05	1.69544e-10	0	0
d2_18	0.000319055	5.32053e-05	3.38238e-09	1.37066e-08	0.000425318	7.32153e-09	1.01272e-08	6.94554e-10	3.19046e-05	3.52399e-09	5.31654e-05	6.58817e-09	0.000318983	2.39041e-09	0.000425311	0.000265848	0.000318983	0.000318982	0	0.000637965
d2_19	0.000478538	0.000510397	6.80083e-09	0.000106359	4.46136e-09	0.000425336	0.000425317	0.000318996	2.9477e-09	2.34785e-09	1.00822e-08	0.000212658	0.000318994	0.000318985	0	5.10423e-09	0.000372146	0.000637966	0	0
d2_20	5.32329e-05	8.91288e-09	2.77012e-08	5.32081e-05	9.39118e-09	4.23587e-09	0.000159517	5.81801e-09	0.000478482	5.50624e-09	1.61572e-08	0.000318983	3.69613e-09	6.14645e-09	1.50926e-09	1.89972e-09	0.000106328	0	0	0
d2_21	2.35694e-08	1.51169e-08	1.65924e-08	0.000212718	1.37235e-08	2.73685e-09	0.000106328	1.32885e-08	0.000478498	2.50135e-09	0.000159506	0.000318984	2.29725e-10	0	1.09632e-10	0	2.81484e-10	0	0	0
d2_22	0.00010637	0.000106364	0.000956993	0.000457256	0.000159517	0.000212684	0.000425334	0.000318994	4.00314e-09	5.82049e-09	3.30843e-09	1.05255e-09	0.000691182	0.000318984	0.000318983	0	0.000106337	0.000159499	0.000318982	0.000318982
d2_23	0.000935731	5.31896e-05	0.000616759	0.00042534	6.54025e-09	0.000318999	5.23323e-09	0.000478504	3.69945e-09	3.13324e-09	0.000106336	0.000244596	5.31849e-05	0.000106339	2.512e-10	0.000616722	2.30015e-09	0	0	0
d2_24	9.3113e-09	1.05652e-08	0.000212689	0.000244608	1.27323e-08	6.49747e-09	0.000174723	0.000159513	1.17104e-08	0.000319	2.55168e-10	3.82209e-09	2.33888e-09	0.00042533	0.000350892	0.000318983	2.20763e-09	0	0	0
d2_25	0.00104208	4.84636e-09	0.000106353	0.000935702	3.30455e-08	5.23939e-09	4.39625e-09	7.44739e-05	6.15986e-09	1.77024e-09	5.31942e-05	5.31896e-05	8.79654e-09	2.50975e-09	3.87119e-09	2.72894e-09	5.31816e-05	3.20619e-09	0	0
d2_26	0.000478499	6.45641e-09	1.22885e-08	0.000372167	0.000350913	1.27862e-08	0.000425359	0.000138247	0.000106331	0.000106351	1.52747e-08	0.000478497	8.50627e-05	0.000318988	1.15469e-09	1.1981e-08	0	0.000510384	0	0
d2_27	6.63776e-09	5.31911e-05	3.19045e-05	0.00026586	5.04469e-09	3.19215e-05	1.31774e-08	4.30057e-09	4.41609e-09	0.000212692	1.85516e-08	5.26788e-09	1.00064e-10	1.10114e-09	0.000106336	1.49983e-09	1.20322e-09	3.19186e-05	0.000106327	0
d2_28	8.50764e-05	8.50972e-05	6.3694e-09	1.92196e-08	0.000531681	2.12932e-08	0.000106335	7.80675e-09	0.000159515	3.90581e-10	6.20052e-10	4.02322e-09	1.18524e-08	2.31745e-09	4.65805e-09	1.33286e-08	0	0.000106327	0.000372146	0.000372146
d2_29	1.11683e-08	3.46361e-09	0.000159536	0.000265841	0.000425315	0.000563599	1.28847e-08	0.000478497	0.000106338	0.000106352	9.73363e-09	0.000191408	0.000584825	2.02075e-09	0.000478491	0.000319002	5.6405e-10	0	0	0.000212655
d2_30	0.000478502	5.31769e-05	5.32023e-05	1.18397e-08	3.53187e-09	2.02581e-08	5.3167e-05	0.000244612	0.000191402	0.000584828	2.47369e-09	3.4361e-09	9.02239e-10	0.000318983	3.19138e-05	0.000478476	0	0	0	0.000318982
d2_31	0.000478495	5.32056e-05	4.22901e-09	0.000297777	0.000106353	5.31861e-05	3.74331e-09	0.00024459	0.000404075	0.000319014	0.000159523	5.31649e-05	1.17286e-08	3.16953e-10	0.00116963	5.31728e-05	0.000106327	1.92281e-09	0.000531637	0
d2_32	0.000510443	0.000478501	5.32024e-05	0.000159537	0.000159529	0.00101017	5.31779e-05	2.13094e-05	0.000425326	0.0008507	0.000669896	0.0005104	0.000829408	0.000425404	0.000744293	0.000106329	9.37162e-10	0	0.000318982	0
d2_33	0.000106355	0.000344918	0.000319043	0.000191417	0.000754978	0.000212698	0.000882599	0.00125469	0.000478515	0.000563593	0.000723124	0.000382855	0.000195985	0.00042539	0.000319	0.000691187	9.75348e-09	0.000318986	0.000319	0
d2_34	0.000691189	0.0010421	0.0011165	0.00074435	0.00120163	0.000159526	0.00157382	0.00125478	0.000584878	0.0018927	0.00125477	0.00132915	0.000244628	1.88131e-09	0.000691182	0.000903837	0.000106329	5.31843e-05	0	0
d2_35	0.000616746	0.00082946	0.000861393	0.00109528	0.00035097	0.00201433	0.00024464	0.00105279	0.000723154	0.00367912	0.00138237	0.00139298	0.000961662	0.000106332	0.00116968	0.00114843	0.000584826	0.000882541	0.000319028	0.00101014
d2_36	0.000967687	0.00180768	0.00105277	0.000882658	0.00236071	0.00161643	0.00178642	0.00354088	0.00263709	0.00348786	0.002669	0.00210541	0.00457226	0.0022649	0.00266897	0.00111652	0.00111647	0.00228617	0.00106329	0.000584814
d2_37	0.000988905	0.000265878	0.00178036	0.00155246	0.00217985	0.0013187	0.00334947	0.00297729	0.0033602	0.00529542	0.00526338	0.00336022	0.00338144	0.00405124	0.00391295	0.00146742	0.00122286	0.00233923	0.000956958	0.0020734
d2_38	3.19429e-05	0.00128671	0.00266898	0.000244629	0.00297731	0.00146749	0.0045404	0.00274344	0.00346646	0.00446601	0.00375368	0.00248819	0.00322192	0.0033814	0.00435958	0.00407251	0.00377472	0.00348759	0.0026582	0.00393413
d2_39	0.000159532	0.000159538	0.000478554	0.00217981	0.00217982	0.00138231	0.00287099	0.00399813	0.0040193	0.00373226	0.0017333	0.00446586	0.00446582	0.00478488	0.00278587	0.00441273	0.0044446	0.00623093	0.00340252	0.0059544
d2_40	0.00125473	0.000882538	0.00101015	0.000563589	5.31836e-05	0.00217977	0.00207347	0.00223293	0.00244564	0.00217974	0.00558228	0.00191395	0.00340259	0.00441263	0.00784708	0.00653922	0.00451899	0.00749612	0.00606069	0.0250402
d2_41	0	0	0	0.000318994	0.000850649	0.000318993	0.000478513	0.000106327	0.000637965	0.00138226	0.000318982	0.000744311	0.00138228	0.00180758	0.00455086	0.00457212	0.0051569	0.0073366	0.00653916	0.0164808
