	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0506225	0.00721999	0.00173165	2.63176e-08	4.10103e-10	7.228e-10	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0985827	0.048744	0.0136911	0.00464269	0.000757551	0.000162345	0.000432889	0	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.041906	0.0301035	0.0188415	0.00354969	0.000811693	0.00124449	5.44889e-10	0.000432851	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0263861	0.0206803	0.0160923	0.00784593	0.000865784	0.000811614	3.89533e-09	0.000486978	3.72587e-11	4.33763e-11	0	0	0	0	0	0	0	0	0
d2_4	0.0126837	0.0218602	0.0111464	0.00492392	0.00163416	0.00048698	0.000162323	6.09597e-10	0	0	0	0	0	0	0	0	0	0	0
d2_5	0.00577894	0.0116118	0.00747787	0.00589777	0.00254312	0.000811642	0.000432859	5.78616e-09	1.62347e-09	1.46279e-10	0	0	0	0	0	0	0	0	0
d2_6	0.00230514	0.00414941	0.0040149	0.00275963	0.00178559	0.000541128	0.000357147	0.000324645	2.70868e-09	1.7725e-10	0	0	0	0	0	0	0	0	0
d2_7	0.00124451	0.00284617	0.00167737	0.00205616	0.00189378	0.000432924	0.00165569	3.79825e-08	4.02706e-09	2.36604e-10	2.19804e-09	0	0	0	0	0	0	0	0
d2_8	0.000432864	0.00227253	0.00129868	0.0019263	6.5e-05	0.000270619	0.00016235	6.24701e-09	8.77554e-09	2.82387e-09	9.46359e-10	5.34573e-10	0	0	0	0	0	0	0
d2_9	0.000108242	0.00116875	0.00103891	0.00102809	0.000487021	0.000865768	2.13375e-08	0.000162343	0.000324652	0.000486991	1.10337e-10	0	0	0	0	0	0	0	0
d2_10	0.00032465	0.000216511	0.000595222	0.000898231	0.000324729	8.22202e-08	0.000898244	0.000432864	6.93628e-09	2.09581e-09	0.00016233	1.64454e-09	0	0	0	0	0	0	0
d2_11	0.000324639	0.0005952	0.000432899	3.25137e-05	4.32165e-08	0.000324672	4.79956e-05	0.000681815	0.000432863	9.42108e-09	2.54017e-09	4.58633e-10	5.6141e-12	0	0	0	0	0	0
d2_12	1.56977e-09	7.9707e-09	0.000649318	0.000811626	0.000194852	0.000757546	0.000465414	0.000303026	5.41445e-05	0.000432861	1.74322e-09	1.33894e-09	1.16228e-09	0	0	0	0	0	0
d2_13	1.29197e-09	6.25761e-09	8.66033e-05	0.00010826	0.00103892	0.000162376	0.000270573	0.000378792	0.000162372	5.9752e-09	5.73921e-09	8.59708e-10	1.42511e-11	1.13459e-10	0	0	0	0	0
d2_14	0	0.000162342	3.57673e-09	3.39794e-08	0.000270598	0.000303065	0.000162352	0.000108251	8.66133e-05	1.15471e-08	1.77678e-08	3.3281e-09	5.41275e-05	1.42614e-09	0	0	0	0	0
d2_15	0	9.447e-10	5.4695e-09	0.000162348	0.000324662	0.00156916	0.000346335	2.37895e-08	0.00027057	0.000649346	1.35805e-08	6.83178e-09	2.11641e-09	0	5.79386e-10	0	0	0	0
d2_16	0	1.81712e-09	2.37694e-09	0.000108222	0.000324662	8.66233e-05	0.000162361	0.000162353	0.0006493	0.000108251	0.000432872	2.38963e-09	6.68268e-09	9.0122e-09	4.09719e-10	0	0	0	0
d2_17	0	1.07602e-09	9.36343e-10	2.49858e-09	1.14205e-08	0.000919852	1.67187e-08	0.000465372	0.000303035	0.000194823	0.000270566	0.000324662	4.33738e-09	5.11947e-10	2.42681e-09	0	0	0	0
d2_18	0	9.02527e-10	1.59382e-11	3.60799e-09	2.91172e-09	0.000486987	2.82207e-08	0.000248947	0.000324667	0.000541083	0.00129858	0.000324648	8.06728e-11	2.28571e-09	0	0	0	0	0
d2_19	0	6.55549e-10	3.24065e-10	0.00032464	1.58353e-09	6.59111e-09	6.94567e-09	0.000378762	0.00135271	0.000432885	0.00032466	0.000627657	0.000324662	0.000108233	2.59873e-10	0.000324652	0	0	0
d2_20	0	0	0	5.41283e-05	5.31638e-09	5.49114e-09	5.4161e-05	0.000108241	0.000162361	2.05189e-08	2.03385e-08	0.000324652	2.08518e-08	3.99555e-10	0.000486965	0	0	0	0
d2_21	0	0	0	6.98967e-09	0.00043285	0.000162352	1.45128e-09	0.000486983	1.39466e-08	0.000216485	1.85475e-08	6.77681e-09	1.47963e-08	8.33603e-09	4.29058e-09	1.61107e-10	1.24499e-09	0	0
d2_22	0	0	0	0.000324656	1.09474e-09	3.59543e-09	0.000595197	0.000432886	0.00075755	0.000541101	0.00108216	0.000486988	3.2505e-05	0.000324677	4.96578e-09	0.000486976	0	0	0
d2_23	0	0	0	0	2.63403e-10	4.72038e-09	6.64517e-09	0.000541117	0.00138516	0.000714257	0.000487002	2.11725e-08	1.63604e-08	0.000844143	5.41267e-05	2.42626e-09	0	0	0
d2_24	0	0	0	0	5.66395e-10	8.71958e-10	3.37194e-09	0.000324658	0.000123703	1.5973e-08	0.000162373	0.000606049	0.000216459	0.000649281	0.000108235	5.41252e-05	1.32826e-09	0	0
d2_25	0	0	0	4.93471e-10	3.63415e-09	3.9953e-10	6.15059e-10	0.000108237	0.000324649	5.41342e-05	0.00111469	1.99971e-08	0.000248956	1.28763e-08	0.00050864	1.91862e-09	0	0	0
d2_26	0	0	0	0	4.07881e-11	0	1.64742e-10	1.48257e-09	4.61388e-09	0.00054113	7.70125e-09	0.000108246	0.000681798	0.00143929	0.000606012	5.41268e-05	3.69049e-09	0	0
d2_27	0	0	0	3.12666e-10	0	0	2.33564e-09	2.52654e-09	2.85977e-09	0.000108218	0.000162357	3.24807e-05	0.000108244	0.000303059	0.000108239	2.41938e-09	3.24981e-05	5.35884e-10	0
d2_28	0	0	0	0	0	1.07807e-11	0	1.3615e-09	1.20717e-09	1.85268e-08	3.65657e-08	0.000573563	0.000162332	0.000194828	0.000649288	0.000108236	0.000108245	5.41063e-05	0
d2_29	0	0	0	6.59395e-11	0	0	1.164e-09	3.23495e-10	0.000162341	0.000541086	6.2438e-09	0.000303048	0.000216466	0.00108218	1.57718e-08	0.00095234	0.000486969	0.000216444	0
d2_30	0	0	0	0	0	0	0	0	2.66203e-09	1.52328e-08	0.000519434	0.000324646	0.000389594	1.70785e-08	0.000216482	0.000108257	0.000486986	0.000378762	0.000432864
d2_31	0	0	0	0	0	0	0	0	0	1.96829e-09	0.000162348	0.000432877	0.000865739	0.000248946	0.000411296	0.000865715	0.00068181	0.000108235	0.000324659
d2_32	0	0	0	0	0	0	0	0	0	0.000324642	0.000432873	1.85542e-08	0.000378839	0.00129866	0.000541127	0.00188304	0.00113631	0.00146096	2.76972e-08
d2_33	0	0	0	0	0	0	0	0	0	0	0.000162342	1.08444e-09	7.76189e-09	0.000389627	0.000643287	0.00199588	0.00125545	0.00331157	0.000876597
d2_34	0	0	0	0	0	0	0	0	5.46103e-10	0	0	0.00016234	0.00156915	0.000519482	0.00219689	0.00245663	0.00296537	0.00377691	0.00146099
d2_35	0	0	0	0	0	0	0	0	0	0	0.000108233	0.000432857	5.41204e-05	0.000898225	0.00220775	0.00426863	0.00523189	0.00591967	0.00166663
