	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0216694	0.00504634	0.000764472	0.000986	1.87352e-07	4.34731e-08	1.54267e-08	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.074368	0.0285626	0.00934461	0.00288252	0.00141129	7.11726e-07	2.00879e-07	0	1.04375e-07	0	0	0	0	0	0	0	0	0	0
d2_2	0.0430044	0.0256625	0.01425	0.00645861	0.000865966	0.000934132	5.03088e-07	5.08315e-08	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0273756	0.0239795	0.0147424	0.00558678	0.00171534	0.000311852	0.000725566	0.000570144	1.60907e-07	1.05294e-07	5.29991e-08	0	0	0	0	0	0	0	0
d2_4	0.0235373	0.017246	0.0131943	0.00461145	0.00195427	0.00151612	8.39856e-07	0.000310568	2.37882e-07	2.1734e-08	0	0	0	0	0	0	0	0	0
d2_5	0.0124545	0.0128408	0.00940907	0.0051263	0.00157147	0.000760671	0.000415301	4.89164e-07	3.79475e-07	8.95186e-08	0	0	0	0	0	0	0	0	0
d2_6	0.00736159	0.0111423	0.00882829	0.00425169	0.00161305	0.000935863	8.60176e-05	5.24706e-05	3.32716e-07	8.44352e-08	1.78843e-09	0	0	0	0	0	0	0	0
d2_7	0.00450611	0.00788968	0.00446146	0.0019768	0.00125942	0.000967251	0.00108879	5.31206e-05	0.000156373	9.64846e-08	1.63077e-08	0	0	0	0	0	0	0	0
d2_8	0.00298616	0.00337885	0.00338516	0.00146783	0.00221224	0.000950223	0.000604465	9.97702e-07	0.000467894	0.000103709	0.000413866	8.64769e-08	0	0	0	0	0	0	0
d2_9	0.000311633	0.00248863	0.00213847	0.00192051	0.00129935	0.00264662	8.71384e-05	0.000105102	5.13595e-07	7.18676e-07	1.87094e-07	6.26262e-08	4.41042e-09	0	0	0	0	0	0
d2_10	0.000157656	0.000312855	0.000831984	0.000986395	0.00144532	0.000917717	0.000128461	5.34584e-05	0.000519118	0.000414576	3.66389e-07	2.66688e-08	3.17666e-05	0	0	0	0	0	0
d2_11	8.32804e-05	0.000622228	0.000427948	0.00096884	0.00134168	0.000658118	0.000824477	0.00114164	0.000582411	2.74853e-07	7.6153e-08	4.3793e-07	0	1.03239e-07	0	0	0	0	0
