	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0174059	0.0154672	0.0101035	0.00683661	0.00497103	0.00396833	0.00374384	0.00371833	0.000727448	0.00116188	0.00119043	0.000841515	0.000851839	0.000495437	0.000395191	0.000296828	0	0	0
d2_1	0.0231736	0.0112981	0.0131258	0.0110423	0.0121039	0.00983689	0.00698478	0.00546217	0.00441525	0.00397718	0.00166729	0.00334732	0.0017936	0.00136607	0.000939926	0	0.000395755	0.000395639	0	0
d2_2	0.00751336	0.00744398	0.00527745	0.0100631	0.00866301	0.00792329	0.00591979	0.00636067	0.00547321	0.00381766	0.00548118	0.00494067	0.00262579	0.00181235	0.00148394	0.000592917	0.000494978	0.000593698	0.000593193	0
d2_3	0.0026802	0.00444476	0.00297945	0.00540215	0.00572019	0.0057926	0.00451511	0.00709833	0.00544052	0.00492939	0.00407029	0.00554156	0.00372193	0.00405493	0.00187925	0.00158188	0.00103848	0.000741937	0	0
d2_4	0.00281345	0.00120532	0.00217974	0.00164001	0.00321663	0.00436024	0.00452113	0.003869	0.00534775	0.00469002	0.00524951	0.00507874	0.00418613	0.00558709	0.0021583	0.00188013	0.00108785	0.000395191	9.87976e-05	0
d2_5	0.0016921	0.000545239	0.00164541	0.000887142	0.000399197	0.00104205	0.00268757	0.00134016	0.00382249	0.00420703	0.00555067	0.0046296	0.00479856	0.00318388	0.00158246	0.00098854	0.000969141	9.94077e-05	0.000592786	0
d2_6	0.0016916	0.00110671	0.000482522	0.00124954	0.000873147	0.00114921	0.00113799	0.00188035	0.00210886	0.00242531	0.00179183	0.00423442	0.00337267	0.00444913	0.00192772	0.00207712	0.000771715	0	0	0
d2_7	0.000508638	0.00142815	0.000649425	0.00023105	0.000695108	0.000395743	0.00111765	0.000969937	0.000494348	0.00128573	0.00180935	0.00271987	0.00232339	0.00252127	0.00197776	0.00192938	0	0	0.000296393	0
d2_8	0.000320039	0.000408288	0.000580912	0.00142069	0.000250029	0.000297144	2.72688e-07	0.000446076	0.000494555	0.00108881	0.00133428	0.00171173	0.00237226	0.00230346	0.00108774	0.000691583	0.00044505	0	0	0
d2_9	0.000778885	0.000630814	0.00134386	0.000994725	1.37327e-06	9.24789e-07	0.000692272	0.000445241	0.000148735	6.14284e-08	0.000445069	0.000672766	0.000395191	0.000395191	0.0013841	0.00168003	0.000494857	0	0	0
d2_10	0.000698834	0.000661774	3.57354e-05	0.000182201	0.000279768	0.000594571	0.000169046	0.000790444	0	0.000395883	0	4.47064e-08	0.000296839	0.00103786	9.93775e-05	0.000296393	0	0	0	0
d2_11	0.00038162	0.000850397	0.000622544	0.000578339	0.000942376	0.000505689	0.000247792	8.06952e-08	7.95625e-09	0	0.000740982	0.000197595	0.000395191	0.000296868	0.000296393	0	0	0	0.000296393	0
d2_12	0.000102195	8.41934e-05	0.00184606	0.00062682	0.000397602	6.48615e-07	0.000296532	7.61101e-08	0.000148196	0.000790381	0	0	0.000148196	0.000375431	0.000197595	0.000296393	0.000592786	0	0.000296393	0
d2_13	0.00118143	3.42131e-06	0.00127161	0.000281224	0.00023022	7.99746e-05	0.000148667	1.09247e-07	0.0001785	0.000592786	0	0.000296393	0.000395191	0	0.000395191	0	0.000296393	0	0	0
d2_14	1.48837e-06	0.000627892	0.000520005	0.000626145	0.000724024	0.000574526	2.46058e-07	0.000395921	4.76263e-08	9.88644e-05	9.88072e-05	0	0	0.000395191	0	0.000740982	0	9.87976e-05	0	0
d2_15	6.66728e-07	0.000728191	0.000656674	0.00073761	0.000149846	0.000210331	0.000228653	0.000148561	0.000296403	0	5.66722e-09	9.87976e-05	0.000296393	0.000296393	0	0.000296393	0	0.000296393	0	0
d2_16	8.19958e-05	0.000508146	0.000543417	0.000597922	0.000694799	1.32495e-06	0.000475418	8.00291e-05	3.75025e-07	0	0.000395191	9.87976e-05	0.000395191	0.000296393	0.000296451	0	0.000592786	0	0	0
