	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0234286	0.0155	0.0135241	0.0131131	0.0133931	0.0104989	0.00740459	0.00503743	0.00157797	0.000687104	0	0	0	0	0	0	0	0	0
d3_1	0.0100564	0.0105851	0.0100933	0.00776558	0.00665747	0.00852378	0.012827	0.00664045	0.00303954	0.00557766	0.000958557	0.000554791	0.00030212	0	0	0	0	0	0	0
d3_2	0.00766713	0.00916633	0.00854492	0.0062702	0.00871031	0.00345524	0.00804982	0.00700683	0.00529764	0.00211826	0.00136191	0.000503534	0.00100766	0	0	0	0	0	0	0
d3_3	0.00457575	0.00577388	0.00457937	0.0078754	0.0060013	0.00333208	0.00352824	0.00599581	0.00507672	0.00252271	0.00239858	0.00120972	0.000353925	0	0	0	0	0	0	0
d3_4	0.00246086	0.00254756	0.00530535	0.00662788	0.00778263	0.00548257	0.00527891	0.00405421	0.00519302	0.00211785	0.00395539	0.00229847	5.10074e-05	0.00030212	0	0	0.00030212	0	0	0
d3_5	0.000698386	0.00159424	0.00296894	0.004652	0.00326139	0.00481505	0.00509695	0.00540004	0.00460026	0.00404583	0.00209663	0.00110931	0.00171202	5.03534e-05	0.000604241	0.00030212	0	0	0	0
d3_6	0.000156347	0.00155987	0.00598643	0.00457415	0.00514666	0.00557391	0.00500538	0.00329419	0.00480262	0.00388207	0.00280246	0.00222017	0.00171367	0.000604421	0	0.00030212	0.00030212	0	0	0
d3_7	5.2958e-05	0.00201626	0.00179862	0.00395799	0.0072376	0.00585651	0.00487233	0.00369069	0.00333144	0.00240036	0.00126226	0.00161343	0.000705489	0.00161131	0.000453751	0.00030212	0	0	0	0
d3_8	4.92365e-07	0.000517372	0.00195395	0.00279424	0.00358538	0.00356416	0.00516351	0.00622184	0.00466309	0.00264597	0.00250162	0.00357877	0.00229799	0.00221611	1.15713e-07	0.000402827	0.000805654	0.000704948	0	0
d3_9	3.10813e-07	5.17169e-05	0.00147608	0.0022483	0.00348293	0.00425722	0.00426456	0.00267981	0.00424874	0.00355912	0.0029358	0.00357928	0.00280309	0.00125895	0.00221693	0	0.00030212	0	0	0
d3_10	0	0.00018299	0.000152445	0.00131464	0.00198101	0.00246918	0.00261921	0.00398957	0.00295024	0.0018904	0.00236158	0.00283243	0.00303444	0.00105803	0.00120848	0.00100707	0.000704948	0	0	0
d3_11	6.34265e-08	1.88907e-07	0.000235336	0.000941254	0.000539569	0.0033413	0.00228608	0.00473993	0.00464328	0.00343305	0.00352444	0.00353829	0.00189581	0.00256917	0.0020649	0.00151078	0.0010072	0.000906361	0	0
d3_12	0	0	0.000856953	0.000736465	0.000606743	0.00110343	0.00328752	0.00337662	0.00369439	0.00318863	0.00346129	0.00332676	0.00431528	0.00395946	0.001763	0.00206502	0.00151089	0.000906361	0.000402827	0
d3_13	8.6677e-08	0	5.15087e-07	3.0782e-05	0.000454236	0.000748479	0.00298902	0.0021822	0.00341723	0.00247756	0.00397643	0.00421092	0.00199851	0.00335658	0.00332433	0.00417933	0.00206449	0.000453181	0.000906361	0
d3_14	0	0	0	0.000484747	0.000504757	5.16556e-05	0.000536728	0.0021004	0.00270557	0.00433921	0.00426839	0.00499279	0.00236043	0.00367842	0.00282095	0.00322437	0.00176237	0.0030212	0.00030212	0
d3_15	0	0	7.28932e-08	0	0.000484131	0.000837063	7.5897e-07	0.00224979	0.00180788	0.00305645	0.00408633	0.00361006	0.00448623	0.00387876	0.00231702	0.00120848	0.00211484	0.000402827	0.00030212	0.00030212
d3_16	0	0	0	0.0004033	2.48487e-07	2.30477e-07	0.000403051	0.000536355	0.00251981	0.00394555	0.00211877	0.0055961	0.00262146	0.00365783	0.00471731	0.00387859	0.00287162	0.00231627	0.000604241	0.00110777
d3_17	0	0	0	0	0	0.000252571	0	0.000182213	0.0013615	0.0024717	0.00206884	0.00487051	0.0046665	0.00216683	0.00189501	0.00362724	0.00382686	0.00120848	0.00241713	0.00181272
d3_18	0	0	0	0	0	0	8.06469e-08	0.000857705	0.000806864	0.00126088	0.00211682	0.00438562	0.00493959	0.00524041	0.00156242	0.00433133	0.00270077	0.00292112	0.00392824	0.00281979
d3_19	0	0	0	0	0	0	0	0.000402839	0.000555181	0.000857134	0.00453498	0.00206585	0.00372814	0.00769148	0.00448328	0.0035581	0.0029713	0.00448233	0.00433041	0.00312191
d3_20	0	0	0	0	0	0	0	0	9.4884e-08	0.000302579	0.00108948	0.00352602	0.00423316	0.0064796	0.00811282	0.00584289	0.00673112	0.00654771	0.00866118	0.00815725
