	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0214903	0.00724032	0.00340533	0.00153119	0.00224611	0.00264782	0.00215304	0.00145416	0.00173224	0.00149333	0.00254233	0.00165322	0.00228494	0.00219303	0.0016916	0.000885757	0.00198615	0.00164123	0.00113546	0.0012316	0.0012045	0.00357707	0.00143957	0.00141598	0.00154454	0.000913395	0.00119981	0.00125899	0.00203563	0.00101966	0.000576709	0.00461388	0.00397387	0.00590386	0.00674819	0.00632378	0.00650529	0.0058087	0.0026983	0.000839642	0.000839034
d3_1	0.0134483	0.0101738	0.00266213	0.0018716	0.00127041	0.000360528	0.000102713	8.35941e-05	0.00013241	0.000822836	0.000131004	0.000340331	0.000102169	0.000200178	3.39171e-06	0.000705415	0.000458261	2.33906e-06	0.000733452	0.000545105	0.000151479	0.0008513	0.00149462	1.2202e-06	0.000999777	0.000447645	0.00106834	0.000674365	0.000437278	0.000567327	0.0012167	0.00117858	0.00131645	0.0025506	0.00350166	0.00717138	0.0069839	0.00623461	0.00483327	0.00440564	0.00113624	0.000444639
d3_2	0.012106	0.00988281	0.00657885	0.0014828	0.00203745	0.000298727	1.7442e-06	0.000179761	0.000348356	0.000495509	0.000179823	0.000100082	0.000574431	8.17306e-05	1.04686e-06	7.33753e-07	0.00158194	5.08089e-05	5.07717e-05	0.000643437	0.00027899	0.000100072	0.00027878	2.09838e-05	0.000802989	8.07955e-05	0.000821901	5.05073e-05	0.000148756	0.000623952	5.04414e-05	0.00213585	0.000950362	0.00195659	0.00200669	0.00444775	0.00368494	0.00409276	0.00483621	0.00172819	0.00148052	0.000444721
d3_3	0.00864475	0.00720048	0.00487987	0.00243911	0.00136596	0.000446186	0.000771036	7.70153e-07	0.000839942	0.000690971	0.000395082	0.000148874	4.47571e-07	0.00044393	0.000444619	9.90818e-05	4.26023e-07	0.000444459	5.01836e-05	3.05721e-05	5.09212e-05	0.000573113	0.000474515	0.000149043	0.000179202	3.08868e-07	4.20063e-07	0.000347133	5.06084e-05	0.000357578	0.000178176	4.99469e-05	0.000148405	0.0018275	0.00157984	0.00333626	0.00345827	0.00473729	0.00294315	0.00133413	0.000987173	0
d3_4	0.0081954	0.00878945	0.00611298	0.00256835	0.00186317	0.000575121	0.000720712	9.93126e-05	7.2872e-07	2.83256e-07	0.00019796	0.000543856	7.96616e-05	6.68474e-07	0.000227575	3.04306e-05	0.000394757	7.43361e-07	0.00012987	0.000789734	3.32377e-07	3.03817e-05	0.000444051	9.94623e-05	9.31613e-08	9.86786e-05	2.60453e-07	3.99058e-07	0.000739482	0.000198832	0.000197432	0.000247331	5.01872e-05	0.00131463	0.00187731	0.0029923	0.00408814	0.00228195	0.00264753	0.00231887	0.000788658	0.000887781
d3_5	0.0029007	0.00628615	0.00401078	0.00443527	0.00163483	0.000576392	9.93832e-05	2.20526e-07	2.75788e-07	1.40839e-07	2.07942e-05	0.00029604	0.000295843	1.07576e-07	5.61733e-07	3.03964e-05	1.67393e-07	0.000690599	0.000296034	3.32519e-07	1.32197e-07	3.07802e-07	3.03542e-05	0.000444748	6.84422e-08	0.000474794	0.000443805	0.000295928	1.44334e-07	0.000888045	0.000495426	0.000355471	0.000394346	0.000425549	0.00234872	0.00158055	0.00143232	0.00389816	0.00213327	0.00251617	0.00167587	0.000690515
d3_6	0.00755882	0.00725131	0.00508667	0.00374001	0.00311502	0.000428565	0.00032732	5.01672e-05	0.000444562	2.14589e-07	3.09852e-07	1.87236e-07	0.000542229	0.000178165	0.000395144	9.27482e-08	4.93026e-05	1.12673e-07	9.87307e-05	0.000444299	0.000295986	9.86142e-05	0.00044388	1.73755e-08	2.10346e-07	3.3486e-07	4.98188e-05	0.000524187	0.000227683	2.50508e-07	7.89743e-05	3.03875e-05	0.000296388	0.0007019	0.00172693	0.00167691	0.00315918	0.00271366	0.00147871	0.00152922	0.00207159	9.85805e-05
d3_7	0.00401848	0.0053622	0.00610306	0.00413127	0.00248211	0.00103912	0.00111471	0.000641845	4.98133e-05	0.000295802	0.000592251	4.94019e-05	9.86495e-05	1.69513e-09	0.000148015	0.000247155	1.33121e-07	0	9.87163e-05	0.000197173	0.000296954	0	0.000295849	7.63737e-08	0.000739354	0	2.9265e-08	3.22379e-08	0.000394322	6.91914e-10	0.000148582	7.49445e-09	0.000524897	0.000917418	0.00167642	0.000592963	0.00202148	0.00113488	0.00162767	0.00128155	0.00138013	0.000591483
d3_8	0.00504132	0.00711502	0.00321542	0.00365847	0.00377581	0.00138517	0.000543567	0.000690654	0.000394832	7.73065e-08	0.000394367	2.539e-08	4.93366e-05	1.23166e-07	4.77458e-08	6.0445e-08	9.87178e-05	1.68385e-07	0	0.000148471	0.000739914	9.85805e-05	0	3.35612e-07	9.86028e-05	4.23513e-08	0	9.85805e-05	4.99842e-05	0	5.0078e-05	0	4.02019e-08	0.000197712	0.000888325	0.00121305	0.00226844	0.00197312	0.00308619	0.00177445	0.00335225	0.000295741
d3_9	0.00335974	0.00416215	0.00504915	0.00377396	0.00324519	0.00134495	0.000789994	5.03592e-05	0.000346146	6.58041e-08	0	6.23088e-08	5.98765e-08	9.85805e-05	0	9.85805e-05	1.78879e-07	0.000443612	0.000147871	0	0	4.92902e-05	0	0.000295741	6.80179e-08	0.000917481	6.96019e-08	0.000148555	9.85805e-05	0	0.000986958	0.000128739	0.00108531	0.00138129	0.000592076	0	0.000227772	0.00172551	0.00374634	0.00197179	0.000986054	0.00128155
