	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0233072	0.0156754	0.0121875	0.00708382	0.0080979	0.00508039	0.00481054	0.00288275	0.00207339	0.00151136	0.00079635	0.000204923	0.000357719	0.000101996	5.1201e-05	0.000102173	0	0	0
d2_1	0.0189441	0.0140533	0.00990937	0.00801926	0.0125525	0.00810681	0.00538983	0.00610912	0.00532164	0.00390247	0.00314586	0.00331672	0.00181748	0.00178511	0.00120292	0.000459019	0.000407535	0.000407404	0	0
d2_2	0.008433	0.00668316	0.00860069	0.00717427	0.00756912	0.00535513	0.00563099	0.0066629	0.00426442	0.00604414	0.0062526	0.00470443	0.0039241	0.0025291	0.00219131	0.000713639	5.09617e-05	0.000305553	0.000764321	0
d2_3	0.00425349	0.00361212	0.00280175	0.00294827	0.00517854	0.00383835	0.00702865	0.00559407	0.00382124	0.00377792	0.00467359	0.00449956	0.00268413	0.00499392	0.00219182	0.00163008	0.0012225	0.00107009	0.000305553	0
d2_4	0.00169466	0.00212669	0.00170266	0.00301228	0.00297975	0.00454971	0.00348383	0.0037061	0.00273789	0.004654	0.0041831	0.00375205	0.0021416	0.00259941	0.00308811	0.00203741	0.000814977	0.00162969	0.000305553	0
d2_5	0.00191059	0.00176724	0.00105762	0.000924629	0.00185171	0.00180021	0.00242127	0.000411879	0.00146155	0.00239954	0.00298973	0.00374096	0.00188538	0.00321114	0.00269946	0.00117179	0.00152814	0.000611118	0	0
d2_6	0.000901085	0.00127144	0.000852436	0.000803117	0.000564799	0.00153104	0.00112476	0.00149132	0.00125566	0.0014282	0.00377227	0.00431091	0.00371948	0.00369868	0.00306713	0.0016301	0.00132429	0.00112116	0.000305553	0
d2_7	0.0005448	0.000904798	0.000680942	0.000859904	0.000992773	0.000643547	0.000614157	0.000867198	0.0007144	0.00356658	0.00215194	0.00203936	0.00339397	0.00249735	0.00229297	0.00130513	0.00152793	0.000407404	0.000815208	0.00030567
d2_8	0.000549316	0.000378074	0.00179221	5.45382e-05	3.26004e-05	0.00102025	0.00173303	0.000948806	0.000510908	0.000917005	0.000510076	0.00174387	0.000866578	0.00161022	0.0019355	0.00198685	0.000305553	0	0.000611106	0
d2_9	0.000509675	0.000769167	0.000263299	5.42786e-05	0.000561951	0.000236289	0.000408991	0.000407485	0.000255562	0.00150867	0.000845882	0.000712957	0.000916837	0.00112079	0.00137572	0.00208863	0.000408059	0.00050953	0	0.000305553
d2_10	6.29051e-05	0.000550195	0.00127855	0.000869564	2.13122e-06	0.000102751	0.000510324	0.000458373	0.000458608	0.000387934	0.00091707	0.000815063	0.0010189	0.000540317	0.000611247	0.000765052	0.00147732	0	0	0
d2_11	0.000600141	0.000263308	0.00032747	0.000982371	5.28717e-05	0.000316785	0.000153664	0.000101921	0	1.99293e-07	0.00145709	0.00112097	0.00157928	8.2038e-05	0.000712967	0.000866039	0.000407404	0.00101851	0	0
d2_12	0.000567389	0.000263071	0.000137868	5.30863e-05	0.000510144	0.000327363	0.000255531	2.22803e-07	2.52818e-07	0.000305554	0.000814834	0.000764667	0.00106969	0.000611347	0.000611106	0.000611106	0.000611106	0.00101875	0.00030565	0
d2_13	0.000106822	0.000211649	0.000258583	0.00013524	0.000286699	0.00040814	0.000306115	5.12615e-05	3.08131e-05	0.000407687	7.11971e-08	5.71641e-08	0.00162969	0.000611106	0.000713086	0.000712964	0.000458521	0	0	0
d2_14	4.03751e-06	0.000187996	5.27437e-06	0.000666293	0.000511229	7.79693e-07	0.000154254	0.000407567	0.000305737	0.0003566	0	0.000305896	0.00071298	0.000305553	0.00101868	0	0	0	0	0
d2_15	0.000156463	0.000190014	2.97372e-06	0.000155263	8.3223e-05	0.00010277	2.98977e-07	4.81982e-08	0.000102072	9.50333e-08	0	0	0.00045842	0	0	0	0.000611106	0	0.000407486	0
d2_16	1.69246e-06	0.000237151	0.000106727	0.000155584	2.13384e-06	1.86113e-06	0.000305947	5.16631e-05	0.000815416	0.000153266	0	0	0	0	0	0.000305553	0	0	0	0
d2_17	2.04228e-06	2.50695e-06	0.000157014	0.000338965	5.20569e-05	3.17289e-05	0.000102357	1.28754e-07	5.10342e-05	0	0.000407404	0.000305553	2.21203e-07	0	0.000305553	0.000305553	0	0	0	0.000305553
d2_18	2.24371e-05	0.000460793	2.94799e-06	0.000207213	0.000134284	0.000459269	5.18102e-05	3.07729e-05	0.000102213	0.000102373	1.27691e-08	2.14369e-08	3.66093e-07	0.000814983	0	0.000305553	0	0	0	0
d2_19	0.000102795	0.000409856	0.000647268	0.00135789	0.00117448	1.25974e-06	0.000489245	8.25282e-07	0.00040759	0.000102037	0	7.74914e-08	0.000101969	0.000407404	5.27653e-08	0.000641907	0.000865992	0	0	0
d2_20	0.000154114	0.000185785	0.000155896	0.000155388	0.000103853	5.12587e-07	0.000204893	5.02798e-07	0	0.000132879	0.000152937	6.59112e-05	9.26499e-09	0	0.000152776	0.000101851	0.000305553	0	0	0.000305553
d2_21	0.00045987	5.43532e-05	0.000164919	0.000726565	0.000205131	5.96457e-07	5.21826e-05	4.14792e-07	3.57079e-08	0	2.69761e-07	0	1.15372e-07	0	0	0	1.12885e-07	0	0	0
d2_22	0.000184078	0.000154818	8.47327e-05	0.000714608	0.00112373	0.000103026	0.000611836	5.36862e-07	0.000153198	3.25322e-08	1.98706e-07	0.000305553	1.74567e-07	0.000458329	9.84925e-08	0.000611106	0.000916659	0.000305762	0.000305599	0
d2_23	2.75782e-07	8.30087e-05	0.000156249	2.39079e-06	0.00040843	0.000204759	0.000795056	7.75181e-08	1.10641e-07	1.12418e-07	0.000132991	1.67927e-07	0	1.46218e-07	0.000407404	0	0	0	0.000305553	0
d2_24	0.000459101	0.000102787	3.25452e-05	3.2534e-05	0.000716046	0.000459725	4.53084e-07	2.76632e-07	0.00045891	0.000306027	3.1113e-07	5.11448e-08	0	1.08244e-08	3.33151e-08	0	0.000407556	0	0	0
d2_25	2.66853e-08	0.000103215	3.17363e-05	0.000154008	0.000562428	0.000204569	0.000102336	5.39134e-07	2.37059e-07	0.000204508	0.000101851	0.000611579	1.1773e-08	0.000458687	2.28861e-07	0	0	0	0	0
d2_26	3.1086e-05	0.000305868	1.27554e-06	0.000867184	0.000154604	0.000286061	2.7688e-07	0.00038813	0.000183908	1.51281e-07	5.98781e-08	5.0948e-05	0	0	0	0	0	0	0.000101851	0
d2_27	2.7218e-07	2.10368e-07	0.000256527	0.000379706	0.000511682	0.00120397	0.000489731	0.00115173	0.000306569	0.000102296	0.00040772	0.000560252	0.000305611	0	0	0.000458462	0.000305812	0.000101944	0	0
