	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0309853	0.0169127	0.0110719	0.0117621	0.0110395	0.00672392	0.00344264	0.00268254	0.000571682	2.06749e-07	0	0	0	0	0	0	0	0	0
d3_1	0.0118591	0.0114322	0.0114168	0.00934102	0.0101476	0.00713713	0.00485407	0.00510796	0.00213201	0.000415973	3.15292e-05	0.000104016	0	0	0	0	0	0	0	0
d3_2	0.00490459	0.00655974	0.00631879	0.00919208	0.006978	0.00637559	0.0054047	0.00377819	0.00240286	0.00175722	0.000375062	5.2175e-05	0.000467592	0	0	0	0	0	0	0
d3_3	0.00309756	0.00487593	0.00843191	0.00696009	0.00756846	0.00559751	0.00720751	0.00490254	0.00315508	0.00317031	0.00130008	0.000707109	0.000311654	0.000311645	0	0	0	0	0	0
d3_4	0.00184396	0.00418847	0.00612713	0.00637951	0.0107126	0.00779642	0.00434172	0.00378235	0.00575145	0.00271672	0.00244316	0.00109187	0.000311711	0	3.10049e-08	0	0	0	0	0
d3_5	0.000339964	0.00306828	0.00526409	0.00394084	0.00580989	0.00735589	0.00567275	0.00580992	0.00505666	0.00338096	0.00266212	0.000936082	0.000415996	0.000311747	0.000104	0	0	0	0	0
d3_6	0.000476959	0.00137193	0.00369625	0.0056408	0.00460383	0.00509737	0.00772176	0.0042216	0.00492163	0.0036951	0.00369065	0.00130061	0.000831882	0.000727553	0.000103882	0	0	0	0	0
d3_7	0.000160639	0.00142453	0.00270175	0.00339106	0.00424046	0.00601202	0.00480835	0.00786704	0.00375108	0.00426498	0.00340973	0.00176892	0.00129948	0.000571747	0.000467836	0	1.59833e-07	0	0	0
d3_8	2.21986e-06	0.000853226	0.000632223	0.00250873	0.00254509	0.00420297	0.00563182	0.0046799	0.00605699	0.00672372	0.00463842	0.00364464	0.0014877	0.000707907	0.00216138	0.000519613	0	0	0	0
d3_9	0.000104306	1.42884e-06	0.000368888	0.00141056	0.00279759	0.00307719	0.00435548	0.00586967	0.00420533	0.00299769	0.00590904	0.00187143	0.00343053	0.0024738	0.00119524	0.00103882	0.000311645	0	0	0
d3_10	0	9.6877e-07	0.000522352	0.00196004	0.00243146	0.0024718	0.00570445	0.00283596	0.00429978	0.00416112	0.00419162	0.00374363	0.00161195	0.0044475	0.00176649	0.000934935	0.00103895	0.000311645	0	0
d3_11	0	5.5435e-07	3.2455e-05	0.000731488	0.00196191	0.00221052	0.00362399	0.00414283	0.0024202	0.00538746	0.00401549	0.00369205	0.00419045	0.00337678	0.00198556	0.00161017	0.000779344	0	0	0
d3_12	0	0	5.23675e-05	5.39184e-05	0.000552606	0.00258187	0.000859453	0.002084	0.0044693	0.00523125	0.00571901	0.00653036	0.00285956	0.00338975	0.00238986	0.00103918	0.00135061	0.000311645	0.000519408	0
d3_13	0	0	0	6.73378e-07	0.000104675	0.000500039	0.00159426	0.00178132	0.00240511	0.00438021	0.00429604	0.00373606	0.00576862	0.00372105	0.00358447	0.00244209	0.00171405	0.00164162	0.000623352	0
d3_14	0	0	7.91208e-08	5.24721e-05	3.15511e-05	0.00041845	0.00138366	0.00119749	0.00119776	0.00369225	0.00372433	0.00526043	0.00294271	0.00472745	0.00348131	0.00223375	0.00348073	0.00181793	0.00062329	0.000311645
d3_15	0	0	0	0	2.17477e-08	0.000261242	0.000415887	0.000864274	0.000833441	0.0021653	0.0028072	0.00450224	0.00555927	0.00369266	0.00410464	0.00275343	0.00135046	0.0022854	0.00135046	0
d3_16	0	0	0	0	0.000104236	2.77491e-07	2.28706e-07	0.000520499	0.000810982	0.00317312	0.00247478	0.00561376	0.00306601	0.00301459	0.00434312	0.0065782	0.00394783	0.00249336	0.00166215	0.00062329
d3_17	0	0	0	0	3.91481e-07	0	0.000488884	0.000467881	0.000395192	0.00138353	0.00301425	0.00299445	0.00363749	0.00413698	0.00325306	0.00446799	0.00316891	0.00353299	0.00238948	0.000934935
d3_18	0	0	0	0	0	0.000155848	0	0.000311645	0.000155964	0.000499882	0.00176673	0.0017676	0.00301388	0.00377291	0.00353329	0.003585	0.00410394	0.00316963	0.00280503	0.00124658
d3_19	0	0	0	0	0	0	0	0	5.58324e-09	0.000156066	0.000572234	0.00200679	0.00275371	0.00384531	0.00519577	0.00579828	0.00488287	0.00529851	0.00555768	0.00384382
d3_20	0	0	0	0	0	0	0	0	0	0	0.000415879	0.00226467	0.00265039	0.0046761	0.00569424	0.00607841	0.00571496	0.0069086	0.0107008	0.0103884
