	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0197555	0.00246732	0.000144474	4.72717e-06	5.09545e-07	3.34736e-07	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0726718	0.0258984	0.00970063	0.00349198	0.000179229	2.0386e-06	2.17871e-07	1.8439e-08	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.0486026	0.0298608	0.0109057	0.00298581	0.000998877	0.000443114	3.32332e-07	5.12647e-07	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0308487	0.0243119	0.00933414	0.0043882	0.00170783	5.80232e-06	2.42942e-06	3.50083e-07	7.89569e-09	1.78026e-07	0	0	0	0	0	0	0	0	0
d2_4	0.0144574	0.0210155	0.0102869	0.00468491	0.00192463	0.000441964	0.000872098	0.000979861	2.21247e-07	4.01777e-09	0	0	0	0	0	0	0	0	0
d2_5	0.00916962	0.012611	0.007335	0.00391587	0.0014856	0.00140017	0.00021534	9.39744e-07	6.43674e-08	1.00822e-07	0	0	0	0	0	0	0	0	0
d2_6	0.00742046	0.0118074	0.00851409	0.0043092	0.00255013	0.000551864	0.000785793	1.61833e-06	0.000109653	0.000435275	0	0	1.71235e-08	0	0	0	0	0	0
d2_7	0.00519306	0.00893964	0.00518439	0.00651644	0.00146145	0.000517538	0.00114629	1.38679e-06	7.28485e-07	3.42896e-07	1.17491e-08	0	0	0	0	0	0	0	0
d2_8	0.00217996	0.00393535	0.00400757	0.00238299	0.00298065	0.00134674	0.000656511	0.000437483	0.000436647	0.000327011	9.99575e-10	2.30267e-08	0	0	0	0	0	0	0
d2_9	0.00123158	0.00335837	0.00363077	0.00202265	0.00173101	0.00159465	0.000201466	0.000328563	1.72536e-06	5.54061e-05	5.53966e-08	0	1.5588e-07	0	0	0	0	0	0
d2_10	0.000436488	0.00196199	0.00370453	0.00303006	0.000530603	0.000581599	0.000547024	0.000328438	1.59914e-06	1.03042e-06	2.79421e-08	0.000435387	0	0	0	0	0	0	0
d2_11	0.000326271	0.000741303	0.00125752	0.00215859	0.00275267	0.00150671	0.0006011	0.00106917	0.000198236	1.11458e-06	3.74791e-07	1.87705e-07	0.000109268	0	0	0	0	0	0
d2_12	8.42208e-08	0.000349748	0.001798	0.00201587	0.000874444	0.00163452	0.00158141	0.000167004	0.000850792	7.11218e-07	5.4932e-05	0.000108985	2.26296e-07	0	1.10564e-08	0	0	0	0
d2_13	0	6.11958e-07	0.0010349	0.000384292	0.00161295	0.00032998	0.00183042	0.000654732	0.000742578	8.017e-07	0.000164665	5.08979e-07	1.99444e-07	0	3.32319e-08	0	0	0	0
