	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0229719	0.0109293	0.0103905	0.00841302	0.00567784	0.00453952	0.00331325	0.00146235	0.00043445	0.000100139	0.000251926	0	0	0	0	0	0	0	0
d3_1	0.014668	0.0184139	0.0119266	0.0111388	0.0077838	0.00639185	0.00883699	0.00485392	0.00276416	0.00100585	0.00091432	0.000451318	0	0	1.71918e-07	0	0	0	0	0
d3_2	0.00890523	0.014049	0.00883047	0.00808605	0.00782247	0.00735668	0.00412577	0.00340676	0.00301399	0.00124048	0.0012656	0.000512731	0	0	0	0	0	0	0	0
d3_3	0.00289179	0.00600324	0.0101284	0.0101534	0.00889198	0.00620601	0.00530446	0.0058885	0.00461175	0.00221046	0.00145389	0	0.000150436	0	0	0	0	0	0	0
d3_4	0.00180267	0.00361219	0.00534878	0.0107983	0.00489188	0.0066705	0.00371743	0.00595312	0.00474119	0.00323185	0.0021022	0.00120555	0.00145268	0	0	0	0	0	0	0
d3_5	0.000909102	0.00323935	0.00380523	0.00513361	0.00563424	0.00683522	0.0046744	0.00600131	0.00468606	0.00319029	0.00206634	0.000854367	0.000300391	0.000300578	0	0	0	0	0	0
d3_6	8.90943e-05	0.00249903	0.00245858	0.0045221	0.00583845	0.00661251	0.00594116	0.00519007	0.0048653	0.00305144	0.00316882	0.00248714	5.27396e-09	0.000902681	0.000450587	0.000400522	0.00015096	0	0	0
d3_7	0.000554584	0.000994848	0.00224055	0.00392068	0.00470354	0.0040218	0.00682212	0.00667228	0.00649342	0.00390749	0.00492606	0.00296995	0.00225473	0.00050082	0.000150904	0.000700913	0.000150695	0	0	0
d3_8	0.000502744	0.000153039	0.00230865	0.00243829	0.0033276	0.00291133	0.00390619	0.0037464	0.00612742	0.006522	0.00470926	0.00296198	0.000934188	7.34678e-07	0.000551421	0.000201786	0	0	0	0
d3_9	1.92993e-07	3.33637e-05	0.0008413	0.00159104	0.00405169	0.00480334	0.00564636	0.00201018	0.0041765	0.00621031	0.00205814	0.00338941	0.00550306	0.00225614	0.00100193	0.000601088	0.000300391	0	0	0
d3_10	0	0.000151294	0.000536052	0.0015719	0.00243058	0.00268366	0.00462673	0.00528749	0.0050726	0.00429634	0.00410629	0.00421103	0.00402187	0.00320481	0.00163325	0.00120157	0.000901344	0.000300391	0	0
d3_11	0	3.60225e-08	0.000100588	0.000836298	0.00131728	0.00199187	0.00307743	0.00783025	0.00431452	0.00153911	0.00589786	0.00304398	0.00115303	0.00335598	0.00375706	0.00200261	0.000801044	0.000300391	0	0
d3_12	2.94724e-07	2.93754e-08	0.000101607	0.000203511	0.000535547	0.000665994	0.00100733	0.000909515	0.00282583	0.0053072	0.00604426	0.00504616	0.00281854	0.00245829	0.00118333	0.00140183	0.000901174	0.0010013	0	0.000300391
d3_13	0	0	0.000151758	0.000101814	0.000752871	0.000452221	0.000955976	0.00322397	0.00290881	0.00509662	0.00509612	0.00419092	0.00496341	0.00576476	0.0024356	0.00205349	0.00210373	0.000801044	0.000400522	0.000300391
d3_14	0	0	0	4.89065e-07	0.000551784	0.000501532	0.000701936	0.000351953	0.00263875	0.00389316	0.00354144	0.00422205	0.00338846	0.00479233	0.00420851	0.00380862	0.00220287	0.000901174	0.00140183	0
d3_15	0	0	0	0	9.00024e-07	0.000180938	0.000451566	0.000652328	0.000904198	0.00230942	0.0035111	0.00360698	0.00370798	0.0031573	0.00380812	0.00315691	0.00250392	0.00125163	0.0013017	0.000300391
d3_16	0	0	0	0	5.07046e-05	0.000100888	0.000252341	0.00155279	0.000802479	0.00130435	0.00396245	0.00452171	0.0038064	0.00260825	0.00363713	0.00238733	0.00533782	0.00265347	0.00110143	0.000300391
d3_17	0	0	0	0	0	0	2.06635e-07	0.00010013	5.14512e-05	0.00198828	0.00170413	0.00325661	0.00433917	0.00350647	0.00456009	0.00495793	0.00555936	0.00425562	0.00330491	0.000901174
d3_18	0	0	0	0	0	0	0	0.000100349	0.000400858	0.000600783	0.00125249	0.00255574	0.00148377	0.00275532	0.00425629	0.00398788	0.00360592	0.00310447	0.00685894	0.00350523
d3_19	0	0	0	0	0	0	0.000150718	0	0.000400943	0.000702486	0.000550724	0.00205526	0.00315667	0.00500894	0.00425888	0.00480984	0.00520925	0.00555828	0.00811115	0.00450625
d3_20	0	0	0	0	0	0	0	0	0	5.06359e-05	0	0.000400522	0.00200377	0.00250428	0.00270482	0.00445643	0.00470675	0.00410616	0.00731131	0.0103138
