	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0288226	0.0136645	0.0121739	0.00938826	0.00436422	0.00419137	0.0043422	0.00280886	0.00146048	0.00198003	0.000908816	0.00139166	0.00063408	9.94291e-07	0.00017626	0	0	0	0
d2_1	0.0460075	0.019224	0.0129381	0.0127791	0.0139996	0.00986278	0.00801389	0.00570021	0.00767735	0.00364318	0.00528317	0.00212804	0.00153833	0.00170483	0.00105084	0.00194414	0.000291431	0	0	0
d2_2	0.00682114	0.0074589	0.00686733	0.00823347	0.00639844	0.00683908	0.00655931	0.00659365	0.0087638	0.00525481	0.00778611	0.00474827	0.00417129	0.00306421	0.00270368	0.00184596	0.000874497	0.000582487	9.70811e-05	0
d2_3	0.00184084	0.0021684	0.00414762	0.00461359	0.00540121	0.0061991	0.00445981	0.00646716	0.00604441	0.00785427	0.00398495	0.00620395	0.00401694	0.00597875	0.00362582	0.00347907	0.00172959	0.00136029	0.000582487	0
d2_4	0.0022839	0.00107741	0.00123989	0.00261378	0.00191126	0.00233552	0.0025358	0.00364311	0.00389526	0.00351351	0.00516202	0.0042409	0.00401342	0.00378883	0.0024779	0.00184787	0.00106876	0.000388918	9.70811e-05	0.000388738
d2_5	0.000674757	0.000972663	0.000591321	0.00160884	0.00184153	0.00215205	0.00126474	0.00308361	0.00184714	0.00250772	0.00398361	0.00338235	0.00344995	0.00320656	0.00320649	0.00199136	0.0021359	0.00087373	0.000874068	0
d2_6	0.000492879	0.000686936	0.000492101	0.000469092	0.000439139	0.000225111	0.00139074	0.000903448	0.00111694	0.00248823	0.00170102	0.0024582	0.00364497	0.00165185	0.00242786	0.00072872	0.00145713	0.000970811	9.7501e-05	0
d2_7	0.000193512	0.000190159	5.47496e-05	0.000442046	9.98088e-05	0.000225176	0.000388886	0.00184605	0.00038851	0.000728401	0.000388462	0.000777506	0.000583476	0.00160284	0.00165106	0.000680088	0.00126321	0.000874101	0	0
d2_8	9.32568e-05	6.18687e-05	0.0010778	0.000764981	0.000370928	0.00014694	9.74541e-05	1.89511e-07	7.18639e-07	9.74199e-05	0.000582526	0.000437503	0.000485916	0.000825766	0.000582487	0.000388388	0.000291243	0.000291243	0.000291243	0
d2_9	1.00115e-05	5.98064e-05	0.000589851	0.000548999	3.18226e-05	0.000388942	6.06769e-07	2.52576e-09	0.000175504	1.20448e-07	0.000291319	9.73187e-05	0.000291329	0	0.000291243	0.000680243	0.000388829	0	9.70811e-05	0
d2_10	5.40866e-06	0.000692074	0.000184481	0.000488708	1.58283e-06	0.000195864	0.000826291	9.73455e-05	0.000291303	0.000582759	0.000291582	0.00038847	0.000679766	0.000291358	0.000291243	0.000679815	0.000582487	0	0	0
d2_11	0.000260731	0.000574116	0.000569418	5.2151e-05	5.10584e-05	3.06585e-05	0.000243358	3.0693e-09	1.08756e-07	3.83976e-08	0	9.70811e-05	0.000388888	0	0	0	0.000291243	0	0	0
d2_12	0.000150219	0.000280976	0.000939596	0.000149684	9.86321e-05	0.000292654	0.000728774	9.70894e-05	0.000291407	4.32651e-08	0.000291243	5.00463e-07	0.000291243	0.000583112	9.73751e-05	0	0	0	0	0
d2_13	0.000391634	3.47946e-05	0.000637545	2.51713e-06	1.65282e-06	8.85311e-07	0.000175903	4.97781e-05	5.11131e-07	1.05772e-06	1.38058e-07	4.93198e-05	0	0	0.000145859	0	0	0.000436935	0.000291243	0
d2_14	2.85142e-06	0.000523379	0.000103951	2.67257e-06	9.895e-05	1.15419e-06	2.04937e-05	9.75812e-05	9.74455e-05	9.7684e-05	0	0.00072882	0.000388325	1.9968e-07	2.96183e-05	0.000291243	0	0.000291243	0	0
d2_15	2.91656e-06	8.22174e-05	0.000297071	3.13576e-06	0.000150016	3.10743e-05	0.000438314	3.41425e-07	3.16e-07	0.000437396	3.42599e-08	0.000582487	0	0.000339784	0.000485557	0.000388367	0.000291243	0	0.000583096	0
d2_16	0.000176943	0.00010292	0.00011215	3.96141e-06	3.15604e-05	1.02403e-06	2.12081e-07	9.7354e-05	0.000175148	0.000292142	7.10057e-07	0	4.85406e-05	9.70811e-05	0	0	0.000728282	0	0	0
d2_17	6.02688e-07	0.000536835	0.000568632	0.000586801	9.98859e-05	0.000389434	0.000292795	8.84785e-08	4.95139e-05	0.000437162	5.70451e-08	0.000436964	0	0.000728109	9.71329e-05	0	0	0	0	0
d2_18	2.48584e-06	3.26931e-05	0.000228425	0.000519245	0.000536378	0.00014762	0.00043798	8.91329e-08	0.000146049	0	1.45126e-07	5.71639e-08	0	0	4.85461e-05	0.000679568	0.000582611	0.000291243	0	0
d2_19	7.10519e-07	2.81739e-06	0.000392391	0.000508623	5.14443e-05	4.9165e-05	2.93915e-07	0.000584654	9.76149e-05	0.000292499	0.000145927	0	0	0	9.70811e-05	0	0.000291243	0	0	0
d2_20	5.07634e-05	0.000442056	5.045e-05	2.67689e-06	0.000439897	0.000157698	8.79649e-07	0.000127011	0.00024363	0.000175871	3.00374e-05	1.03535e-07	0	0	0.000437032	0.000291243	0	0	0.00038881	0
d2_21	2.9515e-07	0.000292419	0.000100538	8.19328e-05	0.000459075	0.000564816	4.45535e-07	4.83884e-07	4.04941e-07	1.89655e-07	0	0	0	0	0	0.000485568	2.94395e-07	0	0.000291424	0
d2_22	5.54533e-08	1.4366e-06	1.02108e-06	0.000664665	1.12789e-06	0.000420128	9.96562e-05	0.000145667	9.72435e-05	1.59932e-07	0.000388531	0.000145656	0.000291376	9.70811e-05	0	9.77921e-05	0.000291243	0.000291243	0	0
d2_23	1.25555e-07	0.000225746	0.000439686	0.00100568	0.000923981	1.00304e-06	6.97222e-07	1.21708e-07	1.19717e-07	9.74898e-09	2.56777e-07	0	0	0.000291243	0	0.000291243	0.000291243	0	0	9.70811e-05
d2_24	6.86742e-09	4.60965e-07	0.000177762	9.86789e-07	0.000197143	5.06299e-05	0.000729519	4.96551e-05	0.000536844	7.88691e-09	0.000291293	8.90377e-09	0	0.000145622	0.000388325	0	0.000291243	0.000291243	0.000291243	0
d2_25	0	1.11026e-06	1.65246e-06	0.000731846	1.58126e-06	3.15404e-05	0.000147986	9.85772e-05	5.56075e-07	5.20722e-08	0.00038844	7.28851e-08	9.72335e-05	9.70811e-05	0	0	0	0	0	0
d2_26	5.36023e-07	0.000829907	0.000146637	0.000646407	0.000536059	0.000438039	0.000390192	0.000166832	0.000904923	4.48311e-08	0.000291863	8.38395e-08	0	0.000291243	4.68366e-08	0	0	0	0	0
d2_27	1.77484e-07	7.96299e-05	0.000439587	1.65079e-06	0.000617077	9.85206e-05	0.000147952	0.000467389	0.000291686	9.737e-05	7.4848e-08	3.56399e-10	0	0	0	9.74796e-05	6.50121e-08	0	0.000291243	9.73248e-05
d2_28	1.46653e-08	0.000467098	0.000390066	1.54659e-06	1.59054e-06	0.000176876	9.83026e-05	0.000129007	3.46293e-07	6.81214e-07	1.72136e-07	4.94013e-05	0	0	0	9.70811e-05	0	0.000388325	0	0.000291243
d2_29	8.01759e-08	1.14439e-07	0.000147461	3.18458e-05	1.1788e-06	0.000148008	0.000857094	0.000536544	0.000322159	0.000486102	0	0	0	0.000680303	0.000291315	0	0	0.000582487	0	0
d2_30	5.09128e-08	0.000177424	0.000227121	0.000498021	0.000167517	5.21045e-05	0.000178126	0.000517701	0.000196485	0.000369927	3.32256e-07	0.000146475	0	9.73229e-05	0	0	0	0.000388325	0.000291243	0
d2_31	0	0.000147307	1.13594e-06	0.000956845	0.000984798	0.000808794	0.000390631	0.000925473	0.000467029	0.000371921	0.00082684	0.000388325	0.00017552	0.000582487	0	0	0.000388325	9.71703e-05	0.000291243	0
d2_32	0	0.000175613	0.000146809	0.000390238	0.000878681	0.000861235	0.000197589	0.000761085	7.946e-05	0.000632715	4.85363e-08	0.000225116	0.000145707	0	0.000291243	0	0.000291243	0.000291243	0	0
d2_33	4.69359e-08	0.000466614	0.000643428	0.000828943	0.000615012	0.00139405	0.00100465	0.000984709	0.00065357	0.000536762	0.000108195	3.0598e-05	0.000194282	0.000145802	0.000243338	0.000291601	0.000291243	0.000582487	0	0
d2_34	3.8486e-08	9.81521e-05	0.00131581	0.00176367	0.00144631	0.00261217	0.00236645	0.000960469	0.00139414	0.000681643	0.000925268	0.000730273	0.00184533	0.000291243	9.76908e-05	2.95654e-07	0.000291297	0	0	0
d2_35	0	0.000146625	0.00204527	0.00259458	0.00114247	0.00440392	0.00255498	0.00413659	0.00249066	0.00184843	0.00241996	0.00150677	0.00082595	0.000970811	4.85406e-05	0.000584086	0.000291243	0.000388325	0.000291243	0.000291243
d2_36	9.7931e-05	0.00150916	0.00158753	0.00408116	0.00326845	0.00451802	0.00346764	0.00436102	0.00389826	0.00398741	0.00219599	0.00189639	0.00179662	0.000776649	0.00116519	0.00126205	0.00111717	0.000388325	0.000388325	0.000291243
d2_37	0.000291243	6.02599e-05	0.000655651	0.00291851	0.00269252	0.00324469	0.00666513	0.00543427	0.00463084	0.00399432	0.00332703	0.00333608	0.00209963	0.00170003	0.00121418	0.00131064	0.00131111	0.000582487	0.000533946	0.00116501
d2_38	0	0.00112038	0.00199736	0.00298223	0.00453767	0.00447497	0.00550519	0.00487604	0.00592866	0.00305757	0.0063639	0.0035081	0.00271927	0.00294523	0.00417516	0.00267059	0.00252411	0.00174746	0.000970811	0.000776927
d2_39	0	0	0.00154992	0.00124926	0.00299936	0.00275413	0.00424414	0.00409415	0.00345368	0.00587824	0.00342941	0.00626556	0.00347798	0.00281535	0.00393267	0.00242703	0.00368993	0.00213579	0.00339784	0.00232995
d2_40	0	9.78522e-05	0.000127794	0.000730105	0.00199415	0.00102342	0.00106892	0.00136314	0.00148907	0.0035924	0.00311143	0.00344718	0.00315676	0.00369057	0.00427326	0.00533986	0.00538835	0.00509677	0.00883438	0.0088348
d2_41	0	0	0	0	4.92115e-05	0	0.000583936	0.00126291	0.000388325	0.000923114	0.000680052	0.00126308	0.00184511	0.00165038	0.00155388	0.00398082	0.00466074	0.00388325	0.00961189	0.00524238
