	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0177627	0.00222838	0.000532759	5.03187e-06	3.43284e-07	1.9976e-07	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0775232	0.0182018	0.00559242	0.000257266	0.000546191	3.41021e-06	6.76136e-07	3.50974e-08	1.91325e-08	0	0	0	0	0	0	0	0	0	0
d2_2	0.0502972	0.017034	0.0102132	0.00319584	0.000663751	0.000449849	2.31486e-06	1.5875e-07	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0336885	0.0201457	0.00990792	0.00447959	0.000803716	0.000842269	0.000114363	3.36334e-07	1.19045e-08	0	0	0	0	0	0	0	0	0	0
d2_4	0.0203199	0.0157945	0.00873309	0.00362005	0.00150398	0.00115459	0.00011599	7.42426e-07	5.77658e-07	5.66182e-05	0	0	0	0	0	0	0	0	0
d2_5	0.0115599	0.0152872	0.0103722	0.00314117	0.00357718	0.00112535	0.00028405	7.98616e-07	3.95162e-07	3.32557e-08	0	0	0	0	0	0	0	0	0
d2_6	0.0108264	0.00836995	0.0107597	0.00658632	0.00277978	0.00186045	0.000618354	2.14917e-06	3.01005e-06	0.000111592	0	0	0	0	0	0	0	0	0
d2_7	0.00388992	0.0119953	0.00757007	0.00407976	0.00221518	0.000122947	0.000619086	0.000238664	2.07783e-06	8.33641e-07	1.11641e-06	0	0	0	0	0	0	0	0
d2_8	0.00217601	0.00521808	0.00739072	0.00475599	0.0030764	0.00231567	0.000509606	0.000463464	3.59985e-05	1.53631e-06	0.000166523	0	0	0	0	0	0	0	0
d2_9	0.00182187	0.00456976	0.00230396	0.00318931	0.00333322	0.000732263	7.96735e-06	0.000783318	0.000169607	9.52635e-07	3.00397e-07	1.97573e-09	0	0	0	0	0	0	0
d2_10	0.00117034	0.00178981	0.00167681	0.00166241	0.00285736	0.000955483	0.000618282	0.000396722	0.000115786	2.82859e-06	3.98433e-07	6.52105e-07	1.17456e-06	0	0	0	0	0	0
d2_11	0.000613513	0.0010912	0.0013408	0.00106694	0.00254887	0.000788953	0.00105059	0.000672269	2.10188e-06	3.09009e-06	8.48993e-07	3.62652e-07	0.000111015	0	2.32408e-07	0	0	0	0
d2_12	0.000778148	0.000778117	0.00100645	0.00106662	0.00167538	0.00152145	0.000679192	0.000340611	3.47498e-06	3.12017e-06	0.000367407	4.44921e-07	3.47427e-05	0	0	0	0	0	0
d2_13	1.634e-07	0.000891112	0.000536119	0.000337983	0.000597187	0.000988485	0.000928833	0.000119996	2.95771e-06	0.000316149	0.000500042	6.40781e-07	1.24945e-07	1.99839e-07	0	0	0	0	0
d2_14	0.000333387	7.74739e-08	0.00111461	0.000447127	0.000116841	0.0011072	0.00137638	0.000487468	5.02195e-06	0.000113504	0.000114328	0.000240379	6.70126e-07	0	0	0	0	0	0
d2_15	0	9.03845e-05	6.94038e-07	0.000778716	0.000449301	9.27524e-05	0.000341093	0.000427599	0.000839165	0.00100882	0.000204017	3.23808e-06	1.34536e-06	6.80206e-07	0	0	0	0	0
d2_16	0	2.95685e-07	1.10423e-06	1.3055e-06	0.000115383	0.000115009	0.0011868	0.00164862	0.000184388	6.22925e-05	0.000336602	1.72345e-06	0.000500934	5.61885e-05	3.54399e-08	1.28266e-08	0	0	0
d2_17	0	0	1.39122e-06	1.57964e-06	5.74997e-05	0.000615429	4.19504e-06	0.000449463	6.16646e-05	0.000540502	0.000114633	0.000225946	0.000535386	6.30883e-07	2.90836e-08	0	0	0	0
d2_18	0	0	0	0.000333105	0.000204308	5.77246e-05	0.000560178	0.000430371	6.10384e-06	4.80531e-06	5.81106e-05	3.34736e-06	8.09899e-07	1.03774e-06	9.8997e-07	0	0	0	0
d2_19	0	7.38795e-09	0.000333208	2.96409e-07	5.67686e-07	0.000471632	0.000114024	0.000448959	0.000446603	6.02858e-05	0.000202998	0.000202868	0.000169234	0.000114745	0.000200838	1.47465e-07	1.25216e-07	0	0
d2_20	0	0	1.0861e-07	5.02003e-08	9.86475e-07	1.43624e-06	0.00103891	2.86827e-06	2.59147e-06	0.000228252	0.000260222	0.000536687	0.00011589	2.25557e-06	8.77823e-07	4.06334e-07	1.00341e-06	3.43776e-05	0
d2_21	0	0	0	4.7203e-08	3.45317e-07	0.000170022	1.98742e-06	0.000591485	0.00017236	4.15471e-06	0.000106394	0.000284616	0.000980734	9.15084e-05	0.000203451	3.5409e-07	0	0	0
d2_22	0	0	0	0	0	5.70858e-05	3.41748e-05	0.000153339	2.75408e-06	3.44848e-06	0.000593756	0.000683671	6.09698e-05	0.000702734	0.000223312	5.22209e-07	0.000444632	0	0
d2_23	0	0	0	0	4.37145e-07	0.000200979	4.05802e-07	0.000336086	5.62978e-05	0.000115019	0.000296148	0.000339632	0.000391915	2.86201e-06	5.54289e-07	0.000502008	1.14815e-08	5.54923e-05	0
