	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0247996	0.00809076	0.00400147	0.00366644	0.00207163	0.00206847	0.000789567	0.00170398	0.00182208	0.000741061	0.00175568	0.00120372	0.00188767	0.00417465	0.00823445	0.013186	0.0104691	0.00428041
d3_1	0.0121149	0.00462645	0.00240441	0.00086935	0.000806085	0.000376356	0.000617599	0.0004941	0.000493447	5.01346e-06	0.000712719	0.00144625	0.00104172	0.00236388	0.0029368	0.0081967	0.00927306	0.00780384	0.00421905
d3_2	0.010985	0.00451079	0.00169863	0.00159482	0.000555305	3.75426e-06	0.000614351	6.41225e-05	6.42648e-05	0.000798118	0.000797253	1.04845e-06	0.000307293	0.00171381	0.00307092	0.00680183	0.01037	0.00927008	0.00391371
d3_3	0.0103734	0.00490451	0.00371269	0.000127164	2.70572e-06	4.85473e-06	0.000248503	2.13811e-06	2.84673e-06	2.12342e-06	0.000184746	0.0003081	0.00134736	0.000367858	0.00313253	0.00256923	0.00618837	0.00813448	0.00348563
d3_4	0.0120837	0.0120333	0.00117007	0.000858831	0.000675909	2.16274e-06	0.00067499	0.000184885	0.000490349	0.000368622	0.00012341	0.00034418	0.000367478	0.000367893	0.00417104	0.00574995	0.00862267	0.0103689	0.00531932
d3_5	0.0110023	0.00435168	0.00289397	0.00242534	3.31461e-06	1.46832e-06	6.22444e-05	1.32343e-06	0.000123391	0.00024581	8.53207e-07	0.000123022	0.000122933	0.00159078	0.00250739	0.00360846	0.00611455	0.00617517	0.00379083
d3_6	0.00833597	0.00539715	0.00304054	0.000981727	0.000490387	0.000612484	0.000489757	8.12643e-07	8.26136e-07	4.56702e-07	6.25162e-05	1.06561e-06	0.00104025	0.0013216	0.000612473	0.00342443	0.00421975	0.00853625	0.00562423
d3_7	0.00833553	0.00642147	0.00358699	0.00202052	0.000611773	0.000611703	7.53329e-07	4.14038e-07	0.00110127	2.61677e-07	0.000122903	4.59283e-07	5.93426e-07	0.000122864	0.00134548	0.001469	0.00535636	0.00513603	0.00446187
d3_8	0.00556285	0.00751918	0.00171565	0.000674284	0.000489738	8.51215e-07	0.000856005	0.00012318	6.81695e-07	4.52019e-07	1.4319e-07	0.000122331	3.28087e-07	0.000489354	0.000184083	0.00419492	0.00256751	0.00605116	0.00547752
d3_9	0.00700095	0.0085397	0.00477299	0.00248428	0.00122328	0.000795323	0.000489099	1.13788e-07	6.23023e-07	3.31959e-07	1.31853e-07	0	0.0001225	0.000672806	0.00140602	0.00299544	0.0037905	0.00655335	0.00501206
d3_10	0.00831105	0.00493883	0.00291595	0.00224085	0.00299688	0.000489719	3.71323e-07	0.000183965	0.000367024	0.000856355	0.00068516	0.000122504	5.14998e-07	0.000856407	0.00256772	0.000892966	0.00256764	0.00317879	0.00586788
d3_11	0.00872785	0.00774866	0.00446644	0.00340101	0.00134577	0.000550097	3.67374e-07	1.46759e-07	3.53315e-09	0.000159345	5.06861e-08	1.39136e-07	0.000366788	0.000978496	0.00152841	0.00207899	0.0039737	0.00623466	0.00403468
d3_12	0.00689713	0.00881136	0.00361267	0.00348585	0.000428984	0.000489065	2.85815e-08	2.76313e-07	2.57987e-07	3.03043e-08	1.50903e-07	7.53065e-08	0.00103944	0.000122353	0.00036684	0.000672858	0.0011004	0.00507322	0.00305675
d3_13	0.00612088	0.005828	0.00582441	0.00110147	0.00116193	0.000122867	1.09512e-07	2.60979e-07	3.01223e-08	1.51123e-07	0.000733374	0	1.36413e-07	0.000366677	0.000488902	0.0015892	0.0024449	0.00413229	0.00525588
d3_14	0.00709986	0.00849204	0.00480921	0.00315543	0.000587795	0.000917275	0.000733699	1.33896e-07	0.000122305	0.000122634	0.000122243	0.000122399	0.000366677	0.000366677	0.000489045	0.000366677	0.00165027	0.00305584	0.0045224
d3_15	0.00440641	0.00801504	0.00666744	0.00409913	0.00250672	0.00122248	1.77627e-07	0	1.90679e-08	0	1.4155e-07	6.67076e-08	0.000122354	8.97073e-08	0	0.00146693	0.00171158	0.0022617	0.00537858
d3_16	0.00581382	0.0102749	0.00782762	0.00440227	0.00403563	0.000366706	0.000366851	8.07287e-09	9.36027e-08	0.000366754	0.000366677	1.03758e-07	0.00036676	0.000122367	0.00036671	0.000733588	0.000611423	0.00739503	0.00598929
d3_17	0.00445527	0.00652015	0.00483237	0.00266768	0.00262893	0.000366778	0.000978262	1.05512e-07	0	0	5.07538e-09	0	6.11159e-05	0	0.000122226	1.77388e-07	0.00311712	0.00268917	0.00452235
d3_18	0.00385438	0.00850038	0.00966098	0.00507491	0.00287401	0.0011003	0	0	0.000366677	0.000366677	0	0	0.000488902	0	0.000488902	0.00110007	0.000855579	0.00201679	0.00525575
d3_19	0.00464939	0.00654409	0.00623623	0.00648084	0.00220071	0.00110053	0.000855902	0.000733353	0.000366677	0	0.000366677	0.000366677	0.000366677	0.000122226	0.000366677	0.000366677	0.00122226	0.00256685	0.00501148
d3_20	0.00409785	0.00914687	0.010271	0.00599271	0.00244487	0.000733481	0.000855787	0.000855653	0.000366677	0.000855608	0.000733353	0.000366677	0.000366677	0.000855584	0.0018945	0.00171116	0.00366677	0.00928914	0.0163784
