	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0416668	0.0108054	0.00411135	0.00244594	0.00305511	0.00166482	0.000733428	0.00392148	0.0022301	0.00151387	0.00220851	0.00156367	0.00303068	0.00527058	0.00859744	0.0120275	0.00998439	0.00705073
d3_1	0.0215709	0.00878268	0.00273061	0.0013325	0.000528534	0.000449013	0.000632839	0.00069649	0.0009197	8.16597e-05	0.000150219	0.000527465	0.000626589	0.00192763	0.00228885	0.00460246	0.00837046	0.00655361	0.00572857
d3_2	0.0181283	0.0105163	0.00455339	0.00182832	0.000477799	0.000646297	0.000497481	0.00010016	0.000130601	0.000199729	0.000893875	0.00156949	0.000656238	0.000766005	0.00224518	0.00383328	0.00589789	0.00399207	0.00315657
d3_3	0.0159543	0.0100695	0.00120615	0.000806217	0.0011928	0.000526977	4.48349e-07	0.000149623	0.000446991	9.97953e-05	0.000258772	0.000258868	0.00159934	0.00117247	0.00139113	0.00163389	0.00383763	0.00495457	0.00386203
d3_4	0.0154509	0.00843956	0.00348775	0.000577474	0.000646388	0.00102285	0.000546464	0.000223699	4.99764e-05	0.000298012	0.00137039	0.000297968	0.000774927	0.000943521	0.000526891	0.00441789	0.00308844	0.00491415	0.003325
d3_5	0.0107226	0.00626416	0.00402403	0.00214997	0.000695233	0.000179365	0.000149426	0.000159126	0.000348014	0.000446801	5.03576e-05	0.00014921	0.000209102	0.00127165	0.000824748	0.00508354	0.00482501	0.00224403	0.00241266
d3_6	0.00983205	0.00962615	0.00396426	0.00130131	0.000954382	0.000149369	4.99707e-05	0.000496616	2.31302e-07	0.000575933	0.000179244	0.000610044	0.000347955	4.98039e-05	0.000625876	0.00341575	0.00453066	0.00419867	0.00424805
d3_7	0.00772777	0.00549174	0.00337991	0.00160329	0.00117165	0.00049651	9.94671e-05	2.02943e-05	9.96866e-05	9.96319e-05	0.000297817	1.60017e-07	0.000278327	0.00136972	0.00117213	0.0026415	0.00330543	0.00631337	0.00224323
d3_8	0.0109526	0.0074874	0.00224584	0.0019461	0.000715474	0.000446722	9.93793e-05	0.000397365	0.000397231	0.000278237	2.92543e-07	0.000476779	0.000476658	0.00034778	0.000904136	0.00237255	0.00406051	0.00506306	0.00313657
d3_9	0.0110862	0.00457537	0.0041953	0.000894115	4.98529e-05	0.000312407	3.00296e-05	1.56119e-07	9.94149e-05	0.000694673	4.99023e-05	3.00056e-05	0.000297735	0.00099249	0.000804391	0.00228307	0.00372215	0.00558801	0.00452573
d3_10	0.00932007	0.00780891	0.00596188	0.00193139	0.000695349	0.000248314	4.12515e-08	0.000476717	0.000327621	0.000724898	0.000476614	0.000575781	1.07055e-07	0.000178966	0.000496356	0.00148919	0.00531978	0.00540021	0.00486289
d3_11	0.00795652	0.00857566	0.0055715	0.00274085	0.000744655	0.000744317	0.000516172	0.000258218	4.49025e-08	0.000903474	0.000129463	6.0209e-08	9.92959e-05	0.000297995	8.16289e-08	0.00102247	0.00347386	0.00274024	0.00551803
d3_12	0.00525366	0.00576321	0.00505499	0.00279065	0.000595998	1.11154e-08	0.000297735	0.000556138	2.35733e-07	2.17336e-07	0.000446566	0.000396988	9.3188e-09	0.000476509	0.000347547	0.00143931	0.00171737	0.00380142	0.00605367
d3_13	0.00423697	0.00659407	0.00402228	0.0018963	0.000993131	0.000893376	0.000277864	0	0.000397145	5.18851e-08	8.65683e-08	4.98688e-05	0.000148862	0.000347505	0.000843641	0.000844188	0.00238224	0.00357308	0.00368247
d3_14	0.00745303	0.00511485	0.00415984	0.00243246	0.000526505	0.000148944	0.000297745	0.000397128	4.9632e-05	0.000396971	7.70437e-08	0.000297711	8.0759e-08	4.90932e-09	0.000496273	0.000992562	0.00248115	0.00560737	0.00367202
d3_15	0.00375601	0.00370192	0.00452733	0.00431808	0.00064504	0.000396957	0	9.93069e-05	6.1499e-08	0.000347541	0.000297839	2.99478e-05	3.61189e-08	0	0.000957537	0.00148877	0.00347387	0.00275931	0.00446613
d3_16	0.00403252	0.00644991	0.00238779	0.00409944	0.000446804	0.000694736	0.000794176	0.00059546	0.000595422	0.000595543	0	0	0.000545946	0.000595422	0.000297711	0.000397117	0.00226281	0.00466457	0.00525956
d3_17	0.00419194	0.00365425	0.0024619	0.000496721	0.000595605	0.00102264	0.000873285	0	4.96185e-05	9.94832e-05	0.000297852	6.08317e-09	6.61103e-08	0.000297893	0.000794018	0.00039715	0.000953113	0.00431685	0.0058552
d3_18	0.00351638	0.00382314	0.00495375	0.00295769	0.00134049	0.000645078	0.000496278	0.00119097	0.000645176	0	0	0.000148855	0.000446897	0.000396948	0.000297711	0.00119101	0.00295757	0.00550804	0.00739315
d3_19	0.0048946	0.00476493	0.00564753	0.00303737	0.00138944	0.00119095	0.000396948	0.000377189	0	0	0.000396948	0.000446566	9.9237e-05	0	0.000297711	0.00109173	0.00125063	0.00352301	0.0074429
d3_20	0.00612799	0.00708825	0.00670014	0.00476525	0.00300757	0.0016873	0.000396948	0.00099237	0.000446591	0.00119093	0.00178635	0.000476512	0.000694751	0.00129008	0.000595459	0.00158795	0.00421784	0.0143399	0.0303171
