	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0327755	0.0067035	0.00194987	0.000274198	1.3569e-07	6.20679e-09	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0920693	0.0337377	0.0125739	0.00444051	0.00161959	6.23754e-07	1.50102e-08	4.19724e-08	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.0410949	0.0352927	0.015897	0.00649819	0.00191266	0.000487691	1.11379e-07	7.13904e-08	0	6.04908e-08	0	0	0	0	0	0	0	0	0
d2_3	0.0250699	0.027096	0.0147652	0.00574113	0.00161051	0.00090692	0.000584811	2.23509e-08	1.05454e-07	0	0	0	0	0	0	0	0	0	0
d2_4	0.018247	0.0141937	0.0132714	0.00793731	0.00269274	0.00149195	4.9153e-05	1.64652e-07	3.58704e-08	4.89343e-08	0	0	0	0	0	0	0	0	0
d2_5	0.00925766	0.0119908	0.00946617	0.00358147	0.001854	0.00196365	0.00039017	1.05001e-07	1.25437e-07	1.94547e-08	3.9527e-10	0	0	0	0	0	0	0	0
d2_6	0.00731361	0.00595882	0.00689443	0.00446561	0.00354475	0.00118026	0.000731439	1.20325e-07	0.00014642	2.84502e-08	8.82172e-08	3.72272e-09	0	0	0	0	0	0	0
d2_7	0.00316889	0.00418404	0.00376445	0.00203061	0.00127923	0.000537846	0.000147249	3.63293e-07	2.44076e-07	2.8822e-07	1.87932e-07	0	0	0	0	0	0	0	0
d2_8	0.000292992	0.00303266	0.0035677	0.00464545	0.000713728	0.000371758	0.000682769	2.97779e-05	1.68982e-07	1.17849e-07	2.61422e-08	0	0	0	0	0	0	0	0
d2_9	9.77405e-05	0.00264142	0.0011627	0.00304224	0.00170759	0.0006839	0.000566383	0.000292779	0.000438875	5.34637e-08	0.000175631	5.87186e-08	0	0	0	0	0	0	0
d2_10	0.000516576	0.00134559	0.000342373	0.00085891	0.00090786	0.000878654	0.000128025	0.001073	0.000341554	1.95195e-07	1.61017e-07	2.13023e-09	1.12827e-09	0	0	0	0	0	0
d2_11	6.01631e-08	0.000322188	0.000292986	0.000761617	0.000192139	0.00102473	8.74429e-07	7.89388e-05	0.00017621	9.77012e-05	2.63462e-07	1.77864e-08	9.90289e-09	0	0	0	0	0	0
d2_12	1.97112e-05	2.3277e-07	0.000439151	1.30594e-06	0.000439791	0.00137564	0.000176803	0.000176308	0.000176515	2.44901e-07	4.66048e-07	1.18257e-07	2.35552e-08	2.00019e-07	0	0	0	0	0
d2_13	7.91475e-08	0.000438482	4.18378e-07	3.00706e-05	0.000128304	0.000284877	0.000191465	0.000176247	0.000224963	0.000614922	0.000585245	4.89977e-05	1.10007e-07	0	0	0	0	0	0
d2_14	0	1.97829e-05	0.00087728	0.00014711	1.21524e-06	0.00114171	0.000688174	0.000317918	0.000439231	4.94561e-05	0.000292835	0.000292292	0.000292474	1.75105e-07	0	0	0	0	0
d2_15	0	8.44129e-08	0.000321866	0.000117859	0.000390149	0.00068295	0.000224572	0.000390732	0.000692857	0.00092646	0.000341321	5.2759e-08	8.06765e-09	0	8.78421e-08	0	0	0	0
d2_16	0	4.20481e-08	1.65478e-07	0.000419344	0.000176346	0.000312614	0.000585942	7.89871e-05	0.000391251	0.000799797	9.76129e-05	0.000468169	0.000175623	1.12842e-07	2.01504e-09	0	0	0	0
d2_17	0	4.53111e-10	4.72138e-08	2.9619e-05	5.18087e-07	0.000663212	0.000712534	0.000254386	0.000483762	0.00127752	3.97318e-07	0.000712015	0.000438626	9.47747e-08	3.40433e-08	1.53425e-08	0	0	0
d2_18	0	0	1.41538e-05	4.87981e-05	2.54127e-07	6.5593e-07	0.000663673	0.000292935	0.00010843	0.000351521	0.000546342	0.000517012	3.02699e-07	0.000292372	9.01181e-10	0	0	0	0
d2_19	0	0	2.28333e-07	1.37599e-07	4.89346e-05	2.97907e-05	0.000127804	0.000926965	0.000956068	0.000390616	0.000790493	0.000438765	3.40756e-07	9.762e-05	2.4474e-08	0	0	0	0
d2_20	0	0	1.87845e-07	0.000389854	6.29437e-08	2.97917e-05	0.000146588	0.00107198	0.000877882	5.53933e-07	0.000390538	0.000692824	4.95278e-05	1.36635e-07	0.00010765	0.000146128	0	0	0
d2_21	0	0	2.85661e-08	2.78565e-09	9.82231e-08	0.000195229	4.90099e-05	0.000439345	0.000390067	0.000224986	0.000813757	0.00123276	4.87598e-08	9.7803e-05	8.9425e-08	0.000292257	0	0	0
d2_22	0	0	5.18275e-08	2.87423e-09	9.18479e-08	4.18314e-08	9.74876e-05	0.000370343	0.000956317	0.00058549	0.00110182	0.000858563	4.95164e-05	9.78998e-05	2.21045e-07	4.88877e-05	0	0	0
d2_23	0	0	0	7.83996e-08	2.49808e-08	0.000438518	9.1914e-08	0.000389869	0.000643608	4.92896e-05	0.000131674	0.000760906	0.000585621	0.000293268	2.2358e-07	0.000117337	8.42621e-08	0	0
d2_24	0	0	0	2.98981e-09	4.16328e-08	0	0.000292446	0.000292399	0.00019529	0.00152084	5.87433e-07	2.95072e-05	0.000633609	0.000419457	0.000146536	1.13293e-07	0	0	0
d2_25	0	0	0	4.61153e-08	0	4.77515e-08	0.000146348	0.000536235	4.33121e-07	0.000955539	0.000614732	3.47727e-07	0.000517043	0.000487807	3.14386e-07	0.000497422	4.88993e-05	3.32321e-09	0
d2_26	0	0	0	0	0	1.98885e-08	2.02897e-07	1.67663e-07	0.00043846	0.000682229	0.00100415	0.000448939	0.000439805	0.00043883	0.000321846	9.74511e-05	0.000487383	0	1.96885e-05
d2_27	0	0	0	0	0	0	0.000438385	0.000438544	0.000389771	9.76003e-05	0.000516707	0.000194969	0.000565476	0.000887758	7.83988e-05	6.28664e-05	0.000682245	9.74892e-05	0
d2_28	0	0	0	0	0	0	0	5.43268e-08	0.00029237	0.00038988	0.000224814	0.000117821	7.85287e-05	0.000160682	0.000293079	2.98232e-05	0.000195123	0.000292362	5.80458e-08
d2_29	0	0	0	0	0	0	4.88465e-05	0.000146348	2.15429e-07	2.94008e-05	4.8898e-05	3.50707e-07	7.86103e-05	0.00144277	0.000438913	0.000341623	0.00056577	0.000194907	0
d2_30	0	0	0	0	0	0	9.74189e-05	1.89424e-07	3.42145e-08	4.91094e-05	1.82931e-07	0.000156381	0.000146897	0.00108228	0.000515937	0.00116477	0.000663031	0.000838623	0
d2_31	0	0	0	0	0	0	0	0	5.86196e-08	0	0.000389685	0.00073085	0.000185767	0.000882016	0.00143789	0.00098484	0.00118082	0.00180328	0.00037047
d2_32	0	0	0	0	0	0	0	0	0	0	0.000292297	0.000614126	0.000839004	0.000907229	0.00197895	0.00390882	0.00165303	0.00236783	0.000243665
d2_33	0	0	0	0	0	0	0	0	4.11856e-08	0	7.8123e-05	0	0.00110153	0.000702239	0.00122926	0.00452274	0.0047266	0.00399107	0.000292522
d2_34	0	0	0	0	0	0	0	0	0	0	8.66083e-10	4.8766e-05	0.000175717	0.000779962	0.00133648	0.00305229	0.00502015	0.00589648	0.00309929
d2_35	0	0	0	0	0	0	0	0	0	0	0	1.28493e-07	0.00115013	0.00119928	0.00310939	0.00568306	0.00903544	0.00604312	0.00686099
d2_36	0	0	0	0	0	0	0	0	0	0	0	2.93912e-05	0.000613983	0.00270933	0.003344	0.00498147	0.00899657	0.0118526	0.00897609
d2_37	0	0	0	0	0	0	0	0	0	0	0	1.04918e-08	0.000292581	0.000974318	0.002496	0.00845483	0.0134583	0.0104764	0.0114389
d2_38	0	0	0	0	0	0	0	0	0	0	0	0	0.000292483	0.0011209	0.00195932	0.00648173	0.0124927	0.016886	0.0148292
d2_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000389939	0.00126665	0.00495039	0.0121349	0.0217293	0.017031
d2_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000974343	0.00321541	0.00757085	0.0137663	0.032666
d2_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88297e-05	0.000857473	0.00370221	0.0117883	0.0261088
