	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0326891	0.0191589	0.0121898	0.00899111	0.00481681	0.00605452	0.00330075	0.00453697	0.00290499	0.00159774	0.00106395	0.000495696	4.58314e-05	4.2329e-08	0.000458446	0.000275046	0	9.16276e-05	0
d2_1	0.0311841	0.0173834	0.0148019	0.0111451	0.0102141	0.00900887	0.00741419	0.00699865	0.00666966	0.0046084	0.00359743	0.00347194	0.00267796	0.00152245	0.0017605	0.00181047	0.000550003	0.00011945	0.000916276	0
d2_2	0.00918414	0.00632375	0.00889972	0.00580278	0.00734159	0.00646749	0.00732632	0.00314265	0.00645006	0.00649538	0.00474727	0.00722536	0.00425578	0.00269561	0.00392417	0.00160453	0.000577772	0.000916863	0.00142035	0.000366708
d2_3	0.0042196	0.00405025	0.00325464	0.00401667	0.00518865	0.00367235	0.00595363	0.00346961	0.00331169	0.00479828	0.00332076	0.0041405	0.00376766	0.00324552	0.00314488	0.00400627	0.00224619	0.00271342	0.00187863	0.000870852
d2_4	0.00223365	0.00245815	0.00126707	0.00311379	0.00251343	0.00141797	0.00402622	0.00255454	0.00245482	0.00365864	0.00234776	0.00545449	0.00353428	0.00319102	0.00404267	0.00384994	0.00151231	0.00329929	0.000962507	0.00054987
d2_5	0.0015057	0.000811806	0.0014596	0.000963676	0.000698088	0.00105545	0.00158686	0.00116565	0.00174274	0.00118352	0.00299285	0.00137565	0.00131122	0.00245655	0.00279048	0.00407911	0.00224569	0.0033265	0.00229111	0.00117293
d2_6	0.000797437	0.000365269	0.000349562	0.00131122	0.000618739	0.000954138	0.00172385	0.00132443	0.000985434	0.00105401	0.00142076	0.00108191	0.00218145	0.00182426	0.00251994	0.00217238	0.00449976	0.00192439	0.00105433	0.000274883
d2_7	0.000451042	0.00111306	0.00133027	0.000550184	0.00013824	0.00036662	9.17541e-05	0.000733225	0.00062342	0.000714982	0.000320977	0.00169555	0.000320887	0.000531698	0.000788369	0.000687327	0.00146625	0.000824861	0.00119135	0.000274883
d2_8	0.00186216	0.000103522	0.000138521	4.4578e-07	2.79864e-05	5.91626e-08	0.000274957	0.000641676	0.000641534	4.60335e-05	0.000504141	0.000485974	0.00077898	0.00121886	0.000366845	0.000824745	0.000824801	0.00109981	0.00206172	0.00064152
d2_9	0.00162011	0.00021408	1.03755e-06	4.6126e-05	0.000137816	0.000275523	8.54225e-08	0.00057742	6.33396e-08	4.59545e-05	0.000366511	0.00018333	0.000779	0.00140201	0.000733122	0.000962256	0.000898155	0.00109953	0.000549766	0.000274883
d2_10	0.000637589	0.000442169	0.00133016	2.05628e-07	1.87835e-05	0.000119359	0.000458338	9.17525e-05	0.000366534	0.000183547	0.000211002	2.7337e-08	0.000274883	0.000274918	1.58541e-08	0.000870558	0	0.000366511	0.000274883	9.16276e-05
d2_11	0.000169498	0.000351173	1.0593e-05	0.000123406	9.18618e-05	6.82706e-08	0.000440051	2.98317e-08	7.70445e-08	0.00027503	7.70872e-08	0.000274961	0.000274883	0.000137565	0.000274883	7.99304e-08	0	0.000274883	7.33836e-05	0
d2_12	0.000104839	0.000351414	0.00013858	5.15534e-07	1.54307e-07	9.20348e-05	3.96147e-08	0.000256779	4.5818e-05	9.42578e-09	2.93903e-08	0.000137554	0	0	0	0.000137441	0.000549811	0.000274883	0.000549766	0
d2_13	0.000255783	0.000240885	0.00045097	0.000458917	1.82625e-07	0.000137756	8.40835e-08	0.000137679	0.000366634	1.40644e-08	2.75247e-05	7.341e-05	7.22875e-08	0	0	0	0	0.000412324	0	0
d2_14	0.000580499	0.000460766	0.000752666	4.65758e-05	0.000367011	2.1245e-07	1.87489e-05	5.77944e-08	0.000412339	1.46002e-07	0	0.000183422	0.000320808	0	0	0.000274883	0	0.000320697	0.000549766	0
d2_15	0.000305147	4.73942e-05	7.40698e-05	2.66838e-07	7.35646e-05	0.000522711	0.000366641	5.96723e-08	9.15528e-08	0.000412529	0	0	0	9.16276e-05	0.000458138	0.000274883	0.000274883	0.000302522	0	0.000641393
d2_16	0.000846137	1.61813e-06	0.000166172	1.87636e-05	0.00066949	0.000531855	0.000302605	2.76724e-05	0	4.54479e-08	0.000412324	8.0927e-08	0	0	4.59389e-05	0	0	0.000274883	0	0
d2_17	0.00185457	0.000271336	0.000670269	0.000440354	0.000239068	1.91192e-07	2.50599e-07	3.22388e-08	4.29655e-08	7.83148e-09	4.58606e-05	0	0.000293339	0.000439813	0	0	4.58138e-05	0	0	0
d2_18	0.000226356	1.4548e-06	0.000514628	3.0057e-07	0.000275058	2.75414e-05	4.73468e-08	4.59541e-05	7.04843e-08	0.000238282	6.49735e-09	2.91316e-08	7.33021e-05	0	0	0.000366516	0.000256805	9.17147e-05	0	0.000549766
d2_19	0.000488445	0.00043288	6.51303e-05	0.000257628	1.96701e-07	0.000137586	2.54635e-07	2.22826e-08	1.63367e-07	4.9679e-08	0.000229069	7.04651e-09	0.000274883	0.000366511	0.000137441	0	0.000366511	0.000274883	0.000549766	0
d2_20	0.00019427	0.000166672	0.000486672	9.20437e-05	0.00013774	0.000366771	1.32324e-07	2.26022e-07	0.000641441	2.72736e-09	0.000366513	0.000440213	0.000504058	0	0	0.000274889	0	0	0	0
d2_21	5.98748e-07	0.000271499	0.000385881	0.000105169	0.000366822	5.03185e-07	1.26197e-07	0.000366827	0.000274893	0.000274953	0	0.000687296	9.16419e-05	4.58138e-05	0.000274883	0	9.16276e-05	0.000274883	0	0
